"Game","Type","File","Action","Notes"
"2025-09-20__TSC_vs_RVFC","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\014__2025-09-20__TSC_vs_RVFC__DEFENSE_BUILD_UP__t52800.00-t53820.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-09-20__TSC_vs_RVFC","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\014__2025-09-20__TSC_vs_RVFC__DEFENSE_BUILD_UP__t880.00-t897.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-09-20__TSC_vs_RVFC","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\015__2025-09-20__TSC_vs_RVFC__SHOT__t55800.00-t56220.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-09-20__TSC_vs_RVFC","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\015__2025-09-20__TSC_vs_RVFC__SHOT__t930.00-t937.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-09-20__TSC_vs_RVFC","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\016__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t59940.00-t61320.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-09-20__TSC_vs_RVFC","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\016__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t999.00-t1022.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-09-20__TSC_vs_RVFC","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\017__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t1088.00-t1124.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-09-20__TSC_vs_RVFC","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\017__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t65280.00-t67440.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-09-20__TSC_vs_RVFC","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\018__2025-09-20__TSC_vs_RVFC__DRIBBLING_SHOT__t1147.00-t1153.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-09-20__TSC_vs_RVFC","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\018__2025-09-20__TSC_vs_RVFC__DRIBBLING_SHOT__t68820.00-t69180.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-09-20__TSC_vs_RVFC","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\019__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t1158.00-t1182.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-09-20__TSC_vs_RVFC","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\019__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t69480.00-t70920.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-09-20__TSC_vs_RVFC","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\020__2025-09-20__TSC_vs_RVFC__SHOT__t1236.00-t1243.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-09-20__TSC_vs_RVFC","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\020__2025-09-20__TSC_vs_RVFC__SHOT__t74160.00-t74580.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-09-20__TSC_vs_RVFC","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\021__2025-09-20__TSC_vs_RVFC__CROSS__t1275.00-t1293.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-09-20__TSC_vs_RVFC","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\021__2025-09-20__TSC_vs_RVFC__CROSS__t76500.00-t77580.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-09-20__TSC_vs_RVFC","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\022__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t1300.00-t1310.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-09-20__TSC_vs_RVFC","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\022__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t78000.00-t78600.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-09-20__TSC_vs_RVFC","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\023__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t1316.00-t1329.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-09-20__TSC_vs_RVFC","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\023__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t78960.00-t79740.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-09-20__TSC_vs_RVFC","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\024__2025-09-20__TSC_vs_RVFC__FREE_KICK__t1402.00-t1421.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-09-20__TSC_vs_RVFC","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\024__2025-09-20__TSC_vs_RVFC__FREE_KICK__t84120.00-t85260.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-09-20__TSC_vs_RVFC","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\025__2025-09-20__TSC_vs_RVFC__PRESSURE_GOAL__t1512.00-t1520.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-09-20__TSC_vs_RVFC","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\025__2025-09-20__TSC_vs_RVFC__PRESSURE_GOAL__t2203200.00-t2232000.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-09-20__TSC_vs_RVFC","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\026__2025-09-20__TSC_vs_RVFC__DRIBBLING_SHOT__t1800.00-t1810.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-09-20__TSC_vs_RVFC","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\026__2025-09-20__TSC_vs_RVFC__DRIBBLING_SHOT__t2592000.00-t2628000.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-09-20__TSC_vs_RVFC","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\027__2025-09-20__TSC_vs_RVFC__SHOT__t1827.00-t1834.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-09-20__TSC_vs_RVFC","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\028__2025-09-20__TSC_vs_RVFC__CORNER__t1852.00-t1875.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-09-20__TSC_vs_RVFC","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\029__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t1883.00-t1893.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-09-20__TSC_vs_RVFC","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\030__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t1898.00-t1911.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-09-20__TSC_vs_RVFC","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\031__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t1964.00-t1975.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-09-20__TSC_vs_RVFC","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\032__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t2034.00-t2057.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-09-20__TSC_vs_RVFC","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\033__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t2131.00-t2150.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-09-20__TSC_vs_RVFC","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\034__2025-09-20__TSC_vs_RVFC__PRESSURE_GOAL__t2158.00-t2169.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-09-20__TSC_vs_RVFC","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\035__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t2297.00-t2312.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-09-20__TSC_vs_RVFC","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\036__2025-09-20__TSC_vs_RVFC__PRESSURE_GOAL__t2348.00-t2367.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-09-20__TSC_vs_RVFC","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\037__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t2388.00-t2397.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-09-20__TSC_vs_RVFC","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\038__2025-09-20__TSC_vs_RVFC__PRESSURE_GOAL__t2411.00-t2431.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-09-20__TSC_vs_RVFC","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\039__2025-09-20__TSC_vs_RVFC__PRESSURE_GOAL__t2485.00-t2506.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-09-20__TSC_vs_RVFC","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\040__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t2571.00-t2599.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-09-20__TSC_vs_RVFC","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\041__2025-09-20__TSC_vs_RVFC__CORNER__t2712.00-t2722.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-09-20__TSC_vs_RVFC","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\041__2025-09-20__TSC_vs_RVFC__CORNER__t3931200.00-t3967200.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-09-20__TSC_vs_RVFC","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\042__2025-09-20__TSC_vs_RVFC__CORNER__t2765.00-t2783.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-09-20__TSC_vs_RVFC","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\042__2025-09-20__TSC_vs_RVFC__CORNER__t3992400.00-t4057200.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-09-20__TSC_vs_RVFC","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\043__2025-09-20__TSC_vs_RVFC__GOAL__t3010.00-t3028.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-09-20__TSC_vs_RVFC","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\044__2025-09-20__TSC_vs_RVFC__GOAL__t3051.00-t3066.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-10-04__TSC_vs_FC_Tulsa_Black","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-10-04__TSC_vs_FC_Tulsa_Black\001__2025-10-04__TSC_vs_FC_Tulsa_Black__DRIBBLING__t23220.00-t24720.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-10-04__TSC_vs_FC_Tulsa_Black","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-10-04__TSC_vs_FC_Tulsa_Black\001__2025-10-04__TSC_vs_FC_Tulsa_Black__DRIBBLING__t387.00-t412.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-10-04__TSC_vs_FC_Tulsa_Black","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-10-04__TSC_vs_FC_Tulsa_Black\002__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP__t25260.00-t26940.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-10-04__TSC_vs_FC_Tulsa_Black","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-10-04__TSC_vs_FC_Tulsa_Black\002__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP__t421.00-t449.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-10-04__TSC_vs_FC_Tulsa_Black","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-10-04__TSC_vs_FC_Tulsa_Black\003__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP__t27480.00-t29220.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-10-04__TSC_vs_FC_Tulsa_Black","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-10-04__TSC_vs_FC_Tulsa_Black\003__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP__t458.00-t487.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-10-04__TSC_vs_FC_Tulsa_Black","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-10-04__TSC_vs_FC_Tulsa_Black\004__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP__t29700.00-t30780.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-10-04__TSC_vs_FC_Tulsa_Black","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-10-04__TSC_vs_FC_Tulsa_Black\004__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP__t495.00-t513.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-10-04__TSC_vs_FC_Tulsa_Black","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-10-04__TSC_vs_FC_Tulsa_Black\005__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t36000.00-t36420.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-10-04__TSC_vs_FC_Tulsa_Black","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-10-04__TSC_vs_FC_Tulsa_Black\005__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t600.00-t607.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-10-04__TSC_vs_FC_Tulsa_Black","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-10-04__TSC_vs_FC_Tulsa_Black\006__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_GOAL__t40440.00-t43020.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-10-04__TSC_vs_FC_Tulsa_Black","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-10-04__TSC_vs_FC_Tulsa_Black\006__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_GOAL__t674.00-t717.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-10-04__TSC_vs_FC_Tulsa_Black","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-10-04__TSC_vs_FC_Tulsa_Black\007__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t46020.00-t47100.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-10-04__TSC_vs_FC_Tulsa_Black","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-10-04__TSC_vs_FC_Tulsa_Black\007__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t767.00-t785.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-10-04__TSC_vs_FC_Tulsa_Black","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-10-04__TSC_vs_FC_Tulsa_Black\008__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t1025.00-t1040.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-10-04__TSC_vs_FC_Tulsa_Black","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-10-04__TSC_vs_FC_Tulsa_Black\008__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t61500.00-t62400.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-10-04__TSC_vs_FC_Tulsa_Black","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-10-04__TSC_vs_FC_Tulsa_Black\009__2025-10-04__TSC_vs_FC_Tulsa_Black__PRESSURE_SHOT__t1046.00-t1057.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-10-04__TSC_vs_FC_Tulsa_Black","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-10-04__TSC_vs_FC_Tulsa_Black\009__2025-10-04__TSC_vs_FC_Tulsa_Black__PRESSURE_SHOT__t62760.00-t63420.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-10-04__TSC_vs_FC_Tulsa_Black","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-10-04__TSC_vs_FC_Tulsa_Black\010__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t1058.00-t1080.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-10-04__TSC_vs_FC_Tulsa_Black","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-10-04__TSC_vs_FC_Tulsa_Black\010__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t63480.00-t64800.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-10-04__TSC_vs_FC_Tulsa_Black","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-10-04__TSC_vs_FC_Tulsa_Black\011__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t1198.00-t1222.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-10-04__TSC_vs_FC_Tulsa_Black","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-10-04__TSC_vs_FC_Tulsa_Black\011__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t71880.00-t73320.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-10-04__TSC_vs_FC_Tulsa_Black","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-10-04__TSC_vs_FC_Tulsa_Black\012__2025-10-04__TSC_vs_FC_Tulsa_Black__PRESSURE_GOAL__t1239.00-t1253.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-10-04__TSC_vs_FC_Tulsa_Black","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-10-04__TSC_vs_FC_Tulsa_Black\012__2025-10-04__TSC_vs_FC_Tulsa_Black__PRESSURE_GOAL__t74340.00-t75180.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-10-04__TSC_vs_FC_Tulsa_Black","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-10-04__TSC_vs_FC_Tulsa_Black\013__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_PLAY__t1290.00-t1306.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-10-04__TSC_vs_FC_Tulsa_Black","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-10-04__TSC_vs_FC_Tulsa_Black\013__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_PLAY__t77400.00-t78360.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-10-04__TSC_vs_FC_Tulsa_Black","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-10-04__TSC_vs_FC_Tulsa_Black\014__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t1626.00-t1637.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-10-04__TSC_vs_FC_Tulsa_Black","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-10-04__TSC_vs_FC_Tulsa_Black\014__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t2354400.00-t2394000.00.mp4","QUARANTINE","Unparseable name or wrong tag"
"2025-10-04__TSC_vs_FC_Tulsa_Black","ORPHAN","C:\Users\scott\soccer-video\out\atomic_clips\2025-10-04__TSC_vs_FC_Tulsa_Black\015__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t1705.00-t1721.00.mp4","QUARANTINE","Unparseable name or wrong tag"
