start,end,score,event,action_score,mean_flow,center_ratio,ball_speed,team_presence,why
576.73,587.73,1.0,passes,1.5720331225446673,2.3064441680908203,0.5175895829326491,72.16139000440022,0.041890619162181494,keep
3057.66,3068.66,1.0,passes,1.5706205351898668,3.0138630867004395,0.5377559908051252,133.0345338770618,0.023234344870823435,keep
1829.57,1840.57,1.0,passes,1.5702904411502165,2.0117130279541016,0.49107774440084795,79.42481964820692,0.057417794574905395,keep
268.8,279.8,1.0,passes,1.570271497115777,2.3712828159332275,0.5334708361345081,78.97468674644523,0.02557561568856107,keep
783.89,794.89,1.0,passes,1.5685247236184596,1.957228183746338,0.5524949301583889,119.59274830296104,0.05505890471272747,keep
1999.72,2010.72,1.0,passes,1.5683834900458407,3.0344486236572266,0.4802175573756491,60.475260240407394,0.06079555708286514,keep
2894.0,2905.0,1.0,passes,1.5683375647520885,2.366274118423462,0.5169872191577383,123.93564360909049,0.033103497511917504,keep
1654.66,1665.66,1.0,passes,1.5676255169201416,3.208336591720581,0.5063024580644659,82.90411759011207,0.03933694875200445,keep
843.27,854.27,1.0,passes,1.567619176311305,2.773554563522339,0.5290788765159263,113.05413888225573,0.022238783391317848,keep
1848.2,1859.2,1.0,passes,1.5675191357178055,2.5796332359313965,0.4936579623733502,103.52742481441302,0.0485543675145009,keep
1916.08,1927.08,1.0,passes,1.5663936611354596,2.421812057495117,0.5112748319224703,124.47761376230326,0.032528028896796096,keep
831.02,842.02,1.0,passes,1.5660689493483217,2.8733890056610107,0.5162095878907423,85.51035773039673,0.028015182452747686,keep
567.1,578.1,1.0,passes,1.565709402160905,2.2528252601623535,0.4951466515325089,134.58542147601855,0.04291351675288078,keep
363.81,374.81,1.0,passes,1.56557637994052,2.6049702167510986,0.5298517829099343,126.42413293205135,0.016552112668849647,keep
707.12,718.12,1.0,passes,1.563955478583809,1.9760454893112183,0.511999048051691,125.29073175058005,0.05283823494563335,keep
1330.11,1341.11,1.0,passes,1.5636049235417504,2.371506929397583,0.4964419859784698,59.58001254417864,0.03668081937052385,keep
1906.33,1917.33,1.0,passes,1.5632859687563867,2.8754570484161377,0.5153027811263496,104.13371383979302,0.02173783604620432,keep
2747.98,2758.98,1.0,passes,1.5632772025935953,2.0463550090789795,0.48697802282296926,86.83991174028993,0.042959489366761014,keep
837.27,848.27,1.0,passes,1.5631760447504464,2.764502763748169,0.5217460114382788,103.82483081656741,0.016630603297406815,keep
1184.21,1195.21,1.0,passes,1.5630259060223208,2.754337787628174,0.48425144580549173,85.79992690178929,0.04437618070168339,keep
2841.25,2852.25,1.0,passes,1.562888108044861,2.59073805809021,0.5046666662387872,111.93535330727227,0.028720270433062044,keep
1481.26,1492.26,1.0,passes,1.5626244964460403,2.310258150100708,0.4911354186916923,80.51222340494309,0.03820967709633146,keep
1378.24,1389.24,1.0,passes,1.5619220410102486,2.246457576751709,0.48007898553942974,102.46879491243627,0.04474586337104904,keep
2919.13,2930.13,1.0,passes,1.5610300336585554,2.2741031646728516,0.5023112156415054,88.26005121952193,0.025841672415259243,keep
310.05,321.05,1.0,passes,1.5597827813482223,2.1572859287261963,0.4914463519625275,86.81220848490295,0.030872189398660224,keep
3012.28,3023.28,1.0,passes,1.5588308015878107,3.306204319000244,0.4873820342224801,105.21300671877358,0.031540478302666965,keep
3038.03,3049.03,1.0,passes,1.558609166024441,3.222627878189087,0.48470035478029844,84.89197871257934,0.032997648975878806,keep
2995.77,3006.77,1.0,passes,1.55850349030255,2.8450911045074463,0.48901714090541604,88.39435546588041,0.0294958700773129,keep
157.15,168.15,1.0,passes,1.5581047633156684,2.8752737045288086,0.4964875013040559,102.0491523650235,0.022896282311128814,keep
998.55,1009.55,1.0,passes,1.5565162315209644,2.2117972373962402,0.48849050287006196,93.08413023806708,0.024922701649864248,keep
2867.0,2878.0,1.0,passes,1.5564223400532795,2.8302717208862305,0.49137235599160195,86.04655409028469,0.022526583139497094,keep
2828.12,2839.12,1.0,passes,1.5554125325173924,2.2538187503814697,0.48041818656348523,117.58984626442268,0.02821769137086697,keep
1200.21,1211.21,1.0,passes,1.5548025250859794,2.311326026916504,0.4849808285697127,75.73652748033376,0.02327069128766412,keep
1402.99,1413.99,1.0,passes,1.551912557453217,1.9173368215560913,0.48324327921038324,132.996113975549,0.11034500997465305,keep
1925.34,1936.34,1.0,passes,1.549932742159115,1.9295624494552612,0.5413504588836591,133.71373471144975,0.048061255597873956,keep
188.91,199.91,1.0,passes,1.5484410207936872,1.9609839916229248,0.501017307941119,89.3152052625758,0.039232580452588484,keep
1359.24,1370.24,1.0,passes,1.5472811775469273,1.9467679262161255,0.5217022183553431,66.61754761774948,0.03681236310766929,keep
2876.88,2887.88,1.0,passes,1.546580936742159,1.9394311904907227,0.5110260889433264,76.43805932199732,0.05132268584584004,keep
1260.85,1271.85,1.0,passes,1.545457406361177,1.9727894067764282,0.4862270416606284,69.9635862907076,0.029585152033989637,keep
2650.96,2661.96,1.0,passes,1.5144821274316158,1.859621286392212,0.532433019752012,108.15757478488607,0.04480660657379252,keep
1761.06,1772.06,1.0,passes,1.507250256015397,1.8409156799316406,0.5062677697898443,118.13756403356984,0.06739467277301427,keep
1012.93,1023.93,1.0,passes,1.4978966850000306,1.8378727436065674,0.5258738286377936,50.721333827498825,0.0327295044643434,keep
2223.01,2234.01,1.0,passes,1.4869999251040802,1.790367603302002,0.5441728787406928,105.74781647641976,0.04520659998992879,keep
2362.04,2373.04,1.0,passes,1.4839761145086243,1.803703784942627,0.5093127435665551,77.55041052918283,0.048788970536189254,keep
549.35,560.35,1.0,passes,1.469700707109483,1.774938941001892,0.5204184068031771,49.594329739232705,0.037131654044195835,keep
1931.46,1942.46,1.0,passes,1.447921683949005,1.7429492473602295,0.4825417034431206,80.76507477779538,0.04708002900991369,keep
883.03,894.03,1.0,passes,1.4341737212191068,1.7069100141525269,0.50553796681189,84.00051584114485,0.03600706201725687,keep
1635.04,1646.04,1.0,passes,1.4266467356477188,1.7233752012252808,0.48476712396948074,138.06170172687342,0.014244394763745406,keep
1207.09,1218.09,1.0,passes,1.425291466519974,1.7114022970199585,0.4980244422033308,66.45637503284544,0.014382750499983079,keep
970.04,981.04,1.0,passes,1.4190339928865832,1.6578656435012817,0.5093724884953091,65.4395074902261,0.05045676690603383,keep
1492.26,1503.26,1.0,passes,1.4049213689773903,1.644615650177002,0.48104217209745903,123.70926277669639,0.05132918692125408,keep
2089.99,2100.99,1.0,passes,1.3187614479500471,1.4723827838897705,0.4956304497060767,93.81960264476473,0.01875015071956846,keep
1779.69,1790.69,1.0,passes,1.302096564384428,1.4014394283294678,0.4823923319433827,84.33007768864351,0.06682780513288128,keep
343.94,354.94,1.0,passes,1.2769058245774325,1.0937447547912598,0.7288432429781868,144.50267889718106,0.16516928006977416,keep
868.15,879.15,1.0,passes,1.2430818273979405,1.301251769065857,0.48824625954428214,30.071818792799316,0.027611633637550533,keep
1943.96,1954.96,1.0,passes,1.2308153789869316,1.2110176086425781,0.4966725197363209,72.14447392070605,0.09213924794218785,keep
1984.97,1995.97,1.0,passes,1.0891407073150245,0.8877009153366089,0.5064802714108085,147.9200373381949,0.09432803497576994,keep
2052.36,2063.36,1.0,passes,0.987161047602742,0.690093457698822,0.48347769354241266,42.51098951138971,0.07893920893887062,keep
1723.93,1734.93,1.0,passes,0.9564843105469595,0.5401095747947693,0.5613449576579814,113.9209299449103,0.1125787864797972,keep
2065.11,2076.11,1.0,passes,0.9122787938495491,0.5243716835975647,0.48371544037029907,72.95028610653104,0.07799226029888823,keep
2980.27,2991.27,1.0,passes,0.9119691067713479,0.4211507737636566,0.5844103335625483,64.28329659593163,0.11782039627234489,keep
2373.41,2384.41,1.0,passes,0.9025811082106449,0.5138748288154602,0.5042953119030459,50.113627795684764,0.05012210418193495,keep
713.12,724.12,1.0,passes,0.8924967400964432,0.4712125062942505,0.5096058435191071,92.49314331395504,0.06892339802074597,keep
895.16,906.16,1.0,passes,0.8718584255280989,0.4588216543197632,0.4988753211706057,45.443205922280114,0.039315211832559364,keep
