shot_idx,start,end,duration,yavg,yrng,sat,cond,contrast,gamma,brightness,saturation,filter
272,2720,2730,10,134.228,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
273,2730,2740,10,134.303,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
274,2740,2750,10,135.479,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
275,2750,2760,10,136.172,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
276,2760,2770,10,126.625,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
277,2770,2780,10,134.654,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
278,2780,2790,10,137.564,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
279,2790,2800,10,128.575,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
280,2800,2810,10,135.969,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
281,2810,2820,10,130.044,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
282,2820,2830,10,135.79,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
283,2830,2840,10,145.26,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
284,2840,2850,10,136.09,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
285,2850,2860,10,136.687,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
286,2860,2870,10,134.125,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
287,2870,2880,10,147.531,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
288,2880,2890,10,141.1,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
289,2890,2900,10,141.075,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
290,2900,2910,10,129.942,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
291,2910,2920,10,133.43,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
292,2920,2930,10,137.126,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
293,2930,2940,10,132.136,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
294,2940,2950,10,130.372,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
295,2950,2960,10,132.327,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
296,2960,2970,10,131.692,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
297,2970,2980,10,132.445,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
298,2980,2990,10,135.666,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
299,2990,3000,10,132.252,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
300,3000,3010,10,133.752,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
301,3010,3020,10,136.455,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
302,3020,3030,10,132.423,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
303,3030,3040,10,133.617,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
304,3040,3050,10,127.344,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
305,3050,3060,10,141.957,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
306,3060,3070,10,141.409,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
307,3070,3080,10,130.139,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
308,3080,3090,10,130.356,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
309,3090,3100,10,129.139,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
310,3100,3110,10,140.008,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
311,3110,3120,10,148.429,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
312,3120,3121.878,1.878,130.32,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
