shot_idx,start,end,duration,yavg,yrng,sat,cond,contrast,gamma,brightness,saturation,filter
136,1360,1370,10,134.117,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
137,1370,1380,10,130.722,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
138,1380,1390,10,132.633,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
139,1390,1400,10,133.239,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
140,1400,1410,10,130.512,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
141,1410,1420,10,131.826,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
142,1420,1430,10,132.369,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
143,1430,1440,10,131.743,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
144,1440,1450,10,126.25,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
145,1450,1460,10,127.311,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
146,1460,1470,10,130.678,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
147,1470,1480,10,132.378,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
148,1480,1490,10,128.031,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
149,1490,1500,10,128.224,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
150,1500,1510,10,131.288,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
151,1510,1520,10,128.536,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
152,1520,1530,10,130.067,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
153,1530,1540,10,129.921,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
154,1540,1550,10,129.834,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
155,1550,1560,10,127.438,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
156,1560,1570,10,132.679,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
157,1570,1580,10,130.121,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
158,1580,1590,10,129.878,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
159,1590,1600,10,129.026,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
160,1600,1610,10,133.347,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
161,1610,1620,10,133.204,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
162,1620,1630,10,129.871,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
163,1630,1640,10,131.874,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
164,1640,1650,10,132.871,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
165,1650,1660,10,133.099,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
166,1660,1670,10,129.894,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
167,1670,1680,10,138.042,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
168,1680,1690,10,143.208,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
169,1690,1700,10,136.606,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
170,1700,1710,10,144.364,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
171,1710,1720,10,143.139,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
172,1720,1730,10,143.437,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
173,1730,1740,10,147.533,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
174,1740,1750,10,145.556,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
175,1750,1760,10,147.616,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
176,1760,1770,10,146.906,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
177,1770,1780,10,138.19,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
178,1780,1790,10,142.101,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
179,1790,1800,10,142.158,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
180,1800,1810,10,145.679,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
181,1810,1820,10,135.035,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
182,1820,1830,10,132.649,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
183,1830,1840,10,143.428,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
184,1840,1850,10,138.824,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
185,1850,1860,10,137.354,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
186,1860,1870,10,138.379,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
187,1870,1880,10,144.181,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
188,1880,1890,10,140.589,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
189,1890,1900,10,131.191,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
190,1900,1910,10,135.391,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
191,1910,1920,10,133.349,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
192,1920,1930,10,143.406,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
193,1930,1940,10,139.566,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
194,1940,1950,10,132.809,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
195,1950,1960,10,136.51,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
196,1960,1970,10,133.815,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
197,1970,1980,10,130.71,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
198,1980,1990,10,143.086,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
199,1990,2000,10,144.214,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
200,2000,2010,10,146.374,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
201,2010,2020,10,142.397,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
202,2020,2030,10,136.225,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
203,2030,2040,10,141.156,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
204,2040,2050,10,145.522,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
205,2050,2060,10,140.912,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
206,2060,2070,10,141.57,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
207,2070,2080,10,141.038,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
208,2080,2090,10,130.972,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
209,2090,2100,10,131.527,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
210,2100,2110,10,130.113,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
211,2110,2120,10,128.99,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
212,2120,2130,10,131.585,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
213,2130,2140,10,127.236,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
214,2140,2150,10,127.697,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
215,2150,2160,10,127.524,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
216,2160,2170,10,144.375,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
217,2170,2180,10,144.454,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
218,2180,2190,10,145.491,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
219,2190,2200,10,145.862,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
220,2200,2210,10,144.773,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
221,2210,2220,10,136.695,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
222,2220,2230,10,136.676,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
223,2230,2240,10,133.168,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
224,2240,2250,10,133.103,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
225,2250,2260,10,131.432,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
226,2260,2270,10,132.61,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
227,2270,2280,10,124.956,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
228,2280,2290,10,131,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
229,2290,2300,10,137.086,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
230,2300,2310,10,142.547,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
231,2310,2320,10,134.123,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
232,2320,2330,10,133.146,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
233,2330,2340,10,145.472,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
234,2340,2350,10,149.644,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
235,2350,2360,10,150.361,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
236,2360,2370,10,155.675,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
237,2370,2380,10,150.472,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
238,2380,2390,10,149.987,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
239,2390,2400,10,148.003,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
240,2400,2410,10,147.458,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
241,2410,2420,10,145.127,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
242,2420,2430,10,146.789,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
243,2430,2440,10,144.219,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
244,2440,2450,10,141.783,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
245,2450,2460,10,134.203,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
246,2460,2470,10,132.646,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
247,2470,2480,10,131.895,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
248,2480,2490,10,132.169,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
249,2490,2500,10,132.256,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
250,2500,2510,10,132.388,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
251,2510,2520,10,132.357,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
252,2520,2530,10,132.658,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
253,2530,2540,10,132.518,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
254,2540,2550,10,133.39,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
255,2550,2560,10,133.267,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
256,2560,2570,10,133.221,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
257,2570,2580,10,133.253,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
258,2580,2590,10,134.007,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
259,2590,2600,10,131.681,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
260,2600,2610,10,126.446,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
261,2610,2620,10,138.09,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
262,2620,2630,10,138.738,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
263,2630,2640,10,140.441,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
264,2640,2650,10,140.358,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
265,2650,2660,10,141.004,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
266,2660,2670,10,133.323,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
267,2670,2680,10,135.08,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
268,2680,2690,10,130.141,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
269,2690,2700,10,120.351,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
270,2700,2710,10,127.743,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
271,2710,2720,10,131.761,-1,0,generic,1.22,0.94,-0.035,1.22,"scale=in_range=auto:out_range=tv,eq=contrast=1.22:saturation=1.22:gamma=0.94:brightness=-0.035,format=yuv420p"
