"action","src","dst","bytes","reason"
"move","out/yolo/ball_track_bytex_ball_recall_tight/labels/022__SHOT__t3028.10-t3059.70_131.txt","DUPES/out_yolo_ball_track_bytex_ball_recall_tight_labels_022__SHOT__t3028.10-t3059.70_131.txt","42","duplicate_exact"
"move","out/yolo/ball_track_bytex_conf015/labels/022__SHOT__t3028.10-t3059.70_131.txt","DUPES/out_yolo_ball_track_bytex_conf015_labels_022__SHOT__t3028.10-t3059.70_131.txt","42","duplicate_exact"
"move","out/yolo/ball_track_cpu_hiRes/labels/022__SHOT__t3028.10-t3059.70_131.txt","DUPES/out_yolo_ball_track_cpu_hiRes_labels_022__SHOT__t3028.10-t3059.70_131.txt","42","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball/labels/022__SHOT__t3028.10-t3059.70_132.txt","DUPES/out_yolo_ball_track_bytex_ball_labels_022__SHOT__t3028.10-t3059.70_132.txt","41","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball_recall_tight/labels/022__SHOT__t3028.10-t3059.70_132.txt","DUPES/out_yolo_ball_track_bytex_ball_recall_tight_labels_022__SHOT__t3028.10-t3059.70_132.txt","41","duplicate_exact"
"move","out/yolo/ball_track_bytex_conf015/labels/022__SHOT__t3028.10-t3059.70_132.txt","DUPES/out_yolo_ball_track_bytex_conf015_labels_022__SHOT__t3028.10-t3059.70_132.txt","41","duplicate_exact"
"move","out/yolo/ball_track_cpu_hiRes/labels/022__SHOT__t3028.10-t3059.70_132.txt","DUPES/out_yolo_ball_track_cpu_hiRes_labels_022__SHOT__t3028.10-t3059.70_132.txt","41","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball/labels/022__SHOT__t3028.10-t3059.70_133.txt","DUPES/out_yolo_ball_track_bytex_ball_labels_022__SHOT__t3028.10-t3059.70_133.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball_recall_tight/labels/022__SHOT__t3028.10-t3059.70_133.txt","DUPES/out_yolo_ball_track_bytex_ball_recall_tight_labels_022__SHOT__t3028.10-t3059.70_133.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_conf015/labels/022__SHOT__t3028.10-t3059.70_133.txt","DUPES/out_yolo_ball_track_bytex_conf015_labels_022__SHOT__t3028.10-t3059.70_133.txt","43","duplicate_exact"
"move","out/yolo/ball_track_cpu_hiRes/labels/022__SHOT__t3028.10-t3059.70_133.txt","DUPES/out_yolo_ball_track_cpu_hiRes_labels_022__SHOT__t3028.10-t3059.70_133.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball/labels/022__SHOT__t3028.10-t3059.70_134.txt","DUPES/out_yolo_ball_track_bytex_ball_labels_022__SHOT__t3028.10-t3059.70_134.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball_recall_tight/labels/022__SHOT__t3028.10-t3059.70_134.txt","DUPES/out_yolo_ball_track_bytex_ball_recall_tight_labels_022__SHOT__t3028.10-t3059.70_134.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_conf015/labels/022__SHOT__t3028.10-t3059.70_134.txt","DUPES/out_yolo_ball_track_bytex_conf015_labels_022__SHOT__t3028.10-t3059.70_134.txt","43","duplicate_exact"
"move","out/yolo/ball_track_cpu_hiRes/labels/022__SHOT__t3028.10-t3059.70_134.txt","DUPES/out_yolo_ball_track_cpu_hiRes_labels_022__SHOT__t3028.10-t3059.70_134.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball/labels/022__SHOT__t3028.10-t3059.70_135.txt","DUPES/out_yolo_ball_track_bytex_ball_labels_022__SHOT__t3028.10-t3059.70_135.txt","42","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball_recall_tight/labels/022__SHOT__t3028.10-t3059.70_135.txt","DUPES/out_yolo_ball_track_bytex_ball_recall_tight_labels_022__SHOT__t3028.10-t3059.70_135.txt","42","duplicate_exact"
"move","out/yolo/ball_track_bytex_conf015/labels/022__SHOT__t3028.10-t3059.70_135.txt","DUPES/out_yolo_ball_track_bytex_conf015_labels_022__SHOT__t3028.10-t3059.70_135.txt","42","duplicate_exact"
"move","out/yolo/ball_track_cpu_hiRes/labels/022__SHOT__t3028.10-t3059.70_135.txt","DUPES/out_yolo_ball_track_cpu_hiRes_labels_022__SHOT__t3028.10-t3059.70_135.txt","42","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball/labels/022__SHOT__t3028.10-t3059.70_136.txt","DUPES/out_yolo_ball_track_bytex_ball_labels_022__SHOT__t3028.10-t3059.70_136.txt","42","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball_recall_tight/labels/022__SHOT__t3028.10-t3059.70_136.txt","DUPES/out_yolo_ball_track_bytex_ball_recall_tight_labels_022__SHOT__t3028.10-t3059.70_136.txt","42","duplicate_exact"
"move","out/yolo/ball_track_bytex_conf015/labels/022__SHOT__t3028.10-t3059.70_136.txt","DUPES/out_yolo_ball_track_bytex_conf015_labels_022__SHOT__t3028.10-t3059.70_136.txt","42","duplicate_exact"
"move","out/yolo/ball_track_cpu_hiRes/labels/022__SHOT__t3028.10-t3059.70_136.txt","DUPES/out_yolo_ball_track_cpu_hiRes_labels_022__SHOT__t3028.10-t3059.70_136.txt","42","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball/labels/022__SHOT__t3028.10-t3059.70_137.txt","DUPES/out_yolo_ball_track_bytex_ball_labels_022__SHOT__t3028.10-t3059.70_137.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball_recall_tight/labels/022__SHOT__t3028.10-t3059.70_137.txt","DUPES/out_yolo_ball_track_bytex_ball_recall_tight_labels_022__SHOT__t3028.10-t3059.70_137.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_conf015/labels/022__SHOT__t3028.10-t3059.70_137.txt","DUPES/out_yolo_ball_track_bytex_conf015_labels_022__SHOT__t3028.10-t3059.70_137.txt","43","duplicate_exact"
"move","out/yolo/ball_track_cpu_hiRes/labels/022__SHOT__t3028.10-t3059.70_137.txt","DUPES/out_yolo_ball_track_cpu_hiRes_labels_022__SHOT__t3028.10-t3059.70_137.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball/labels/022__SHOT__t3028.10-t3059.70_138.txt","DUPES/out_yolo_ball_track_bytex_ball_labels_022__SHOT__t3028.10-t3059.70_138.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_conf015/labels/022__SHOT__t3028.10-t3059.70_138.txt","DUPES/out_yolo_ball_track_bytex_conf015_labels_022__SHOT__t3028.10-t3059.70_138.txt","43","duplicate_exact"
"move","out/yolo/ball_track_cpu_hiRes/labels/022__SHOT__t3028.10-t3059.70_138.txt","DUPES/out_yolo_ball_track_cpu_hiRes_labels_022__SHOT__t3028.10-t3059.70_138.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball/labels/022__SHOT__t3028.10-t3059.70_149.txt","DUPES/out_yolo_ball_track_bytex_ball_labels_022__SHOT__t3028.10-t3059.70_149.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_conf015/labels/022__SHOT__t3028.10-t3059.70_149.txt","DUPES/out_yolo_ball_track_bytex_conf015_labels_022__SHOT__t3028.10-t3059.70_149.txt","43","duplicate_exact"
"move","out/yolo/ball_track_cpu_hiRes/labels/022__SHOT__t3028.10-t3059.70_149.txt","DUPES/out_yolo_ball_track_cpu_hiRes_labels_022__SHOT__t3028.10-t3059.70_149.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball/labels/022__SHOT__t3028.10-t3059.70_157.txt","DUPES/out_yolo_ball_track_bytex_ball_labels_022__SHOT__t3028.10-t3059.70_157.txt","40","duplicate_exact"
"move","out/yolo/ball_track_bytex_conf015/labels/022__SHOT__t3028.10-t3059.70_157.txt","DUPES/out_yolo_ball_track_bytex_conf015_labels_022__SHOT__t3028.10-t3059.70_157.txt","40","duplicate_exact"
"move","out/yolo/ball_track_cpu_hiRes/labels/022__SHOT__t3028.10-t3059.70_157.txt","DUPES/out_yolo_ball_track_cpu_hiRes_labels_022__SHOT__t3028.10-t3059.70_157.txt","40","duplicate_exact"
"move","out/yolo/ball_track_bytex_conf015/labels/022__SHOT__t3028.10-t3059.70_160.txt","DUPES/out_yolo_ball_track_bytex_conf015_labels_022__SHOT__t3028.10-t3059.70_160.txt","85","duplicate_exact"
"move","out/yolo/ball_track_bytex_conf015/labels/022__SHOT__t3028.10-t3059.70_161.txt","DUPES/out_yolo_ball_track_bytex_conf015_labels_022__SHOT__t3028.10-t3059.70_161.txt","128","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball/labels/022__SHOT__t3028.10-t3059.70_162.txt","DUPES/out_yolo_ball_track_bytex_ball_labels_022__SHOT__t3028.10-t3059.70_162.txt","41","duplicate_exact"
"move","out/yolo/ball_track_bytex_conf015/labels/022__SHOT__t3028.10-t3059.70_162.txt","DUPES/out_yolo_ball_track_bytex_conf015_labels_022__SHOT__t3028.10-t3059.70_162.txt","41","duplicate_exact"
"move","out/yolo/ball_track_cpu_hiRes/labels/022__SHOT__t3028.10-t3059.70_162.txt","DUPES/out_yolo_ball_track_cpu_hiRes_labels_022__SHOT__t3028.10-t3059.70_162.txt","41","duplicate_exact"
"move","out/yolo/ball_track_bytex_conf015/labels/022__SHOT__t3028.10-t3059.70_163.txt","DUPES/out_yolo_ball_track_bytex_conf015_labels_022__SHOT__t3028.10-t3059.70_163.txt","86","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball/labels/022__SHOT__t3028.10-t3059.70_164.txt","DUPES/out_yolo_ball_track_bytex_ball_labels_022__SHOT__t3028.10-t3059.70_164.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball_recall_tight/labels/022__SHOT__t3028.10-t3059.70_164.txt","DUPES/out_yolo_ball_track_bytex_ball_recall_tight_labels_022__SHOT__t3028.10-t3059.70_164.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_conf015/labels/022__SHOT__t3028.10-t3059.70_164.txt","DUPES/out_yolo_ball_track_bytex_conf015_labels_022__SHOT__t3028.10-t3059.70_164.txt","43","duplicate_exact"
"move","out/yolo/ball_track_cpu_hiRes/labels/022__SHOT__t3028.10-t3059.70_164.txt","DUPES/out_yolo_ball_track_cpu_hiRes_labels_022__SHOT__t3028.10-t3059.70_164.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball/labels/022__SHOT__t3028.10-t3059.70_165.txt","DUPES/out_yolo_ball_track_bytex_ball_labels_022__SHOT__t3028.10-t3059.70_165.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball_recall_tight/labels/022__SHOT__t3028.10-t3059.70_165.txt","DUPES/out_yolo_ball_track_bytex_ball_recall_tight_labels_022__SHOT__t3028.10-t3059.70_165.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_conf015/labels/022__SHOT__t3028.10-t3059.70_165.txt","DUPES/out_yolo_ball_track_bytex_conf015_labels_022__SHOT__t3028.10-t3059.70_165.txt","43","duplicate_exact"
"move","out/yolo/ball_track_cpu_hiRes/labels/022__SHOT__t3028.10-t3059.70_165.txt","DUPES/out_yolo_ball_track_cpu_hiRes_labels_022__SHOT__t3028.10-t3059.70_165.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball/labels/022__SHOT__t3028.10-t3059.70_166.txt","DUPES/out_yolo_ball_track_bytex_ball_labels_022__SHOT__t3028.10-t3059.70_166.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball_recall_tight/labels/022__SHOT__t3028.10-t3059.70_166.txt","DUPES/out_yolo_ball_track_bytex_ball_recall_tight_labels_022__SHOT__t3028.10-t3059.70_166.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_conf015/labels/022__SHOT__t3028.10-t3059.70_166.txt","DUPES/out_yolo_ball_track_bytex_conf015_labels_022__SHOT__t3028.10-t3059.70_166.txt","43","duplicate_exact"
"move","out/yolo/ball_track_cpu_hiRes/labels/022__SHOT__t3028.10-t3059.70_166.txt","DUPES/out_yolo_ball_track_cpu_hiRes_labels_022__SHOT__t3028.10-t3059.70_166.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball/labels/022__SHOT__t3028.10-t3059.70_167.txt","DUPES/out_yolo_ball_track_bytex_ball_labels_022__SHOT__t3028.10-t3059.70_167.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball_recall_tight/labels/022__SHOT__t3028.10-t3059.70_167.txt","DUPES/out_yolo_ball_track_bytex_ball_recall_tight_labels_022__SHOT__t3028.10-t3059.70_167.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_conf015/labels/022__SHOT__t3028.10-t3059.70_167.txt","DUPES/out_yolo_ball_track_bytex_conf015_labels_022__SHOT__t3028.10-t3059.70_167.txt","43","duplicate_exact"
"move","out/yolo/ball_track_cpu_hiRes/labels/022__SHOT__t3028.10-t3059.70_167.txt","DUPES/out_yolo_ball_track_cpu_hiRes_labels_022__SHOT__t3028.10-t3059.70_167.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball/labels/022__SHOT__t3028.10-t3059.70_168.txt","DUPES/out_yolo_ball_track_bytex_ball_labels_022__SHOT__t3028.10-t3059.70_168.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball_recall_tight/labels/022__SHOT__t3028.10-t3059.70_168.txt","DUPES/out_yolo_ball_track_bytex_ball_recall_tight_labels_022__SHOT__t3028.10-t3059.70_168.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_conf015/labels/022__SHOT__t3028.10-t3059.70_168.txt","DUPES/out_yolo_ball_track_bytex_conf015_labels_022__SHOT__t3028.10-t3059.70_168.txt","43","duplicate_exact"
"move","out/yolo/ball_track_cpu_hiRes/labels/022__SHOT__t3028.10-t3059.70_168.txt","DUPES/out_yolo_ball_track_cpu_hiRes_labels_022__SHOT__t3028.10-t3059.70_168.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball/labels/022__SHOT__t3028.10-t3059.70_169.txt","DUPES/out_yolo_ball_track_bytex_ball_labels_022__SHOT__t3028.10-t3059.70_169.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_conf015/labels/022__SHOT__t3028.10-t3059.70_169.txt","DUPES/out_yolo_ball_track_bytex_conf015_labels_022__SHOT__t3028.10-t3059.70_169.txt","43","duplicate_exact"
"move","out/yolo/ball_track_cpu_hiRes/labels/022__SHOT__t3028.10-t3059.70_169.txt","DUPES/out_yolo_ball_track_cpu_hiRes_labels_022__SHOT__t3028.10-t3059.70_169.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball/labels/022__SHOT__t3028.10-t3059.70_179.txt","DUPES/out_yolo_ball_track_bytex_ball_labels_022__SHOT__t3028.10-t3059.70_179.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_conf015/labels/022__SHOT__t3028.10-t3059.70_179.txt","DUPES/out_yolo_ball_track_bytex_conf015_labels_022__SHOT__t3028.10-t3059.70_179.txt","43","duplicate_exact"
"move","out/yolo/ball_track_cpu_hiRes/labels/022__SHOT__t3028.10-t3059.70_179.txt","DUPES/out_yolo_ball_track_cpu_hiRes_labels_022__SHOT__t3028.10-t3059.70_179.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball/labels/022__SHOT__t3028.10-t3059.70_181.txt","DUPES/out_yolo_ball_track_bytex_ball_labels_022__SHOT__t3028.10-t3059.70_181.txt","42","duplicate_exact"
"move","out/yolo/ball_track_bytex_conf015/labels/022__SHOT__t3028.10-t3059.70_181.txt","DUPES/out_yolo_ball_track_bytex_conf015_labels_022__SHOT__t3028.10-t3059.70_181.txt","42","duplicate_exact"
"move","out/yolo/ball_track_cpu_hiRes/labels/022__SHOT__t3028.10-t3059.70_181.txt","DUPES/out_yolo_ball_track_cpu_hiRes_labels_022__SHOT__t3028.10-t3059.70_181.txt","42","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball/labels/022__SHOT__t3028.10-t3059.70_182.txt","DUPES/out_yolo_ball_track_bytex_ball_labels_022__SHOT__t3028.10-t3059.70_182.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball_recall_tight/labels/022__SHOT__t3028.10-t3059.70_182.txt","DUPES/out_yolo_ball_track_bytex_ball_recall_tight_labels_022__SHOT__t3028.10-t3059.70_182.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_conf015/labels/022__SHOT__t3028.10-t3059.70_182.txt","DUPES/out_yolo_ball_track_bytex_conf015_labels_022__SHOT__t3028.10-t3059.70_182.txt","43","duplicate_exact"
"move","out/yolo/ball_track_cpu_hiRes/labels/022__SHOT__t3028.10-t3059.70_182.txt","DUPES/out_yolo_ball_track_cpu_hiRes_labels_022__SHOT__t3028.10-t3059.70_182.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball/labels/022__SHOT__t3028.10-t3059.70_183.txt","DUPES/out_yolo_ball_track_bytex_ball_labels_022__SHOT__t3028.10-t3059.70_183.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_conf015/labels/022__SHOT__t3028.10-t3059.70_183.txt","DUPES/out_yolo_ball_track_bytex_conf015_labels_022__SHOT__t3028.10-t3059.70_183.txt","43","duplicate_exact"
"move","out/yolo/ball_track_cpu_hiRes/labels/022__SHOT__t3028.10-t3059.70_183.txt","DUPES/out_yolo_ball_track_cpu_hiRes_labels_022__SHOT__t3028.10-t3059.70_183.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball/labels/022__SHOT__t3028.10-t3059.70_184.txt","DUPES/out_yolo_ball_track_bytex_ball_labels_022__SHOT__t3028.10-t3059.70_184.txt","42","duplicate_exact"
"move","out/yolo/ball_track_bytex_conf015/labels/022__SHOT__t3028.10-t3059.70_184.txt","DUPES/out_yolo_ball_track_bytex_conf015_labels_022__SHOT__t3028.10-t3059.70_184.txt","42","duplicate_exact"
"move","out/yolo/ball_track_cpu_hiRes/labels/022__SHOT__t3028.10-t3059.70_184.txt","DUPES/out_yolo_ball_track_cpu_hiRes_labels_022__SHOT__t3028.10-t3059.70_184.txt","42","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball/labels/022__SHOT__t3028.10-t3059.70_185.txt","DUPES/out_yolo_ball_track_bytex_ball_labels_022__SHOT__t3028.10-t3059.70_185.txt","42","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball_recall_tight/labels/022__SHOT__t3028.10-t3059.70_185.txt","DUPES/out_yolo_ball_track_bytex_ball_recall_tight_labels_022__SHOT__t3028.10-t3059.70_185.txt","42","duplicate_exact"
"move","out/yolo/ball_track_bytex_conf015/labels/022__SHOT__t3028.10-t3059.70_185.txt","DUPES/out_yolo_ball_track_bytex_conf015_labels_022__SHOT__t3028.10-t3059.70_185.txt","42","duplicate_exact"
"move","out/yolo/ball_track_cpu_hiRes/labels/022__SHOT__t3028.10-t3059.70_185.txt","DUPES/out_yolo_ball_track_cpu_hiRes_labels_022__SHOT__t3028.10-t3059.70_185.txt","42","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball/labels/022__SHOT__t3028.10-t3059.70_186.txt","DUPES/out_yolo_ball_track_bytex_ball_labels_022__SHOT__t3028.10-t3059.70_186.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball_recall_tight/labels/022__SHOT__t3028.10-t3059.70_186.txt","DUPES/out_yolo_ball_track_bytex_ball_recall_tight_labels_022__SHOT__t3028.10-t3059.70_186.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_conf015/labels/022__SHOT__t3028.10-t3059.70_186.txt","DUPES/out_yolo_ball_track_bytex_conf015_labels_022__SHOT__t3028.10-t3059.70_186.txt","43","duplicate_exact"
"move","out/yolo/ball_track_cpu_hiRes/labels/022__SHOT__t3028.10-t3059.70_186.txt","DUPES/out_yolo_ball_track_cpu_hiRes_labels_022__SHOT__t3028.10-t3059.70_186.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball/labels/022__SHOT__t3028.10-t3059.70_187.txt","DUPES/out_yolo_ball_track_bytex_ball_labels_022__SHOT__t3028.10-t3059.70_187.txt","41","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball_recall_tight/labels/022__SHOT__t3028.10-t3059.70_187.txt","DUPES/out_yolo_ball_track_bytex_ball_recall_tight_labels_022__SHOT__t3028.10-t3059.70_187.txt","41","duplicate_exact"
"move","out/yolo/ball_track_bytex_conf015/labels/022__SHOT__t3028.10-t3059.70_187.txt","DUPES/out_yolo_ball_track_bytex_conf015_labels_022__SHOT__t3028.10-t3059.70_187.txt","41","duplicate_exact"
"move","out/yolo/ball_track_cpu_hiRes/labels/022__SHOT__t3028.10-t3059.70_187.txt","DUPES/out_yolo_ball_track_cpu_hiRes_labels_022__SHOT__t3028.10-t3059.70_187.txt","41","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball/labels/022__SHOT__t3028.10-t3059.70_188.txt","DUPES/out_yolo_ball_track_bytex_ball_labels_022__SHOT__t3028.10-t3059.70_188.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball_recall_tight/labels/022__SHOT__t3028.10-t3059.70_188.txt","DUPES/out_yolo_ball_track_bytex_ball_recall_tight_labels_022__SHOT__t3028.10-t3059.70_188.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_conf015/labels/022__SHOT__t3028.10-t3059.70_188.txt","DUPES/out_yolo_ball_track_bytex_conf015_labels_022__SHOT__t3028.10-t3059.70_188.txt","43","duplicate_exact"
"move","out/yolo/ball_track_cpu_hiRes/labels/022__SHOT__t3028.10-t3059.70_188.txt","DUPES/out_yolo_ball_track_cpu_hiRes_labels_022__SHOT__t3028.10-t3059.70_188.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball/labels/022__SHOT__t3028.10-t3059.70_189.txt","DUPES/out_yolo_ball_track_bytex_ball_labels_022__SHOT__t3028.10-t3059.70_189.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball_recall_tight/labels/022__SHOT__t3028.10-t3059.70_189.txt","DUPES/out_yolo_ball_track_bytex_ball_recall_tight_labels_022__SHOT__t3028.10-t3059.70_189.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_conf015/labels/022__SHOT__t3028.10-t3059.70_189.txt","DUPES/out_yolo_ball_track_bytex_conf015_labels_022__SHOT__t3028.10-t3059.70_189.txt","43","duplicate_exact"
"move","out/yolo/ball_track_cpu_hiRes/labels/022__SHOT__t3028.10-t3059.70_189.txt","DUPES/out_yolo_ball_track_cpu_hiRes_labels_022__SHOT__t3028.10-t3059.70_189.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball/labels/022__SHOT__t3028.10-t3059.70_190.txt","DUPES/out_yolo_ball_track_bytex_ball_labels_022__SHOT__t3028.10-t3059.70_190.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_conf015/labels/022__SHOT__t3028.10-t3059.70_190.txt","DUPES/out_yolo_ball_track_bytex_conf015_labels_022__SHOT__t3028.10-t3059.70_190.txt","43","duplicate_exact"
"move","out/yolo/ball_track_cpu_hiRes/labels/022__SHOT__t3028.10-t3059.70_190.txt","DUPES/out_yolo_ball_track_cpu_hiRes_labels_022__SHOT__t3028.10-t3059.70_190.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball/labels/022__SHOT__t3028.10-t3059.70_192.txt","DUPES/out_yolo_ball_track_bytex_ball_labels_022__SHOT__t3028.10-t3059.70_192.txt","42","duplicate_exact"
"move","out/yolo/ball_track_bytex_conf015/labels/022__SHOT__t3028.10-t3059.70_192.txt","DUPES/out_yolo_ball_track_bytex_conf015_labels_022__SHOT__t3028.10-t3059.70_192.txt","42","duplicate_exact"
"move","out/yolo/ball_track_cpu_hiRes/labels/022__SHOT__t3028.10-t3059.70_192.txt","DUPES/out_yolo_ball_track_cpu_hiRes_labels_022__SHOT__t3028.10-t3059.70_192.txt","42","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball/labels/022__SHOT__t3028.10-t3059.70_193.txt","DUPES/out_yolo_ball_track_bytex_ball_labels_022__SHOT__t3028.10-t3059.70_193.txt","42","duplicate_exact"
"move","out/yolo/ball_track_bytex_conf015/labels/022__SHOT__t3028.10-t3059.70_193.txt","DUPES/out_yolo_ball_track_bytex_conf015_labels_022__SHOT__t3028.10-t3059.70_193.txt","42","duplicate_exact"
"move","out/yolo/ball_track_cpu_hiRes/labels/022__SHOT__t3028.10-t3059.70_193.txt","DUPES/out_yolo_ball_track_cpu_hiRes_labels_022__SHOT__t3028.10-t3059.70_193.txt","42","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball/labels/022__SHOT__t3028.10-t3059.70_194.txt","DUPES/out_yolo_ball_track_bytex_ball_labels_022__SHOT__t3028.10-t3059.70_194.txt","42","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball_recall_tight/labels/022__SHOT__t3028.10-t3059.70_194.txt","DUPES/out_yolo_ball_track_bytex_ball_recall_tight_labels_022__SHOT__t3028.10-t3059.70_194.txt","42","duplicate_exact"
"move","out/yolo/ball_track_bytex_conf015/labels/022__SHOT__t3028.10-t3059.70_194.txt","DUPES/out_yolo_ball_track_bytex_conf015_labels_022__SHOT__t3028.10-t3059.70_194.txt","42","duplicate_exact"
"move","out/yolo/ball_track_cpu_hiRes/labels/022__SHOT__t3028.10-t3059.70_194.txt","DUPES/out_yolo_ball_track_cpu_hiRes_labels_022__SHOT__t3028.10-t3059.70_194.txt","42","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball/labels/022__SHOT__t3028.10-t3059.70_195.txt","DUPES/out_yolo_ball_track_bytex_ball_labels_022__SHOT__t3028.10-t3059.70_195.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_conf015/labels/022__SHOT__t3028.10-t3059.70_195.txt","DUPES/out_yolo_ball_track_bytex_conf015_labels_022__SHOT__t3028.10-t3059.70_195.txt","43","duplicate_exact"
"move","out/yolo/ball_track_cpu_hiRes/labels/022__SHOT__t3028.10-t3059.70_195.txt","DUPES/out_yolo_ball_track_cpu_hiRes_labels_022__SHOT__t3028.10-t3059.70_195.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball/labels/022__SHOT__t3028.10-t3059.70_209.txt","DUPES/out_yolo_ball_track_bytex_ball_labels_022__SHOT__t3028.10-t3059.70_209.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_conf015/labels/022__SHOT__t3028.10-t3059.70_209.txt","DUPES/out_yolo_ball_track_bytex_conf015_labels_022__SHOT__t3028.10-t3059.70_209.txt","43","duplicate_exact"
"move","out/yolo/ball_track_cpu_hiRes/labels/022__SHOT__t3028.10-t3059.70_209.txt","DUPES/out_yolo_ball_track_cpu_hiRes_labels_022__SHOT__t3028.10-t3059.70_209.txt","43","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball/labels/022__SHOT__t3028.10-t3059.70_210.txt","DUPES/out_yolo_ball_track_bytex_ball_labels_022__SHOT__t3028.10-t3059.70_210.txt","41","duplicate_exact"
"move","out/yolo/ball_track_bytex_conf015/labels/022__SHOT__t3028.10-t3059.70_210.txt","DUPES/out_yolo_ball_track_bytex_conf015_labels_022__SHOT__t3028.10-t3059.70_210.txt","41","duplicate_exact"
"move","out/yolo/ball_track_cpu_hiRes/labels/022__SHOT__t3028.10-t3059.70_210.txt","DUPES/out_yolo_ball_track_cpu_hiRes_labels_022__SHOT__t3028.10-t3059.70_210.txt","41","duplicate_exact"
"move","out/yolo/ball_track_bytex_ball/labels/022__SHOT__t3028.10-t3059.70_211.txt","DUPES/out_yolo_ball_track_bytex_ball_labels_022__SHOT__t3028.10-t3059.70_211.txt","43","duplicate_exact"
