id,game_label,brand,master_path,master_start,master_end,playtag,phase,side,formation,notes,tag_right_left,score_impact,player,assist,src_hint
001,2025-11-04__TSC_-_Navy_Oct_2025,tsc,C:\Users\scott\soccer-video\out\masters\2025-11-04__TSC_-_Navy_Oct_2025\2025-11-04__TSC_-_Navy_Oct_2025__master.mp4,,,,,,,,,,,
002,2025-11-04__TSC_-_Navy_Oct_2025,tsc,C:\Users\scott\soccer-video\out\masters\2025-11-04__TSC_-_Navy_Oct_2025\2025-11-04__TSC_-_Navy_Oct_2025__master.mp4,,,,,,,,,,,
003,2025-11-04__TSC_-_Navy_Oct_2025,tsc,C:\Users\scott\soccer-video\out\masters\2025-11-04__TSC_-_Navy_Oct_2025\2025-11-04__TSC_-_Navy_Oct_2025__master.mp4,,,,,,,,,,,
004,2025-11-04__TSC_-_Navy_Oct_2025,tsc,C:\Users\scott\soccer-video\out\masters\2025-11-04__TSC_-_Navy_Oct_2025\2025-11-04__TSC_-_Navy_Oct_2025__master.mp4,,,,,,,,,,,
005,2025-11-04__TSC_-_Navy_Oct_2025,tsc,C:\Users\scott\soccer-video\out\masters\2025-11-04__TSC_-_Navy_Oct_2025\2025-11-04__TSC_-_Navy_Oct_2025__master.mp4,,,,,,,,,,,
006,2025-11-04__TSC_-_Navy_Oct_2025,tsc,C:\Users\scott\soccer-video\out\masters\2025-11-04__TSC_-_Navy_Oct_2025\2025-11-04__TSC_-_Navy_Oct_2025__master.mp4,,,,,,,,,,,
007,2025-11-04__TSC_-_Navy_Oct_2025,tsc,C:\Users\scott\soccer-video\out\masters\2025-11-04__TSC_-_Navy_Oct_2025\2025-11-04__TSC_-_Navy_Oct_2025__master.mp4,,,,,,,,,,,
008,2025-11-04__TSC_-_Navy_Oct_2025,tsc,C:\Users\scott\soccer-video\out\masters\2025-11-04__TSC_-_Navy_Oct_2025\2025-11-04__TSC_-_Navy_Oct_2025__master.mp4,,,,,,,,,,,
009,2025-11-04__TSC_-_Navy_Oct_2025,tsc,C:\Users\scott\soccer-video\out\masters\2025-11-04__TSC_-_Navy_Oct_2025\2025-11-04__TSC_-_Navy_Oct_2025__master.mp4,,,,,,,,,,,
010,2025-11-04__TSC_-_Navy_Oct_2025,tsc,C:\Users\scott\soccer-video\out\masters\2025-11-04__TSC_-_Navy_Oct_2025\2025-11-04__TSC_-_Navy_Oct_2025__master.mp4,,,,,,,,,,,
011,2025-11-04__TSC_-_Navy_Oct_2025,tsc,C:\Users\scott\soccer-video\out\masters\2025-11-04__TSC_-_Navy_Oct_2025\2025-11-04__TSC_-_Navy_Oct_2025__master.mp4,,,,,,,,,,,
012,2025-11-04__TSC_-_Navy_Oct_2025,tsc,C:\Users\scott\soccer-video\out\masters\2025-11-04__TSC_-_Navy_Oct_2025\2025-11-04__TSC_-_Navy_Oct_2025__master.mp4,,,,,,,,,,,
013,2025-11-04__TSC_-_Navy_Oct_2025,tsc,C:\Users\scott\soccer-video\out\masters\2025-11-04__TSC_-_Navy_Oct_2025\2025-11-04__TSC_-_Navy_Oct_2025__master.mp4,,,,,,,,,,,
014,2025-11-04__TSC_-_Navy_Oct_2025,tsc,C:\Users\scott\soccer-video\out\masters\2025-11-04__TSC_-_Navy_Oct_2025\2025-11-04__TSC_-_Navy_Oct_2025__master.mp4,,,,,,,,,,,
015,2025-11-04__TSC_-_Navy_Oct_2025,tsc,C:\Users\scott\soccer-video\out\masters\2025-11-04__TSC_-_Navy_Oct_2025\2025-11-04__TSC_-_Navy_Oct_2025__master.mp4,,,,,,,,,,,
016,2025-11-04__TSC_-_Navy_Oct_2025,tsc,C:\Users\scott\soccer-video\out\masters\2025-11-04__TSC_-_Navy_Oct_2025\2025-11-04__TSC_-_Navy_Oct_2025__master.mp4,,,,,,,,,,,
017,2025-11-04__TSC_-_Navy_Oct_2025,tsc,C:\Users\scott\soccer-video\out\masters\2025-11-04__TSC_-_Navy_Oct_2025\2025-11-04__TSC_-_Navy_Oct_2025__master.mp4,,,,,,,,,,,
018,2025-11-04__TSC_-_Navy_Oct_2025,tsc,C:\Users\scott\soccer-video\out\masters\2025-11-04__TSC_-_Navy_Oct_2025\2025-11-04__TSC_-_Navy_Oct_2025__master.mp4,,,,,,,,,,,
019,2025-11-04__TSC_-_Navy_Oct_2025,tsc,C:\Users\scott\soccer-video\out\masters\2025-11-04__TSC_-_Navy_Oct_2025\2025-11-04__TSC_-_Navy_Oct_2025__master.mp4,,,,,,,,,,,
020,2025-11-04__TSC_-_Navy_Oct_2025,tsc,C:\Users\scott\soccer-video\out\masters\2025-11-04__TSC_-_Navy_Oct_2025\2025-11-04__TSC_-_Navy_Oct_2025__master.mp4,,,,,,,,,,,
021,2025-11-04__TSC_-_Navy_Oct_2025,tsc,C:\Users\scott\soccer-video\out\masters\2025-11-04__TSC_-_Navy_Oct_2025\2025-11-04__TSC_-_Navy_Oct_2025__master.mp4,,,,,,,,,,,
022,2025-11-04__TSC_-_Navy_Oct_2025,tsc,C:\Users\scott\soccer-video\out\masters\2025-11-04__TSC_-_Navy_Oct_2025\2025-11-04__TSC_-_Navy_Oct_2025__master.mp4,,,,,,,,,,,
023,2025-11-04__TSC_-_Navy_Oct_2025,tsc,C:\Users\scott\soccer-video\out\masters\2025-11-04__TSC_-_Navy_Oct_2025\2025-11-04__TSC_-_Navy_Oct_2025__master.mp4,,,,,,,,,,,
024,2025-11-04__TSC_-_Navy_Oct_2025,tsc,C:\Users\scott\soccer-video\out\masters\2025-11-04__TSC_-_Navy_Oct_2025\2025-11-04__TSC_-_Navy_Oct_2025__master.mp4,,,,,,,,,,,
025,2025-11-04__TSC_-_Navy_Oct_2025,tsc,C:\Users\scott\soccer-video\out\masters\2025-11-04__TSC_-_Navy_Oct_2025\2025-11-04__TSC_-_Navy_Oct_2025__master.mp4,,,,,,,,,,,
026,2025-11-04__TSC_-_Navy_Oct_2025,tsc,C:\Users\scott\soccer-video\out\masters\2025-11-04__TSC_-_Navy_Oct_2025\2025-11-04__TSC_-_Navy_Oct_2025__master.mp4,,,,,,,,,,,
027,2025-11-04__TSC_-_Navy_Oct_2025,tsc,C:\Users\scott\soccer-video\out\masters\2025-11-04__TSC_-_Navy_Oct_2025\2025-11-04__TSC_-_Navy_Oct_2025__master.mp4,,,,,,,,,,,
028,2025-11-04__TSC_-_Navy_Oct_2025,tsc,C:\Users\scott\soccer-video\out\masters\2025-11-04__TSC_-_Navy_Oct_2025\2025-11-04__TSC_-_Navy_Oct_2025__master.mp4,,,,,,,,,,,
029,2025-11-04__TSC_-_Navy_Oct_2025,tsc,C:\Users\scott\soccer-video\out\masters\2025-11-04__TSC_-_Navy_Oct_2025\2025-11-04__TSC_-_Navy_Oct_2025__master.mp4,,,,,,,,,,,
030,2025-11-04__TSC_-_Navy_Oct_2025,tsc,C:\Users\scott\soccer-video\out\masters\2025-11-04__TSC_-_Navy_Oct_2025\2025-11-04__TSC_-_Navy_Oct_2025__master.mp4,,,,,,,,,,,
