"NormKey","GroupCount","IsKeeper","KeeperHint","HasDebug","LengthMB","LastWriteTime","FullName"
"001__2025-09-13__TSC_vs_NEOFC__SHOT__t156-t166 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","7","True","False","False","0.67","11/17/2025 3:28:54 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\001__2025-09-13__TSC_vs_NEOFC__SHOT__t156-t166.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4"
"001__2025-09-13__TSC_vs_NEOFC__SHOT__t156-t166 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","7","False","False","False","0.75","11/17/2025 3:29:09 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\001__2025-09-13__TSC_vs_NEOFC__SHOT__t156-t166.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4"
"001__2025-09-13__TSC_vs_NEOFC__SHOT__t156-t166 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","7","False","False","False","1.46","11/17/2025 3:29:25 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\001__2025-09-13__TSC_vs_NEOFC__SHOT__t156-t166.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4"
"001__2025-09-13__TSC_vs_NEOFC__SHOT__t156-t166 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","7","False","False","False","3.41","11/17/2025 3:29:41 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\001__2025-09-13__TSC_vs_NEOFC__SHOT__t156-t166.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4"
"001__2025-09-13__TSC_vs_NEOFC__SHOT__t156-t166 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","7","False","False","False","4.58","11/17/2025 3:29:59 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\001__2025-09-13__TSC_vs_NEOFC__SHOT__t156-t166.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4"
"001__2025-09-13__TSC_vs_NEOFC__SHOT__t156-t166 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","7","False","False","False","5.26","11/17/2025 3:30:16 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\001__2025-09-13__TSC_vs_NEOFC__SHOT__t156-t166.__CINEMATIC.__CINEMATIC.mp4"
"001__2025-09-13__TSC_vs_NEOFC__SHOT__t156-t166 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","7","False","False","False","6.66","11/17/2025 3:30:34 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\001__2025-09-13__TSC_vs_NEOFC__SHOT__t156-t166.__CINEMATIC.mp4"
"002__2025-09-13__TSC_vs_NEOFC__GOAL__t180.80-t191.20 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","8","True","True","True","15.57","10/30/2025 3:09:07 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\002__2025-09-13__TSC_vs_NEOFC__GOAL__t180.80-t191.20.__DEBUG_FINAL_portrait_FINAL.mp4"
"002__2025-09-13__TSC_vs_NEOFC__GOAL__t180.80-t191.20 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","8","False","True","True","0.68","11/17/2025 3:30:52 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\002__2025-09-13__TSC_vs_NEOFC__GOAL__t180.80-t191.20.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4"
"002__2025-09-13__TSC_vs_NEOFC__GOAL__t180.80-t191.20 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","8","False","True","True","0.76","11/17/2025 3:31:10 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\002__2025-09-13__TSC_vs_NEOFC__GOAL__t180.80-t191.20.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4"
"002__2025-09-13__TSC_vs_NEOFC__GOAL__t180.80-t191.20 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","8","False","True","True","1.39","11/17/2025 3:31:27 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\002__2025-09-13__TSC_vs_NEOFC__GOAL__t180.80-t191.20.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4"
"002__2025-09-13__TSC_vs_NEOFC__GOAL__t180.80-t191.20 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","8","False","True","True","3.28","11/17/2025 3:31:44 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\002__2025-09-13__TSC_vs_NEOFC__GOAL__t180.80-t191.20.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4"
"002__2025-09-13__TSC_vs_NEOFC__GOAL__t180.80-t191.20 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","8","False","True","True","4.29","11/17/2025 3:32:01 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\002__2025-09-13__TSC_vs_NEOFC__GOAL__t180.80-t191.20.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4"
"002__2025-09-13__TSC_vs_NEOFC__GOAL__t180.80-t191.20 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","8","False","True","True","5.05","11/17/2025 3:32:19 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\002__2025-09-13__TSC_vs_NEOFC__GOAL__t180.80-t191.20.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.mp4"
"002__2025-09-13__TSC_vs_NEOFC__GOAL__t180.80-t191.20 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","8","False","True","True","6.51","11/17/2025 3:32:43 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\002__2025-09-13__TSC_vs_NEOFC__GOAL__t180.80-t191.20.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.mp4"
"003__2025-09-13__TSC_vs_NEOFC__BUILD_UP__t224.80-t248.70 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","8","True","True","True","39.55","10/30/2025 3:09:25 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\003__2025-09-13__TSC_vs_NEOFC__BUILD_UP__t224.80-t248.70.__DEBUG_FINAL_portrait_FINAL.mp4"
"003__2025-09-13__TSC_vs_NEOFC__BUILD_UP__t224.80-t248.70 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","8","False","True","True","1.21","11/17/2025 3:33:20 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\003__2025-09-13__TSC_vs_NEOFC__BUILD_UP__t224.80-t248.70.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4"
"003__2025-09-13__TSC_vs_NEOFC__BUILD_UP__t224.80-t248.70 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","8","False","True","True","1.36","11/17/2025 3:33:56 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\003__2025-09-13__TSC_vs_NEOFC__BUILD_UP__t224.80-t248.70.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4"
"003__2025-09-13__TSC_vs_NEOFC__BUILD_UP__t224.80-t248.70 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","8","False","True","True","3","11/17/2025 3:34:32 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\003__2025-09-13__TSC_vs_NEOFC__BUILD_UP__t224.80-t248.70.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4"
"003__2025-09-13__TSC_vs_NEOFC__BUILD_UP__t224.80-t248.70 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","8","False","True","True","7.48","11/17/2025 3:35:18 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\003__2025-09-13__TSC_vs_NEOFC__BUILD_UP__t224.80-t248.70.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4"
"003__2025-09-13__TSC_vs_NEOFC__BUILD_UP__t224.80-t248.70 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","8","False","True","True","9.44","11/17/2025 3:35:55 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\003__2025-09-13__TSC_vs_NEOFC__BUILD_UP__t224.80-t248.70.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4"
"003__2025-09-13__TSC_vs_NEOFC__BUILD_UP__t224.80-t248.70 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","8","False","True","True","10.7","11/17/2025 3:36:35 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\003__2025-09-13__TSC_vs_NEOFC__BUILD_UP__t224.80-t248.70.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.mp4"
"003__2025-09-13__TSC_vs_NEOFC__BUILD_UP__t224.80-t248.70 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","8","False","True","True","13.88","11/17/2025 3:37:16 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\003__2025-09-13__TSC_vs_NEOFC__BUILD_UP__t224.80-t248.70.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.mp4"
"004__2025-09-13__TSC_vs_NEOFC__GOAL__t266.50-t283.10 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","8","True","True","True","25.68","10/30/2025 3:08:56 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\004__2025-09-13__TSC_vs_NEOFC__GOAL__t266.50-t283.10.__DEBUG_FINAL_portrait_FINAL.mp4"
"004__2025-09-13__TSC_vs_NEOFC__GOAL__t266.50-t283.10 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","8","False","True","True","0.96","11/17/2025 3:37:41 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\004__2025-09-13__TSC_vs_NEOFC__GOAL__t266.50-t283.10.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4"
"004__2025-09-13__TSC_vs_NEOFC__GOAL__t266.50-t283.10 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","8","False","True","True","1.12","11/17/2025 3:38:06 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\004__2025-09-13__TSC_vs_NEOFC__GOAL__t266.50-t283.10.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4"
"004__2025-09-13__TSC_vs_NEOFC__GOAL__t266.50-t283.10 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","8","False","True","True","2.42","11/17/2025 3:38:32 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\004__2025-09-13__TSC_vs_NEOFC__GOAL__t266.50-t283.10.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4"
"004__2025-09-13__TSC_vs_NEOFC__GOAL__t266.50-t283.10 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","8","False","True","True","5.55","11/17/2025 3:38:56 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\004__2025-09-13__TSC_vs_NEOFC__GOAL__t266.50-t283.10.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4"
"004__2025-09-13__TSC_vs_NEOFC__GOAL__t266.50-t283.10 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","8","False","True","True","6.86","11/17/2025 3:39:24 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\004__2025-09-13__TSC_vs_NEOFC__GOAL__t266.50-t283.10.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4"
"004__2025-09-13__TSC_vs_NEOFC__GOAL__t266.50-t283.10 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","8","False","True","True","7.24","11/17/2025 3:39:49 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\004__2025-09-13__TSC_vs_NEOFC__GOAL__t266.50-t283.10.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.mp4"
"004__2025-09-13__TSC_vs_NEOFC__GOAL__t266.50-t283.10 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","8","False","True","True","8.87","11/17/2025 3:40:14 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\004__2025-09-13__TSC_vs_NEOFC__GOAL__t266.50-t283.10.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.mp4"
"005__2025-09-13__TSC_vs_NEOFC__CORNER__t417.90-t431.60 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","8","True","True","True","23.12","10/30/2025 3:09:46 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\005__2025-09-13__TSC_vs_NEOFC__CORNER__t417.90-t431.60.__DEBUG_FINAL_portrait_FINAL.mp4"
"005__2025-09-13__TSC_vs_NEOFC__CORNER__t417.90-t431.60 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","8","False","True","True","0.83","11/17/2025 3:40:33 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\005__2025-09-13__TSC_vs_NEOFC__CORNER__t417.90-t431.60.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4"
"005__2025-09-13__TSC_vs_NEOFC__CORNER__t417.90-t431.60 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","8","False","True","True","1","11/17/2025 3:40:52 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\005__2025-09-13__TSC_vs_NEOFC__CORNER__t417.90-t431.60.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4"
"005__2025-09-13__TSC_vs_NEOFC__CORNER__t417.90-t431.60 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","8","False","True","True","2.2","11/17/2025 3:41:11 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\005__2025-09-13__TSC_vs_NEOFC__CORNER__t417.90-t431.60.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4"
"005__2025-09-13__TSC_vs_NEOFC__CORNER__t417.90-t431.60 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","8","False","True","True","4.84","11/17/2025 3:41:30 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\005__2025-09-13__TSC_vs_NEOFC__CORNER__t417.90-t431.60.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4"
"005__2025-09-13__TSC_vs_NEOFC__CORNER__t417.90-t431.60 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","8","False","True","True","5.55","11/17/2025 3:41:51 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\005__2025-09-13__TSC_vs_NEOFC__CORNER__t417.90-t431.60.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4"
"005__2025-09-13__TSC_vs_NEOFC__CORNER__t417.90-t431.60 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","8","False","True","True","6.02","11/17/2025 3:42:10 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\005__2025-09-13__TSC_vs_NEOFC__CORNER__t417.90-t431.60.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.mp4"
"005__2025-09-13__TSC_vs_NEOFC__CORNER__t417.90-t431.60 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","8","False","True","True","7.51","11/17/2025 3:42:33 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\005__2025-09-13__TSC_vs_NEOFC__CORNER__t417.90-t431.60.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.mp4"
"006__2025-09-13__TSC_vs_NEOFC__DEFENSE__t699.30-t711.50 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","8","True","True","True","19.8","10/30/2025 3:10:18 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\006__2025-09-13__TSC_vs_NEOFC__DEFENSE__t699.30-t711.50.__DEBUG_FINAL_portrait_FINAL.mp4"
"006__2025-09-13__TSC_vs_NEOFC__DEFENSE__t699.30-t711.50 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","8","False","True","True","0.85","11/17/2025 3:42:50 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\006__2025-09-13__TSC_vs_NEOFC__DEFENSE__t699.30-t711.50.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4"
"006__2025-09-13__TSC_vs_NEOFC__DEFENSE__t699.30-t711.50 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","8","False","True","True","1.03","11/17/2025 3:43:08 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\006__2025-09-13__TSC_vs_NEOFC__DEFENSE__t699.30-t711.50.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4"
"006__2025-09-13__TSC_vs_NEOFC__DEFENSE__t699.30-t711.50 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","8","False","True","True","2.21","11/17/2025 3:43:26 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\006__2025-09-13__TSC_vs_NEOFC__DEFENSE__t699.30-t711.50.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4"
"006__2025-09-13__TSC_vs_NEOFC__DEFENSE__t699.30-t711.50 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","8","False","True","True","4.77","11/17/2025 3:43:44 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\006__2025-09-13__TSC_vs_NEOFC__DEFENSE__t699.30-t711.50.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4"
"006__2025-09-13__TSC_vs_NEOFC__DEFENSE__t699.30-t711.50 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","8","False","True","True","5.48","11/17/2025 3:44:03 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\006__2025-09-13__TSC_vs_NEOFC__DEFENSE__t699.30-t711.50.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4"
"006__2025-09-13__TSC_vs_NEOFC__DEFENSE__t699.30-t711.50 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","8","False","True","True","5.71","11/17/2025 3:44:22 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\006__2025-09-13__TSC_vs_NEOFC__DEFENSE__t699.30-t711.50.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.mp4"
"006__2025-09-13__TSC_vs_NEOFC__DEFENSE__t699.30-t711.50 param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","8","False","True","True","6.84","11/17/2025 3:44:41 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\006__2025-09-13__TSC_vs_NEOFC__DEFENSE__t699.30-t711.50.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.mp4"
"007__2025-09-13__TSC_vs_NEOFC__DRIBBLING__t982.00-t987.90_portrait_POST param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","7","True","False","False","0.62","11/17/2025 3:44:51 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\007__2025-09-13__TSC_vs_NEOFC__DRIBBLING__t982.00-t987.90_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4"
"007__2025-09-13__TSC_vs_NEOFC__DRIBBLING__t982.00-t987.90_portrait_POST param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","7","False","False","False","0.73","11/17/2025 3:44:59 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\007__2025-09-13__TSC_vs_NEOFC__DRIBBLING__t982.00-t987.90_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4"
"007__2025-09-13__TSC_vs_NEOFC__DRIBBLING__t982.00-t987.90_portrait_POST param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","7","False","False","False","1.14","11/17/2025 3:45:08 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\007__2025-09-13__TSC_vs_NEOFC__DRIBBLING__t982.00-t987.90_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4"
"007__2025-09-13__TSC_vs_NEOFC__DRIBBLING__t982.00-t987.90_portrait_POST param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","7","False","False","False","2.09","11/17/2025 3:45:17 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\007__2025-09-13__TSC_vs_NEOFC__DRIBBLING__t982.00-t987.90_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4"
"007__2025-09-13__TSC_vs_NEOFC__DRIBBLING__t982.00-t987.90_portrait_POST param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","7","False","False","False","2.62","11/17/2025 3:45:27 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\007__2025-09-13__TSC_vs_NEOFC__DRIBBLING__t982.00-t987.90_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4"
"007__2025-09-13__TSC_vs_NEOFC__DRIBBLING__t982.00-t987.90_portrait_POST param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","7","False","False","False","3.26","11/17/2025 3:45:36 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\007__2025-09-13__TSC_vs_NEOFC__DRIBBLING__t982.00-t987.90_portrait_POST.__CINEMATIC.__CINEMATIC.mp4"
"007__2025-09-13__TSC_vs_NEOFC__DRIBBLING__t982.00-t987.90_portrait_POST param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","7","False","False","False","4","11/17/2025 3:45:46 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\007__2025-09-13__TSC_vs_NEOFC__DRIBBLING__t982.00-t987.90_portrait_POST.__CINEMATIC.mp4"
"008__2025-09-13__TSC_vs_NEOFC__SHOT__t1247.80-t1259.20_portrait_POST param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","7","True","False","False","0.59","11/17/2025 3:46:00 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\008__2025-09-13__TSC_vs_NEOFC__SHOT__t1247.80-t1259.20_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4"
"008__2025-09-13__TSC_vs_NEOFC__SHOT__t1247.80-t1259.20_portrait_POST param($m) $m.Value.Split('.') | Select-Object -First 2 -Join '.' ","7","False","False","False","0.7","11/17/2025 3:46:14 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\008__2025-09-13__TSC_vs_NEOFC__SHOT__t1247.80-t1259.20_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4"
