"NormKey","GroupCount","IsKeeper","IsFinal","HasDebug","LengthMB","LastWriteTime","FullName"
"003__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t15480.00-t16260.00.__CINEMATIC__SEGMENT_SMOOTH","2","True","True","False","7.56","1/16/2026 12:59:05 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\003__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t15480.00-t16260.00.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"003__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t15480.00-t16260.00.__CINEMATIC__SEGMENT_SMOOTH","2","False","True","False","0.49","1/16/2026 1:02:03 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\003__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t15480.00-t16260.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"003__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP__t27480.00-t29220.00.__CINEMATIC__SEGMENT_SMOOTH","2","True","True","False","18.15","1/16/2026 1:03:38 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\003__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP__t27480.00-t29220.00.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"003__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP__t27480.00-t29220.00.__CINEMATIC__SEGMENT_SMOOTH","2","False","True","False","1.21","1/16/2026 1:09:32 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\003__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP__t27480.00-t29220.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"004__2025-09-13__TSC_vs_NEOFC__GOAL__t266.50-t283.10.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC__SEGMENT_SMOOTH","3","True","True","True","8.19","1/16/2026 1:35:31 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\004__2025-09-13__TSC_vs_NEOFC__GOAL__t266.50-t283.10.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"004__2025-09-13__TSC_vs_NEOFC__GOAL__t266.50-t283.10.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC__SEGMENT_SMOOTH","3","False","True","True","0.69","1/16/2026 1:38:08 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\004__2025-09-13__TSC_vs_NEOFC__GOAL__t266.50-t283.10.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"004__2025-09-13__TSC_vs_NEOFC__GOAL__t266.50-t283.10.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC__SEGMENT_SMOOTH","3","False","True","True","0.61","1/16/2026 1:38:35 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\004__2025-09-13__TSC_vs_NEOFC__GOAL__t266.50-t283.10.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"004__2025-09-20__TSC_vs_RVFC__PRESSURE_GOAL__t17880.00-t18720.00.__CINEMATIC__SEGMENT_SMOOTH","2","True","True","False","7.95","1/16/2026 1:39:47 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\004__2025-09-20__TSC_vs_RVFC__PRESSURE_GOAL__t17880.00-t18720.00.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"004__2025-09-20__TSC_vs_RVFC__PRESSURE_GOAL__t17880.00-t18720.00.__CINEMATIC__SEGMENT_SMOOTH","2","False","True","False","0.64","1/16/2026 1:42:42 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\004__2025-09-20__TSC_vs_RVFC__PRESSURE_GOAL__t17880.00-t18720.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"004__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP__t29700.00-t30780.00.__CINEMATIC__SEGMENT_SMOOTH","2","True","True","False","10.97","1/16/2026 1:44:40 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\004__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP__t29700.00-t30780.00.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"004__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP__t29700.00-t30780.00.__CINEMATIC__SEGMENT_SMOOTH","2","False","True","False","0.6","1/16/2026 1:48:05 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\004__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP__t29700.00-t30780.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"004__PRESSURE__t640.00-t663.00.__OVERLAY_plan_sh-1_dx-64_dy-128__localTW_dt-0.02_dx-6_dy-2.__CINEMATIC__SEGMENT_SMOOTH","3","True","True","False","14.32","1/16/2026 2:21:45 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\004__PRESSURE__t640.00-t663.00.__OVERLAY_plan_sh-1_dx-64_dy-128__localTW_dt-0.02_dx-6_dy-2.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"004__PRESSURE__t640.00-t663.00.__OVERLAY_plan_sh-1_dx-64_dy-128__localTW_dt-0.02_dx-6_dy-2.__CINEMATIC__SEGMENT_SMOOTH","3","False","True","False","1.58","1/16/2026 2:25:07 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\004__PRESSURE__t640.00-t663.00.__OVERLAY_plan_sh-1_dx-64_dy-128__localTW_dt-0.02_dx-6_dy-2.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"004__PRESSURE__t640.00-t663.00.__OVERLAY_plan_sh-1_dx-64_dy-128__localTW_dt-0.02_dx-6_dy-2.__CINEMATIC__SEGMENT_SMOOTH","3","False","True","False","0.6","1/16/2026 2:26:12 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\004__PRESSURE__t640.00-t663.00.__OVERLAY_plan_sh-1_dx-64_dy-128__localTW_dt-0.02_dx-6_dy-2.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"005__2025-09-13__TSC_vs_NEOFC__CORNER__t417.90-t431.60.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC__SEGMENT_SMOOTH","3","True","True","True","6.97","1/16/2026 2:28:16 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\005__2025-09-13__TSC_vs_NEOFC__CORNER__t417.90-t431.60.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"005__2025-09-13__TSC_vs_NEOFC__CORNER__t417.90-t431.60.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC__SEGMENT_SMOOTH","3","False","True","True","0.63","1/16/2026 2:31:07 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\005__2025-09-13__TSC_vs_NEOFC__CORNER__t417.90-t431.60.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"005__2025-09-13__TSC_vs_NEOFC__CORNER__t417.90-t431.60.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC__SEGMENT_SMOOTH","3","False","True","True","0.52","1/16/2026 2:31:30 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\005__2025-09-13__TSC_vs_NEOFC__CORNER__t417.90-t431.60.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"005__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t21000.00-t22020.00.__CINEMATIC__SEGMENT_SMOOTH","2","True","True","False","10.77","1/16/2026 2:32:40 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\005__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t21000.00-t22020.00.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"005__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t21000.00-t22020.00.__CINEMATIC__SEGMENT_SMOOTH","2","False","True","False","0.79","1/16/2026 2:37:21 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\005__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t21000.00-t22020.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"005__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t36000.00-t36420.00.__CINEMATIC__SEGMENT_SMOOTH","2","True","True","False","4.45","1/16/2026 2:37:50 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\005__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t36000.00-t36420.00.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"005__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t36000.00-t36420.00.__CINEMATIC__SEGMENT_SMOOTH","2","False","True","False","0.45","1/16/2026 2:40:04 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\005__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t36000.00-t36420.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"006__2025-09-13__TSC_vs_NEOFC__DEFENSE__t699.30-t711.50.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC__SEGMENT_SMOOTH","3","True","True","True","6.66","1/16/2026 3:00:06 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\006__2025-09-13__TSC_vs_NEOFC__DEFENSE__t699.30-t711.50.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"006__2025-09-13__TSC_vs_NEOFC__DEFENSE__t699.30-t711.50.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC__SEGMENT_SMOOTH","3","False","True","True","0.67","1/16/2026 3:02:58 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\006__2025-09-13__TSC_vs_NEOFC__DEFENSE__t699.30-t711.50.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"006__2025-09-13__TSC_vs_NEOFC__DEFENSE__t699.30-t711.50.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC__SEGMENT_SMOOTH","3","False","True","True","0.57","1/16/2026 3:03:23 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\006__2025-09-13__TSC_vs_NEOFC__DEFENSE__t699.30-t711.50.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"006__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_GOAL__t40440.00-t43020.00.__DEBUG.__CINEMATIC__SEGMENT_SMOOTH","3","True","True","True","24.5","1/16/2026 3:08:04 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\006__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_GOAL__t40440.00-t43020.00.__DEBUG.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"006__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_GOAL__t40440.00-t43020.00.__DEBUG.__CINEMATIC__SEGMENT_SMOOTH","3","False","True","True","1.6","1/16/2026 3:14:16 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\006__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_GOAL__t40440.00-t43020.00.__DEBUG.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"006__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_GOAL__t40440.00-t43020.00.__DEBUG.__CINEMATIC__SEGMENT_SMOOTH","3","False","True","True","0.7","1/16/2026 3:14:49 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\006__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_GOAL__t40440.00-t43020.00.__DEBUG.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"007__2025-09-13__TSC_vs_NEOFC__DRIBBLING__t982.00-t987.90_portrait_POST.__CINEMATIC__SEGMENT_SMOOTH","2","True","True","False","3.65","1/16/2026 3:30:48 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\007__2025-09-13__TSC_vs_NEOFC__DRIBBLING__t982.00-t987.90_portrait_POST.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"007__2025-09-13__TSC_vs_NEOFC__DRIBBLING__t982.00-t987.90_portrait_POST.__CINEMATIC__SEGMENT_SMOOTH","2","False","True","False","0.44","1/16/2026 3:31:58 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\007__2025-09-13__TSC_vs_NEOFC__DRIBBLING__t982.00-t987.90_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"007__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t46020.00-t47100.00.__CINEMATIC__SEGMENT_SMOOTH","3","True","True","False","11.72","1/16/2026 3:34:14 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\007__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t46020.00-t47100.00.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"007__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t46020.00-t47100.00.__CINEMATIC__SEGMENT_SMOOTH","3","False","True","False","0.97","1/16/2026 3:37:34 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\007__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t46020.00-t47100.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"007__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t46020.00-t47100.00.__CINEMATIC__SEGMENT_SMOOTH","3","False","True","False","0.66","1/16/2026 3:37:56 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\007__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t46020.00-t47100.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"008__2025-09-13__TSC_vs_NEOFC__SHOT__t1247.80-t1259.20_portrait_POST.__CINEMATIC__SEGMENT_SMOOTH","2","True","True","False","4.68","1/16/2026 3:53:40 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\008__2025-09-13__TSC_vs_NEOFC__SHOT__t1247.80-t1259.20_portrait_POST.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"008__2025-09-13__TSC_vs_NEOFC__SHOT__t1247.80-t1259.20_portrait_POST.__CINEMATIC__SEGMENT_SMOOTH","2","False","True","False","0.37","1/16/2026 3:55:35 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\008__2025-09-13__TSC_vs_NEOFC__SHOT__t1247.80-t1259.20_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"008__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t61500.00-t62400.00.__CINEMATIC__SEGMENT_SMOOTH","3","True","True","False","10.09","1/16/2026 3:57:11 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\008__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t61500.00-t62400.00.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"008__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t61500.00-t62400.00.__CINEMATIC__SEGMENT_SMOOTH","3","False","True","False","0.84","1/16/2026 4:00:06 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\008__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t61500.00-t62400.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"008__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t61500.00-t62400.00.__CINEMATIC__SEGMENT_SMOOTH","3","False","True","False","0.67","1/16/2026 4:00:25 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\008__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t61500.00-t62400.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"009__2025-09-13__TSC_vs_NEOFC__SHOT__t1420.40-t1438.20_portrait_POST.__CINEMATIC__SEGMENT_SMOOTH","2","True","True","False","8.62","1/16/2026 4:12:34 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\009__2025-09-13__TSC_vs_NEOFC__SHOT__t1420.40-t1438.20_portrait_POST.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"009__2025-09-13__TSC_vs_NEOFC__SHOT__t1420.40-t1438.20_portrait_POST.__CINEMATIC__SEGMENT_SMOOTH","2","False","True","False","0.57","1/16/2026 4:16:06 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\009__2025-09-13__TSC_vs_NEOFC__SHOT__t1420.40-t1438.20_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"009__2025-10-04__TSC_vs_FC_Tulsa_Black__PRESSURE_SHOT__t62760.00-t63420.00.__CINEMATIC__SEGMENT_SMOOTH","3","True","True","False","5.72","1/16/2026 4:16:49 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\009__2025-10-04__TSC_vs_FC_Tulsa_Black__PRESSURE_SHOT__t62760.00-t63420.00.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"009__2025-10-04__TSC_vs_FC_Tulsa_Black__PRESSURE_SHOT__t62760.00-t63420.00.__CINEMATIC__SEGMENT_SMOOTH","3","False","True","False","0.71","1/16/2026 4:19:27 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\009__2025-10-04__TSC_vs_FC_Tulsa_Black__PRESSURE_SHOT__t62760.00-t63420.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"009__2025-10-04__TSC_vs_FC_Tulsa_Black__PRESSURE_SHOT__t62760.00-t63420.00.__CINEMATIC__SEGMENT_SMOOTH","3","False","True","False","0.54","1/16/2026 4:19:47 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\009__2025-10-04__TSC_vs_FC_Tulsa_Black__PRESSURE_SHOT__t62760.00-t63420.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"010__2025-09-13__TSC_vs_NEOFC__CROSS__t1541.10-t1547.90_portrait_POST.__CINEMATIC__SEGMENT_SMOOTH","2","True","True","False","3.42","1/16/2026 4:35:51 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\010__2025-09-13__TSC_vs_NEOFC__CROSS__t1541.10-t1547.90_portrait_POST.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"010__2025-09-13__TSC_vs_NEOFC__CROSS__t1541.10-t1547.90_portrait_POST.__CINEMATIC__SEGMENT_SMOOTH","2","False","True","False","0.35","1/16/2026 4:37:29 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\010__2025-09-13__TSC_vs_NEOFC__CROSS__t1541.10-t1547.90_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"010__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t63480.00-t64800.00.__CINEMATIC__SEGMENT_SMOOTH","3","True","True","False","12.03","1/16/2026 4:38:37 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\010__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t63480.00-t64800.00.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"010__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t63480.00-t64800.00.__CINEMATIC__SEGMENT_SMOOTH","3","False","True","False","0.89","1/16/2026 4:42:06 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\010__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t63480.00-t64800.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"010__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t63480.00-t64800.00.__CINEMATIC__SEGMENT_SMOOTH","3","False","True","False","0.7","1/16/2026 4:43:11 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\010__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t63480.00-t64800.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"011__2025-09-13__TSC_vs_NEOFC__SHOTS__t1655.00-t1670.30_portrait_POST.__CINEMATIC__SEGMENT_SMOOTH","2","True","True","False","7.85","1/16/2026 5:04:15 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\011__2025-09-13__TSC_vs_NEOFC__SHOTS__t1655.00-t1670.30_portrait_POST.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"011__2025-09-13__TSC_vs_NEOFC__SHOTS__t1655.00-t1670.30_portrait_POST.__CINEMATIC__SEGMENT_SMOOTH","2","False","True","False","0.57","1/16/2026 5:08:06 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\011__2025-09-13__TSC_vs_NEOFC__SHOTS__t1655.00-t1670.30_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"011__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t71880.00-t73320.00.__CINEMATIC__SEGMENT_SMOOTH","3","True","True","False","14.81","1/16/2026 5:09:17 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\011__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t71880.00-t73320.00.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"011__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t71880.00-t73320.00.__CINEMATIC__SEGMENT_SMOOTH","3","False","True","False","1.02","1/16/2026 5:13:53 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\011__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t71880.00-t73320.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"011__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t71880.00-t73320.00.__CINEMATIC__SEGMENT_SMOOTH","3","False","True","False","0.8","1/16/2026 5:14:35 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\011__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t71880.00-t73320.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
"012__2025-09-13__TSC_vs_NEOFC__GOAL__t1705.20-t1708.50_portrait_POST.__CINEMATIC__SEGMENT_SMOOTH","2","True","True","False","2.03","1/16/2026 5:41:17 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\012__2025-09-13__TSC_vs_NEOFC__GOAL__t1705.20-t1708.50_portrait_POST.__CINEMATIC__SEGMENT_SMOOTH_portrait_FINAL.mp4"
