"NormKey","GroupCount","IsKeeper","KeeperHint","HasDebug","LengthMB","LastWriteTime","FullName"
"stabilized","873","False","False","False","3.3","11/17/2025 3:54:27 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\autoframe_work\cinematic\012__2025-09-13__TSC_vs_NEOFC__GOAL__t1705.20-t1708.50_portrait_POST\follow\stabilized.mp4"
"stabilized","873","False","False","False","0.57","11/17/2025 3:54:33 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\autoframe_work\cinematic\013__2025-09-13__TSC_vs_NEOFC__GOAL__t1767.50-t1772.60_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC\follow\stabilized.mp4"
"stabilized","873","False","False","False","0.71","11/17/2025 3:54:40 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\autoframe_work\cinematic\013__2025-09-13__TSC_vs_NEOFC__GOAL__t1767.50-t1772.60_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC\follow\stabilized.mp4"
"stabilized","873","False","False","False","1.28","11/17/2025 3:54:48 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\autoframe_work\cinematic\013__2025-09-13__TSC_vs_NEOFC__GOAL__t1767.50-t1772.60_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC\follow\stabilized.mp4"
"stabilized","873","False","False","False","2.29","11/17/2025 3:54:56 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\autoframe_work\cinematic\013__2025-09-13__TSC_vs_NEOFC__GOAL__t1767.50-t1772.60_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC\follow\stabilized.mp4"
"stabilized","873","False","False","False","2.65","11/17/2025 3:55:04 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\autoframe_work\cinematic\013__2025-09-13__TSC_vs_NEOFC__GOAL__t1767.50-t1772.60_portrait_POST.__CINEMATIC.__CINEMATIC\follow\stabilized.mp4"
"stabilized","873","False","False","False","3.25","11/17/2025 3:55:12 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\autoframe_work\cinematic\013__2025-09-13__TSC_vs_NEOFC__GOAL__t1767.50-t1772.60_portrait_POST.__CINEMATIC\follow\stabilized.mp4"
"stabilized","873","False","False","False","4.38","11/17/2025 3:55:20 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\autoframe_work\cinematic\013__2025-09-13__TSC_vs_NEOFC__GOAL__t1767.50-t1772.60_portrait_POST\follow\stabilized.mp4"
"stabilized","873","False","False","False","1.18","11/17/2025 3:55:37 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\autoframe_work\cinematic\014__2025-09-13__TSC_vs_NEOFC__GOAL__t1904.20-t1925.20_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC\follow\stabilized.mp4"
"stabilized","873","False","False","False","1.64","11/17/2025 3:56:03 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\autoframe_work\cinematic\014__2025-09-13__TSC_vs_NEOFC__GOAL__t1904.20-t1925.20_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC\follow\stabilized.mp4"
"stabilized","873","False","False","False","4.51","11/17/2025 3:56:29 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\autoframe_work\cinematic\014__2025-09-13__TSC_vs_NEOFC__GOAL__t1904.20-t1925.20_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC\follow\stabilized.mp4"
"stabilized","873","False","False","False","9","11/17/2025 3:56:57 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\autoframe_work\cinematic\014__2025-09-13__TSC_vs_NEOFC__GOAL__t1904.20-t1925.20_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC\follow\stabilized.mp4"
"stabilized","873","False","False","False","9.61","11/17/2025 3:57:25 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\autoframe_work\cinematic\014__2025-09-13__TSC_vs_NEOFC__GOAL__t1904.20-t1925.20_portrait_POST.__CINEMATIC.__CINEMATIC\follow\stabilized.mp4"
"stabilized","873","False","False","False","11.51","11/17/2025 3:57:53 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\autoframe_work\cinematic\014__2025-09-13__TSC_vs_NEOFC__GOAL__t1904.20-t1925.20_portrait_POST.__CINEMATIC\follow\stabilized.mp4"
"stabilized","873","False","False","False","18.3","11/17/2025 3:58:23 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\autoframe_work\cinematic\014__2025-09-13__TSC_vs_NEOFC__GOAL__t1904.20-t1925.20_portrait_POST\follow\stabilized.mp4"
"stabilized","873","False","False","False","0.84","11/17/2025 3:58:44 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\autoframe_work\cinematic\015__2025-09-13__TSC_vs_NEOFC__DRIBBLING__t1972.50-t1980.70_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC\follow\stabilized.mp4"
"stabilized","873","False","False","False","1.14","11/17/2025 3:58:58 PM","C:\Users\scott\OneDrive\SoccerVideoMedia\out\autoframe_work\cinematic\015__2025-09-13__TSC_vs_NEOFC__DRIBBLING__t1972.50-t1980.70_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC\follow\stabilized.mp4"
