"FullName","Relative","SizeBytes","LastWriteTime","InLikelyArtifactDir"
"C:\Users\scott\soccer-video\out\reels\landscape\006__GOAL__t699.30-t711.50__BASE__landscape.mp4","out\reels\landscape\006__GOAL__t699.30-t711.50__BASE__landscape.mp4","18432731","9/23/2025 10:54:20 AM","True"
"C:\Users\scott\soccer-video\out\clips\036__PASSES__t1243.64-t1254.64.mp4","out\clips\036__PASSES__t1243.64-t1254.64.mp4","18409981","9/19/2025 3:42:26 PM","True"
"C:\Users\scott\soccer-video\out\clips\022__PASSES__t811.27-t822.27.mp4","out\clips\022__PASSES__t811.27-t822.27.mp4","18344448","9/19/2025 3:41:18 PM","True"
"C:\Users\scott\soccer-video\out\clips\008__PASSES__t301.80-t315.80.mp4","out\clips\008__PASSES__t301.80-t315.80.mp4","18330039","9/19/2025 3:40:21 PM","True"
"C:\Users\scott\soccer-video\out\clips\044__PASSES__t1482.26-t1496.26.mp4","out\clips\044__PASSES__t1482.26-t1496.26.mp4","18323189","9/19/2025 3:42:59 PM","True"
"C:\Users\scott\soccer-video\out\clips\009__PASSES__t343.19-t357.19.mp4","out\clips\009__PASSES__t343.19-t357.19.mp4","18194369","9/19/2025 3:40:24 PM","True"
"C:\Users\scott\soccer-video\out\clips_dribbles_top10\clip_0005.mp4","out\clips_dribbles_top10\clip_0005.mp4","18174325","9/17/2025 1:15:26 PM","True"
"C:\Users\scott\soccer-video\out\clips\088__PASSES__t2787.11-t2801.11.mp4","out\clips\088__PASSES__t2787.11-t2801.11.mp4","18036734","9/19/2025 3:46:16 PM","True"
"C:\Users\scott\soccer-video\out\clips\007__GOAL__t2129.88-t2143.88.mp4","out\clips\007__GOAL__t2129.88-t2143.88.mp4","17947036","9/22/2025 4:53:25 PM","True"
"C:\Users\scott\soccer-video\out\reels\landscape\007__GOAL__t2129.88-t2143.88__BASE__landscape.mp4","out\reels\landscape\007__GOAL__t2129.88-t2143.88__BASE__landscape.mp4","17947036","9/22/2025 4:53:32 PM","True"
"C:\Users\scott\soccer-video\out\clips\038__PASSES__t1287.35-t1298.35.mp4","out\clips\038__PASSES__t1287.35-t1298.35.mp4","17903081","9/19/2025 3:42:35 PM","True"
"C:\Users\scott\soccer-video\out\clips\089__PASSES__t2807.00-t2818.22.mp4","out\clips\089__PASSES__t2807.00-t2818.22.mp4","17884699","9/19/2025 3:46:19 PM","True"
"C:\Users\scott\soccer-video\out\clips\086__PASSES__t2708.20-t2721.00.mp4","out\clips\086__PASSES__t2708.20-t2721.00.mp4","17852038","9/19/2025 3:46:07 PM","True"
"C:\Users\scott\soccer-video\out\clips\061__GOAL_RESETS_PASSES__t1983.47-t1997.68.mp4","out\clips\061__GOAL_RESETS_PASSES__t1983.47-t1997.68.mp4","17740428","9/19/2025 3:44:08 PM","True"
"C:\Users\scott\soccer-video\out\clips\063__PASSES__t2015.00-t2026.70.mp4","out\clips\063__PASSES__t2015.00-t2026.70.mp4","17690983","9/19/2025 3:44:14 PM","True"
"C:\Users\scott\soccer-video\out\clips\097__PASSES__t3011.00-t3024.56.mp4","out\clips\097__PASSES__t3011.00-t3024.56.mp4","17563318","9/19/2025 3:46:49 PM","True"
"C:\Users\scott\soccer-video\out\clips\032__PASSES__t1106.90-t1120.48.mp4","out\clips\032__PASSES__t1106.90-t1120.48.mp4","17300668","9/19/2025 3:42:08 PM","True"
"C:\Users\scott\soccer-video\out\clips\020__PASSES__t750.63-t764.63.mp4","out\clips\020__PASSES__t750.63-t764.63.mp4","17291854","9/19/2025 3:41:10 PM","True"
"C:\Users\scott\soccer-video\out\clips\080__PASSES__t2560.07-t2571.07.mp4","out\clips\080__PASSES__t2560.07-t2571.07.mp4","17275362","9/19/2025 3:45:36 PM","True"
"C:\Users\scott\soccer-video\out\clips\046__PASSES__t1539.39-t1553.39.mp4","out\clips\046__PASSES__t1539.39-t1553.39.mp4","17259119","9/19/2025 3:43:08 PM","True"
"C:\Users\scott\soccer-video\out\reels\tiktok\022__SHOT__t3028.10-t3059.70__BASE__tiktok.mp4","out\reels\tiktok\022__SHOT__t3028.10-t3059.70__BASE__tiktok.mp4","17179187","9/23/2025 10:56:34 AM","True"
"C:\Users\scott\soccer-video\out\clips\026__SHOT__t902.16-t916.16.mp4","out\clips\026__SHOT__t902.16-t916.16.mp4","16995404","9/19/2025 3:41:34 PM","True"
"C:\Users\scott\soccer-video\out\clips\017__PASSES__t654.30-t667.68.mp4","out\clips\017__PASSES__t654.30-t667.68.mp4","16717162","9/19/2025 3:40:58 PM","True"
"C:\Users\scott\soccer-video\out\reels\landscape\001__GOAL__t155.50-t166.40__BASE__landscape.mp4","out\reels\landscape\001__GOAL__t155.50-t166.40__BASE__landscape.mp4","16466189","9/23/2025 10:53:25 AM","True"
"C:\Users\scott\soccer-video\out\clips\056__PASSES__t1802.63-t1816.63.mp4","out\clips\056__PASSES__t1802.63-t1816.63.mp4","16211213","9/19/2025 3:43:46 PM","True"
"C:\Users\scott\soccer-video\out\clips\079__PASSES__t2517.56-t2528.56.mp4","out\clips\079__PASSES__t2517.56-t2528.56.mp4","16001056","9/19/2025 3:45:33 PM","True"
"C:\Users\scott\soccer-video\out\clips\018__PASSES__t679.74-t690.74.mp4","out\clips\018__PASSES__t679.74-t690.74.mp4","15898455","9/19/2025 3:41:01 PM","True"
"C:\Users\scott\soccer-video\out\clips\001__PASSES__t37.38-t51.38.mp4","out\clips\001__PASSES__t37.38-t51.38.mp4","15811436","9/19/2025 3:39:52 PM","True"
"C:\Users\scott\soccer-video\out\reels\landscape\023__SHOT__t3098.90-t3108.80__BASE__landscape.mp4","out\reels\landscape\023__SHOT__t3098.90-t3108.80__BASE__landscape.mp4","15753297","9/23/2025 10:56:48 AM","True"
"C:\Users\scott\soccer-video\out\clips\039__PASSES__t1301.35-t1312.35.mp4","out\clips\039__PASSES__t1301.35-t1312.35.mp4","15495258","9/19/2025 3:42:37 PM","True"
"C:\Users\scott\soccer-video\out\clips\066__SHOT__t2096.99-t2110.99.mp4","out\clips\066__SHOT__t2096.99-t2110.99.mp4","15388294","9/19/2025 3:44:24 PM","True"
"C:\Users\scott\soccer-video\out\clips\062__PASSES__t1999.30-t2011.14.mp4","out\clips\062__PASSES__t1999.30-t2011.14.mp4","15298296","9/19/2025 3:44:11 PM","True"
"C:\Users\scott\soccer-video\out\clips\005__GOAL__t1811.16-t1825.16.mp4","out\clips\005__GOAL__t1811.16-t1825.16.mp4","15044727","9/22/2025 4:53:09 PM","True"
"C:\Users\scott\soccer-video\out\reels\landscape\005__GOAL__t1811.16-t1825.16__BASE__landscape.mp4","out\reels\landscape\005__GOAL__t1811.16-t1825.16__BASE__landscape.mp4","15044727","9/22/2025 4:53:15 PM","True"
"C:\Users\scott\soccer-video\out\clips\048__PASSES__t1622.79-t1636.79.mp4","out\clips\048__PASSES__t1622.79-t1636.79.mp4","15025354","9/19/2025 3:43:15 PM","True"
"C:\Users\scott\soccer-video\out\reels\landscape\002__SHOT__t180.80-t191.20__BASE__landscape.mp4","out\reels\landscape\002__SHOT__t180.80-t191.20__BASE__landscape.mp4","14974325","9/23/2025 10:53:32 AM","True"
"C:\Users\scott\soccer-video\out\reels\tiktok\014__GOAL__t1904.20-t1925.20__BASE__tiktok.mp4","out\reels\tiktok\014__GOAL__t1904.20-t1925.20__BASE__tiktok.mp4","14849458","9/23/2025 10:55:23 AM","True"
"C:\Users\scott\soccer-video\out\reels\tiktok\005__GOAL__t417.90-t431.60__AUTOFRAME__tiktok.mp4","out\reels\tiktok\005__GOAL__t417.90-t431.60__AUTOFRAME__tiktok.mp4","14713835","9/23/2025 3:42:46 PM","True"
"C:\Users\scott\soccer-video\out\clips\093__SHOT__t2901.00-t2915.00.mp4","out\clips\093__SHOT__t2901.00-t2915.00.mp4","14658200","9/19/2025 3:46:34 PM","True"
"C:\Users\scott\soccer-video\out\reels\landscape\006__GOAL__t1928.10-t1931.18__BASE__landscape.mp4","out\reels\landscape\006__GOAL__t1928.10-t1931.18__BASE__landscape.mp4","14246808","9/22/2025 4:53:22 PM","True"
"C:\Users\scott\soccer-video\out\clips\006__GOAL__t1928.10-t1931.18.mp4","out\clips\006__GOAL__t1928.10-t1931.18.mp4","14246808","9/22/2025 4:53:17 PM","True"
"C:\Users\scott\soccer-video\out\reels\landscape\008__GOAL__t1247.80-t1259.20__BASE__landscape.mp4","out\reels\landscape\008__GOAL__t1247.80-t1259.20__BASE__landscape.mp4","14080346","9/23/2025 10:54:34 AM","True"
"C:\Users\scott\soccer-video\out\reels\tiktok\final\FINAL__003__GOAL__t224.80-t248.70.mp4","out\reels\tiktok\final\FINAL__003__GOAL__t224.80-t248.70.mp4","13991643","9/25/2025 9:57:14 AM","True"
"C:\Users\scott\soccer-video\out\clips\070__PASSES__t2223.01-t2234.01.mp4","out\clips\070__PASSES__t2223.01-t2234.01.mp4","13797548","9/19/2025 3:44:43 PM","True"
"C:\Users\scott\soccer-video\out\reels\tiktok\final\FINAL__022__SHOT__t3028.10-t3059.70.mp4","out\reels\tiktok\final\FINAL__022__SHOT__t3028.10-t3059.70.mp4","13670476","9/25/2025 9:57:31 AM","True"
"C:\Users\scott\soccer-video\out\clips\053__PASSES__t1740.55-t1751.55.mp4","out\clips\053__PASSES__t1740.55-t1751.55.mp4","13487361","9/19/2025 3:43:34 PM","True"
"C:\Users\scott\soccer-video\out\reels\tiktok\004__GOAL__t266.50-t283.10__ZOOM__tiktok.mp4","out\reels\tiktok\004__GOAL__t266.50-t283.10__ZOOM__tiktok.mp4","13483451","9/23/2025 12:03:33 PM","True"
"C:\Users\scott\soccer-video\out\reels\tiktok\001__GOAL__t155.50-t166.40__AUTOFRAME__tiktok.mp4","out\reels\tiktok\001__GOAL__t155.50-t166.40__AUTOFRAME__tiktok.mp4","13463981","9/23/2025 10:02:21 PM","True"
"C:\Users\scott\soccer-video\out\reels\tiktok\017__SHOT__t2284.90-t2298.20__ZOOM__tiktok.mp4","out\reels\tiktok\017__SHOT__t2284.90-t2298.20__ZOOM__tiktok.mp4","13309020","9/23/2025 12:04:19 PM","True"
"C:\Users\scott\soccer-video\out\reels\tiktok\COMPARE__022__SHOT__t3028.10-t3059.70.mp4","out\reels\tiktok\COMPARE__022__SHOT__t3028.10-t3059.70.mp4","13084140","9/25/2025 1:55:06 PM","True"
"C:\Users\scott\soccer-video\out\_debug_concat_test.mp4","out\_debug_concat_test.mp4","12449789","9/18/2025 3:58:05 PM","True"
"C:\Users\scott\soccer-video\out\reels\tiktok\009__GOAL__t1420.40-t1438.20__ZOOM__tiktok.mp4","out\reels\tiktok\009__GOAL__t1420.40-t1438.20__ZOOM__tiktok.mp4","12382257","9/23/2025 12:03:52 PM","True"
"C:\Users\scott\soccer-video\out\reels\tiktok\005__GOAL__t417.90-t431.60__ZOOM__tiktok.mp4","out\reels\tiktok\005__GOAL__t417.90-t431.60__ZOOM__tiktok.mp4","12347165","9/23/2025 12:03:38 PM","True"
"C:\Users\scott\soccer-video\out\reels\tiktok\final\FINAL__014__GOAL__t1904.20-t1925.20.mp4","out\reels\tiktok\final\FINAL__014__GOAL__t1904.20-t1925.20.mp4","12283969","9/25/2025 9:57:24 AM","True"
"C:\Users\scott\soccer-video\out\clips\008__GOAL__t2266.68-t2272.40.mp4","out\clips\008__GOAL__t2266.68-t2272.40.mp4","12189695","9/22/2025 4:53:33 PM","True"
"C:\Users\scott\soccer-video\out\reels\landscape\008__GOAL__t2266.68-t2272.40__BASE__landscape.mp4","out\reels\landscape\008__GOAL__t2266.68-t2272.40__BASE__landscape.mp4","12189695","9/22/2025 4:53:37 PM","True"
"C:\Users\scott\soccer-video\out\reels\tiktok\011__GOAL__t1655.00-t1670.30__ZOOM__tiktok.mp4","out\reels\tiktok\011__GOAL__t1655.00-t1670.30__ZOOM__tiktok.mp4","12167156","9/23/2025 12:03:58 PM","True"
"C:\Users\scott\soccer-video\out\reels\tiktok\002__SHOT__t180.80-t191.20__AUTOFRAME__tiktok.mp4","out\reels\tiktok\002__SHOT__t180.80-t191.20__AUTOFRAME__tiktok.mp4","12091570","9/23/2025 3:23:10 PM","True"
"C:\Users\scott\soccer-video\out\reels\landscape\015__DRIBBLING__t1972.50-t1980.70__BASE__landscape.mp4","out\reels\landscape\015__DRIBBLING__t1972.50-t1980.70__BASE__landscape.mp4","11895031","9/23/2025 10:55:34 AM","True"
