"Key","KeeperPath","KeeperBytes","CandidatePath","CandidateBytes","SizeDeltaPct"
"1080x1920@19.9s","out\reels\portrait_1080x1920\_quarantine\004__GOAL__t266.50-t283.10.mp4","33056889","out\portrait_reels\reels\004__GOAL__t266.50-t283.10_portrait.mp4","24195629","26.81"
"1080x1920@19.9s","out\reels\portrait_1080x1920\_quarantine\004__GOAL__t266.50-t283.10.mp4","33056889","out\portrait_reels\branded\004__2025-09-13__TSC_vs_NEOFC__GOAL__t266.50-t283.10_portrait_POST.mp4","21678991","34.42"
"1080x1920@19.9s","out\reels\portrait_1080x1920\_quarantine\004__GOAL__t266.50-t283.10.mp4","33056889","out\reels\first_game\vertical\004__GOAL__t266.50-t283.10__VERT.mp4","13994085","57.67"
"1080x1920@19.9s","out\reels\portrait_1080x1920\_quarantine\004__GOAL__t266.50-t283.10.mp4","33056889","out\reels\portrait_1080x1920\004__GOAL__t266.50-t283.10.mp4","11526343","65.13"
"1080x1920@10s","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_Greenwood\036__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t2705.00-t2715.00_portrait_POST.mp4","41702544","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_Greenwood\014__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t1063.00-t1073.00_portrait_POST.mp4","39214083","5.97"
"1080x1920@10s","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_Greenwood\036__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t2705.00-t2715.00_portrait_POST.mp4","41702544","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_RVFC\026__2025-09-20__TSC_vs_RVFC__DRIBBLING_SHOT__t1800.00-t1810.00_portrait_POST.mp4","37198841","10.8"
"1080x1920@10s","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_Greenwood\036__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t2705.00-t2715.00_portrait_POST.mp4","41702544","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_Greenwood\025__2025-09-20__TSC_vs_Greenwood__GOAL__t1885.00-t1895.00_portrait_POST.mp4","36435815","12.63"
"1080x1920@10s","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_Greenwood\036__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t2705.00-t2715.00_portrait_POST.mp4","41702544","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_RVFC\041__2025-09-20__TSC_vs_RVFC__CORNER__t2712.00-t2722.00_portrait_POST.mp4","34277098","17.81"
"1080x1920@10s","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_Greenwood\036__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t2705.00-t2715.00_portrait_POST.mp4","41702544","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_RVFC\029__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t1883.00-t1893.00_portrait_POST.mp4","34260675","17.85"
"1080x1920@10s","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_Greenwood\036__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t2705.00-t2715.00_portrait_POST.mp4","41702544","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_Greenwood\024__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t1871.00-t1881.00_portrait_POST.mp4","32721570","21.54"
"1080x1920@10s","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_Greenwood\036__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t2705.00-t2715.00_portrait_POST.mp4","41702544","out\reels\portrait_1080x1920\misc\001__SHOT__t135.00-t145.00.__DEBUG_FINAL.mp4","28318806","32.09"
"1080x1920@10s","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_Greenwood\036__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t2705.00-t2715.00_portrait_POST.mp4","41702544","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_RVFC\022__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t1300.00-t1310.00_portrait_POST.mp4","27857422","33.2"
"1080x1920@10s","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_Greenwood\036__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t2705.00-t2715.00_portrait_POST.mp4","41702544","out\reels\portrait_1080x1920\2025-10-12__TSC_SLSG_FallFestival\001__SHOT__t135.00-t145.00.__DEBUG_FINAL.mp4","20151252","51.68"
"1080x1920@10s","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_Greenwood\036__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t2705.00-t2715.00_portrait_POST.mp4","41702544","out\reels\portrait_1080x1920\2025-10-12__TSC_SLSG_FallFestival\001__SHOT__t135.00-t145.00.mp4","19167681","54.04"
"1080x1920@10s","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_Greenwood\036__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t2705.00-t2715.00_portrait_POST.mp4","41702544","out\branded_clips\REELS\2025-09-20__TSC_vs_RVFC\029__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t1883.00-t1893.00_portrait_POST__REEL.mp4","18890206","54.7"
"1080x1920@10s","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_Greenwood\036__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t2705.00-t2715.00_portrait_POST.mp4","41702544","out\reels\portrait_1080x1920\2025-09-13__TSC_vs_NEOFC\001__2025-09-13__TSC_vs_NEOFC__SHOT__t156-t166.mp4","18860998","54.77"
"1080x1920@10s","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_Greenwood\036__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t2705.00-t2715.00_portrait_POST.mp4","41702544","out\branded_clips\REELS\2025-09-20__TSC_vs_RVFC\026__2025-09-20__TSC_vs_RVFC__DRIBBLING_SHOT__t1800.00-t1810.00_portrait_POST__REEL.mp4","18855672","54.79"
"1080x1920@10s","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_Greenwood\036__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t2705.00-t2715.00_portrait_POST.mp4","41702544","out\branded_clips\REELS\2025-09-20__TSC_vs_Greenwood\024__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t1871.00-t1881.00_portrait_POST__REEL.mp4","18807342","54.9"
"1080x1920@10s","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_Greenwood\036__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t2705.00-t2715.00_portrait_POST.mp4","41702544","out\branded_clips\REELS\2025-09-20__TSC_vs_Greenwood\036__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t2705.00-t2715.00_portrait_POST__REEL.mp4","18730110","55.09"
"1080x1920@10s","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_Greenwood\036__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t2705.00-t2715.00_portrait_POST.mp4","41702544","out\branded_clips\REELS\2025-09-20__TSC_vs_Greenwood\025__2025-09-20__TSC_vs_Greenwood__GOAL__t1885.00-t1895.00_portrait_POST__REEL.mp4","18729936","55.09"
"1080x1920@10s","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_Greenwood\036__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t2705.00-t2715.00_portrait_POST.mp4","41702544","out\branded_clips\REELS\2025-09-20__TSC_vs_RVFC\041__2025-09-20__TSC_vs_RVFC__CORNER__t2712.00-t2722.00_portrait_POST__REEL.mp4","18508037","55.62"
"1080x1920@10s","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_Greenwood\036__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t2705.00-t2715.00_portrait_POST.mp4","41702544","out\branded_clips\REELS\2025-09-20__TSC_vs_Greenwood\014__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t63780.00-t64380.00__REEL.mp4","18250683","56.24"
"1080x1920@10s","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_Greenwood\036__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t2705.00-t2715.00_portrait_POST.mp4","41702544","out\branded_clips\REELS\2025-09-20__TSC_vs_Greenwood\014__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t1063.00-t1073.00_portrait_POST__REEL.mp4","18248383","56.24"
"1080x1920@10s","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_Greenwood\036__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t2705.00-t2715.00_portrait_POST.mp4","41702544","out\branded_clips\REELS\2025-09-20__TSC_vs_RVFC\022__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t78000.00-t78600.00__REEL.mp4","16998239","59.24"
"1080x1920@10s","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_Greenwood\036__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t2705.00-t2715.00_portrait_POST.mp4","41702544","out\branded_clips\REELS\2025-09-20__TSC_vs_RVFC\022__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t1300.00-t1310.00_portrait_POST__REEL.mp4","16851843","59.59"
"1080x1920@10s","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_Greenwood\036__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t2705.00-t2715.00_portrait_POST.mp4","41702544","out\upscaled\001__SHOT__t135.00-t145.00__x2.__CINEMATIC.mp4","12282876","70.55"
"1080x1920@10s","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_Greenwood\036__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t2705.00-t2715.00_portrait_POST.mp4","41702544","out\reels\portrait_1080x1920\misc\001__SHOT__t135.00-t145.00.mp4","12006497","71.21"
"1080x1920@10s","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_Greenwood\036__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t2705.00-t2715.00_portrait_POST.mp4","41702544","out\portrait_reels\clean\001__SHOT__t135.00-t145.00_portrait_FINAL.mp4","10437318","74.97"
"1080x1920@10s","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_Greenwood\036__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t2705.00-t2715.00_portrait_POST.mp4","41702544","out\reels\portrait_1080x1920\025__2025-09-20__TSC_vs_Greenwood__GOAL__t1885.00-t1895.00_portrait_POST.mp4","8351393","79.97"
"1080x1920@10s","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_Greenwood\036__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t2705.00-t2715.00_portrait_POST.mp4","41702544","out\reels\portrait_1080x1920\036__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t2705.00-t2715.00_portrait_POST.mp4","8302494","80.09"
"1080x1920@10s","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_Greenwood\036__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t2705.00-t2715.00_portrait_POST.mp4","41702544","out\reels\portrait_1080x1920\029__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t1883.00-t1893.00_portrait_POST.mp4","8205785","80.32"
"1080x1920@10s","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_Greenwood\036__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t2705.00-t2715.00_portrait_POST.mp4","41702544","out\reels\portrait_1080x1920\041__2025-09-20__TSC_vs_RVFC__CORNER__t2712.00-t2722.00_portrait_POST.mp4","8161092","80.43"
"1080x1920@10s","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_Greenwood\036__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t2705.00-t2715.00_portrait_POST.mp4","41702544","out\reels\portrait_1080x1920\026__2025-09-20__TSC_vs_RVFC__DRIBBLING_SHOT__t1800.00-t1810.00_portrait_POST.mp4","7774841","81.36"
"1080x1920@10s","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_Greenwood\036__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t2705.00-t2715.00_portrait_POST.mp4","41702544","out\reels\portrait_1080x1920\001__SHOT__t135.00-t145.00.__DEBUG_FINAL.mp4","7578798","81.83"
"1080x1920@10s","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_Greenwood\036__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t2705.00-t2715.00_portrait_POST.mp4","41702544","out\reels\portrait_1080x1920\024__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t1871.00-t1881.00_portrait_POST.mp4","7508182","82"
"1080x1920@10s","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_Greenwood\036__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t2705.00-t2715.00_portrait_POST.mp4","41702544","out\reels\portrait_1080x1920\022__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t1300.00-t1310.00_portrait_POST.mp4","7314192","82.46"
"1080x1920@10s","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_Greenwood\036__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t2705.00-t2715.00_portrait_POST.mp4","41702544","out\reels\portrait_1080x1920\014__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t1063.00-t1073.00_portrait_POST.mp4","7266633","82.58"
"1080x1920@10s","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_Greenwood\036__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t2705.00-t2715.00_portrait_POST.mp4","41702544","out\reels\portrait_1080x1920\001__2025-09-13__TSC_vs_NEOFC__SHOT__t156-t166.mp4","6287354","84.92"
"1080x1920@10s","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_Greenwood\036__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t2705.00-t2715.00_portrait_POST.mp4","41702544","out\reels\portrait_1080x1920\001__SHOT__t135.00-t145.00.mp4","5082592","87.81"
"1080x1920@25s","out\reels\portrait_1080x1920\2025-10-12__TSC_SLSG_FallFestival\004__PRESSURE__t640.00-t663.00.__DEBUG_FINAL.mp4","78568106","out\reels\portrait_1080x1920\2025-10-12__TSC_SLSG_FallFestival\011__PRESSURE__t2.711.00-t2.736.00.mp4","76709483","2.37"
"1080x1920@25s","out\reels\portrait_1080x1920\2025-10-12__TSC_SLSG_FallFestival\004__PRESSURE__t640.00-t663.00.__DEBUG_FINAL.mp4","78568106","out\reels\portrait_1080x1920\2025-10-04__TSC_vs_FC_Tulsa_Black\116__2025-10-04__TSC_vs_FC_Tulsa_Black__DRIBBLING__t387-t412.mp4","63966804","18.58"
"1080x1920@25s","out\reels\portrait_1080x1920\2025-10-12__TSC_SLSG_FallFestival\004__PRESSURE__t640.00-t663.00.__DEBUG_FINAL.mp4","78568106","out\branded_clips\REELS\2025-10-04__TSC_vs_FC_Tulsa_Black\001__2025-10-04__TSC_vs_FC_Tulsa_Black__DRIBBLING__t387-t412__REEL.mp4","55257206","29.67"
"1080x1920@25s","out\reels\portrait_1080x1920\2025-10-12__TSC_SLSG_FallFestival\004__PRESSURE__t640.00-t663.00.__DEBUG_FINAL.mp4","78568106","out\branded_clips\REELS\2025-10-04__TSC_vs_FC_Tulsa_Black\001__2025-10-04__TSC_vs_FC_Tulsa_Black__DRIBBLING__t23220.00-t24720.00__REEL.mp4","55080548","29.89"
"1080x1920@25s","out\reels\portrait_1080x1920\2025-10-12__TSC_SLSG_FallFestival\004__PRESSURE__t640.00-t663.00.__DEBUG_FINAL.mp4","78568106","out\branded_clips\REELS\2025-10-04__TSC_vs_FC\001__2025-10-04__TSC_vs_FC_Tulsa_Black__DRIBBLING__t387-t412__REEL.mp4","45123439","42.57"
"1080x1920@25s","out\reels\portrait_1080x1920\2025-10-12__TSC_SLSG_FallFestival\004__PRESSURE__t640.00-t663.00.__DEBUG_FINAL.mp4","78568106","out\branded_clips\REELS\2025-10-04__TSC_vs_FC\001__2025-10-04__TSC_vs_FC_Tulsa_Black__DRIBBLING__t23220.00-t24720.00__REEL.mp4","45116450","42.58"
"1080x1920@25s","out\reels\portrait_1080x1920\2025-10-12__TSC_SLSG_FallFestival\004__PRESSURE__t640.00-t663.00.__DEBUG_FINAL.mp4","78568106","out\portrait_reels\clean\011__PRESSURE__t2.711.00-t2.736.00_portrait_FINAL.mp4","36503530","53.54"
"1080x1920@25s","out\reels\portrait_1080x1920\2025-10-12__TSC_SLSG_FallFestival\004__PRESSURE__t640.00-t663.00.__DEBUG_FINAL.mp4","78568106","out\reels\portrait_1080x1920\001__2025-10-04__TSC_vs_FC_Tulsa_Black__DRIBBLING__t387-t412.mp4","18468270","76.49"
"1080x1920@25s","out\reels\portrait_1080x1920\2025-10-12__TSC_SLSG_FallFestival\004__PRESSURE__t640.00-t663.00.__DEBUG_FINAL.mp4","78568106","out\reels\portrait_1080x1920\004__PRESSURE__t640.00-t663.00.__DEBUG_FINAL.mp4","17863350","77.26"
"1080x1920@25s","out\reels\portrait_1080x1920\2025-10-12__TSC_SLSG_FallFestival\004__PRESSURE__t640.00-t663.00.__DEBUG_FINAL.mp4","78568106","out\reels\portrait_1080x1920\011__PRESSURE__t2.711.00-t2.736.00.mp4","17516526","77.71"
"1080x1920@25s","out\reels\portrait_1080x1920\2025-10-12__TSC_SLSG_FallFestival\004__PRESSURE__t640.00-t663.00.__DEBUG_FINAL.mp4","78568106","out\reels\portrait_1080x1920\116__2025-10-04__TSC_vs_FC_Tulsa_Black__DRIBBLING__t387-t412.mp4","15872777","79.8"
"1080x1920@1618.9s","out\reels\portrait_1080x1920\2025-10-12__TSC_SLSG_FallFestival\001__RAW__t0.00-t0.00.__DEBUG_FINAL.mp4","4800649176","out\reels\portrait_1080x1920\2025-10-12__TSC_SLSG_FallFestival\001__RAW__t0.00-t0.00.mp4","4706267095","1.97"
"1080x1920@1618.9s","out\reels\portrait_1080x1920\2025-10-12__TSC_SLSG_FallFestival\001__RAW__t0.00-t0.00.__DEBUG_FINAL.mp4","4800649176","out\upscaled\001__RAW__t0.00-t0.00__x2.__CINEMATIC.mp4","2040155931","57.5"
"1080x1920@1618.9s","out\reels\portrait_1080x1920\2025-10-12__TSC_SLSG_FallFestival\001__RAW__t0.00-t0.00.__DEBUG_FINAL.mp4","4800649176","out\portrait_reels\clean\001__RAW__t0.00-t0.00_portrait_FINAL.mp4","1952324400","59.33"
"1080x1920@1618.9s","out\reels\portrait_1080x1920\2025-10-12__TSC_SLSG_FallFestival\001__RAW__t0.00-t0.00.__DEBUG_FINAL.mp4","4800649176","out\reels\portrait_1080x1920\001__RAW__t0.00-t0.00.__DEBUG_FINAL.mp4","1105028605","76.98"
"1080x1920@12.5s","out\portrait_reels\reels\001__SHOT__t155.50-t166.40_portrait.mp4","30212544","out\reels\portrait_1080x1920\_quarantine\001__SHOT__t155.50-t166.40.mp4","24512471","18.87"
"1080x1920@12.5s","out\portrait_reels\reels\001__SHOT__t155.50-t166.40_portrait.mp4","30212544","out\portrait_reels\reels\001__SHOT__t155.50-t166.40_portrait_POLISHED.mp4","13299805","55.98"
"1080x1920@12.5s","out\portrait_reels\reels\001__SHOT__t155.50-t166.40_portrait.mp4","30212544","out\portrait_reels\reels\001__SHOT__t155.50-t166.40_portrait_POST.mp4","12154437","59.77"
"1080x1920@12.5s","out\portrait_reels\reels\001__SHOT__t155.50-t166.40_portrait.mp4","30212544","out\portrait_reels\reels\001__SHOT__t155.50-t166.40_portrait_BRAND.mp4","11977860","60.35"
"1080x1920@12.5s","out\portrait_reels\reels\001__SHOT__t155.50-t166.40_portrait.mp4","30212544","out\reels\portrait_1080x1920\001__SHOT__t155.50-t166.40.mp4","7789784","74.22"
"1080x1920@12.5s","out\portrait_reels\reels\001__SHOT__t155.50-t166.40_portrait.mp4","30212544","out\reels\tiktok\001__GOAL__t155.50-t166.40__BASE__tiktok.mp4","7533187","75.07"
"1080x1920@10.4s","out\reels\portrait_1080x1920\misc\002__GOAL__t180.80-t191.20.mp4","40122232","out\reels\portrait_1080x1920\2025-09-13__TSC_vs_NEOFC\002__2025-09-13__TSC_vs_NEOFC__GOAL__t180.80-t191.20.__DEBUG_FINAL_portrait_FINAL.mp4","19656257","51.01"
"1080x1920@10.4s","out\reels\portrait_1080x1920\misc\002__GOAL__t180.80-t191.20.mp4","40122232","out\branded_clips\REELS\2025-09-13__TSC_vs_NEOFC\002__2025-09-13__TSC_vs_NEOFC__GOAL__t180.80-t191.20.__DEBUG_FINAL_portrait_FINAL__REEL.mp4","19114286","52.36"
"1080x1920@10.4s","out\reels\portrait_1080x1920\misc\002__GOAL__t180.80-t191.20.mp4","40122232","out\portrait_reels\branded\005__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t600.00-t607.00_portrait_POST.mp4","11526269","71.27"
"1080x1920@10.4s","out\reels\portrait_1080x1920\misc\002__GOAL__t180.80-t191.20.mp4","40122232","out\portrait_reels\branded\027__2025-09-20__TSC_vs_RVFC__SHOT__t1827.00-t1834.00_portrait_POST.mp4","11377765","71.64"
"1080x1920@10.4s","out\reels\portrait_1080x1920\misc\002__GOAL__t180.80-t191.20.mp4","40122232","out\portrait_reels\branded\020__2025-09-20__TSC_vs_RVFC__SHOT__t1236.00-t1243.00_portrait_POST.mp4","11248198","71.97"
"1080x1920@10.4s","out\reels\portrait_1080x1920\misc\002__GOAL__t180.80-t191.20.mp4","40122232","out\portrait_reels\branded\015__2025-09-20__TSC_vs_RVFC__SHOT__t930.00-t937.00_portrait_POST.mp4","10568223","73.66"
"1080x1920@10.4s","out\reels\portrait_1080x1920\misc\002__GOAL__t180.80-t191.20.mp4","40122232","out\portrait_reels\branded\015__2025-09-20__TSC_vs_Greenwood__SHOT__t1081.00-t1088.00_portrait_POST.mp4","9892125","75.35"
"1080x1920@10.4s","out\reels\portrait_1080x1920\misc\002__GOAL__t180.80-t191.20.mp4","40122232","out\reels\portrait_1080x1920\002__2025-09-13__TSC_vs_NEOFC__GOAL__t180.80-t191.20.__DEBUG_FINAL_portrait_FINAL.mp4","6449413","83.93"
"1080x1920@11.5s","out\reels\portrait_1080x1920\_quarantine\002__GOAL__t180.80-t191.20.mp4","21365347","out\portrait_reels\reels\002__GOAL__t180.80-t191.20_portrait.mp4","15619095","26.9"
"1080x1920@11.5s","out\reels\portrait_1080x1920\_quarantine\002__GOAL__t180.80-t191.20.mp4","21365347","out\portrait_reels\branded\025__2025-09-20__TSC_vs_RVFC__PRESSURE_GOAL__t1512.00-t1520.00_portrait_POST.mp4","13865267","35.1"
"1080x1920@11.5s","out\reels\portrait_1080x1920\_quarantine\002__GOAL__t180.80-t191.20.mp4","21365347","out\portrait_reels\branded\022__2025-09-20__TSC_vs_Greenwood__GOAL__t1578.00-t1586.00_portrait_POST.mp4","13196137","38.24"
"1080x1920@11.5s","out\reels\portrait_1080x1920\_quarantine\002__GOAL__t180.80-t191.20.mp4","21365347","out\portrait_reels\branded\015__DRIBBLING__t1972.50-t1980.70_portrait_POST.mp4","9749046","54.37"
"1080x1920@11.5s","out\reels\portrait_1080x1920\_quarantine\002__GOAL__t180.80-t191.20.mp4","21365347","out\reels\tiktok\002__SHOT__t180.80-t191.20__ZOOM__tiktok.mp4","9093444","57.44"
"1080x1920@11.5s","out\reels\portrait_1080x1920\_quarantine\002__GOAL__t180.80-t191.20.mp4","21365347","out\portrait_reels\branded\015__DRIBBLING__t1972.50-t1980.70_portrait_BRAND.mp4","9084403","57.48"
"1080x1920@11.5s","out\reels\portrait_1080x1920\_quarantine\002__GOAL__t180.80-t191.20.mp4","21365347","out\reels\tiktok\test_fix.mp4","8888999","58.4"
"1080x1920@11.5s","out\reels\portrait_1080x1920\_quarantine\002__GOAL__t180.80-t191.20.mp4","21365347","out\portrait_reels\branded\007__DRIBBLING__t982.00-t987.90_portrait_BRAND.mp4","8755506","59.02"
"1080x1920@11.5s","out\reels\portrait_1080x1920\_quarantine\002__GOAL__t180.80-t191.20.mp4","21365347","out\reels\portrait_1080x1920\002__GOAL__t180.80-t191.20.mp4","7038194","67.06"
"1080x1920@11.5s","out\reels\portrait_1080x1920\_quarantine\002__GOAL__t180.80-t191.20.mp4","21365347","out\reels\tiktok\002__SHOT__t180.80-t191.20__BASE__tiktok.mp4","6872443","67.83"
"1080x1920@696.9s","out\reels\portrait_1080x1920\2025-10-12__TSC_SLSG_FallFestival\002__RAW__t0.00-t0.00.__DEBUG_FINAL.mp4","1640522175","out\reels\portrait_1080x1920\2025-10-12__TSC_SLSG_FallFestival\002__RAW__t0.00-t0.00.mp4","1583902830","3.45"
"1080x1920@696.9s","out\reels\portrait_1080x1920\2025-10-12__TSC_SLSG_FallFestival\002__RAW__t0.00-t0.00.__DEBUG_FINAL.mp4","1640522175","out\upscaled\002__RAW__t0.00-t0.00__x2.__CINEMATIC.mp4","805420171","50.9"
"1080x1920@696.9s","out\reels\portrait_1080x1920\2025-10-12__TSC_SLSG_FallFestival\002__RAW__t0.00-t0.00.__DEBUG_FINAL.mp4","1640522175","out\portrait_reels\clean\002__RAW__t0.00-t0.00_portrait_FINAL.mp4","763542152","53.46"
"1080x1920@696.9s","out\reels\portrait_1080x1920\2025-10-12__TSC_SLSG_FallFestival\002__RAW__t0.00-t0.00.__DEBUG_FINAL.mp4","1640522175","out\reels\portrait_1080x1920\002__RAW__t0.00-t0.00.__DEBUG_FINAL.mp4","418294459","74.5"
"1080x1920@21s","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_Greenwood\031__2025-09-20__TSC_vs_Greenwood__BUILD_UP_PLAY_SHOT__t2245.00-t2266.00_portrait_POST.mp4","80080047","out\reels\portrait_1080x1920\misc\002__SHOT__t185.00-t206.00.__DEBUG_FINAL.mp4","72837661","9.04"
"1080x1920@21s","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_Greenwood\031__2025-09-20__TSC_vs_Greenwood__BUILD_UP_PLAY_SHOT__t2245.00-t2266.00_portrait_POST.mp4","80080047","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_RVFC\039__2025-09-20__TSC_vs_RVFC__PRESSURE_GOAL__t2485.00-t2506.00_portrait_POST.mp4","68502417","14.46"
"1080x1920@21s","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_Greenwood\031__2025-09-20__TSC_vs_Greenwood__BUILD_UP_PLAY_SHOT__t2245.00-t2266.00_portrait_POST.mp4","80080047","out\reels\portrait_1080x1920\misc\014__GOAL__t1904.20-t1925.20.mp4","60639057","24.28"
"1080x1920@21s","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_Greenwood\031__2025-09-20__TSC_vs_Greenwood__BUILD_UP_PLAY_SHOT__t2245.00-t2266.00_portrait_POST.mp4","80080047","out\reels\portrait_1080x1920\2025-10-12__TSC_SLSG_FallFestival\002__SHOT__t185.00-t206.00.__DEBUG_FINAL.mp4","43241557","46"
"1080x1920@21s","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_Greenwood\031__2025-09-20__TSC_vs_Greenwood__BUILD_UP_PLAY_SHOT__t2245.00-t2266.00_portrait_POST.mp4","80080047","out\reels\portrait_1080x1920\2025-10-12__TSC_SLSG_FallFestival\002__SHOT__t185.00-t206.00.mp4","41450734","48.24"
"1080x1920@21s","out\reels\portrait_1080x1920\2025-09-20__TSC_vs_Greenwood\031__2025-09-20__TSC_vs_Greenwood__BUILD_UP_PLAY_SHOT__t2245.00-t2266.00_portrait_POST.mp4","80080047","out\reels\portrait_1080x1920\2025-09-13__TSC_vs_NEOFC\014__2025-09-13__TSC_vs_NEOFC__GOAL__t1904.20-t1925.20_portrait_POST.mp4","41407045","48.29"
