"master_path","clip_name","label","t_start_s","t_end_s","source_path"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","020__2025-09-20__TSC_vs_RVFC__SHOT__t74160.00-t74580.00.mp4","TSC_vs_RVFC__SHOT","74160","74580","C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\020__2025-09-20__TSC_vs_RVFC__SHOT__t74160.00-t74580.00.mp4"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","021__2025-09-20__TSC_vs_RVFC__CROSS__t1275.00-t1293.00_portrait_POST.mp4","TSC_vs_RVFC__CROSS","1275","1293","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\021__2025-09-20__TSC_vs_RVFC__CROSS__t1275.00-t1293.00_portrait_POST.mp4"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","021__2025-09-20__TSC_vs_RVFC__CROSS__t76500.00-t77580.00.mp4","TSC_vs_RVFC__CROSS","76500","77580","C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\021__2025-09-20__TSC_vs_RVFC__CROSS__t76500.00-t77580.00.mp4"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","022__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t1300.00-t1310.00_portrait_POST.mp4","TSC_vs_RVFC__PRESSURE_SHOT","1300","1310","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\022__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t1300.00-t1310.00_portrait_POST.mp4"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","022__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t78000.00-t78600.00.mp4","TSC_vs_RVFC__PRESSURE_SHOT","78000","78600","C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\022__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t78000.00-t78600.00.mp4"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","023__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t1316.00-t1329.00_portrait_POST.mp4","TSC_vs_RVFC__PRESSURE_SHOT","1316","1329","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\023__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t1316.00-t1329.00_portrait_POST.mp4"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","023__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t78960.00-t79740.00.mp4","TSC_vs_RVFC__PRESSURE_SHOT","78960","79740","C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\023__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t78960.00-t79740.00.mp4"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","024__2025-09-20__TSC_vs_RVFC__FREE_KICK__t1402.00-t1421.00_portrait_POST.mp4","TSC_vs_RVFC__FREE_KICK","1402","1421","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\024__2025-09-20__TSC_vs_RVFC__FREE_KICK__t1402.00-t1421.00_portrait_POST.mp4"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","024__2025-09-20__TSC_vs_RVFC__FREE_KICK__t84120.00-t85260.00.mp4","TSC_vs_RVFC__FREE_KICK","84120","85260","C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\024__2025-09-20__TSC_vs_RVFC__FREE_KICK__t84120.00-t85260.00.mp4"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","025__2025-09-20__TSC_vs_RVFC__PRESSURE_GOAL__t1512.00-t1520.00_portrait_POST.mp4","TSC_vs_RVFC__PRESSURE_GOAL","1512","1520","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\025__2025-09-20__TSC_vs_RVFC__PRESSURE_GOAL__t1512.00-t1520.00_portrait_POST.mp4"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","025__2025-09-20__TSC_vs_RVFC__PRESSURE_GOAL__t2203200.00-t2232000.00.mp4","TSC_vs_RVFC__PRESSURE_GOAL","2203200","2232000","C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\025__2025-09-20__TSC_vs_RVFC__PRESSURE_GOAL__t2203200.00-t2232000.00.mp4"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","026__2025-09-20__TSC_vs_RVFC__DRIBBLING_SHOT__t1800.00-t1810.00_portrait_POST.mp4","TSC_vs_RVFC__DRIBBLING_SHOT","1800","1810","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\026__2025-09-20__TSC_vs_RVFC__DRIBBLING_SHOT__t1800.00-t1810.00_portrait_POST.mp4"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","026__2025-09-20__TSC_vs_RVFC__DRIBBLING_SHOT__t2592000.00-t2628000.00.mp4","TSC_vs_RVFC__DRIBBLING_SHOT","2592000","2628000","C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\026__2025-09-20__TSC_vs_RVFC__DRIBBLING_SHOT__t2592000.00-t2628000.00.mp4"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","027__2025-09-20__TSC_vs_RVFC__SHOT__t1827.00-t1834.00_portrait_POST.mp4","TSC_vs_RVFC__SHOT","1827","1834","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\027__2025-09-20__TSC_vs_RVFC__SHOT__t1827.00-t1834.00_portrait_POST.mp4"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","028__2025-09-20__TSC_vs_RVFC__CORNER__t1852.00-t1875.00_portrait_POST.mp4","TSC_vs_RVFC__CORNER","1852","1875","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\028__2025-09-20__TSC_vs_RVFC__CORNER__t1852.00-t1875.00_portrait_POST.mp4"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","029__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t1883.00-t1893.00_portrait_POST.mp4","TSC_vs_RVFC__PRESSURE_SHOT","1883","1893","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\029__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t1883.00-t1893.00_portrait_POST.mp4"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","030__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t1898.00-t1911.00_portrait_POST.mp4","TSC_vs_RVFC__PRESSURE_SHOT","1898","1911","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\030__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t1898.00-t1911.00_portrait_POST.mp4"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","031__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t1964.00-t1975.00_portrait_POST.mp4","TSC_vs_RVFC__PRESSURE_SHOT","1964","1975","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\031__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t1964.00-t1975.00_portrait_POST.mp4"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","032__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t2034.00-t2057.00_portrait_POST.mp4","TSC_vs_RVFC__BUILD_UP_PLAY_SHOT","2034","2057","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\032__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t2034.00-t2057.00_portrait_POST.mp4"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","033__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t2131.00-t2150.00_portrait_POST.mp4","TSC_vs_RVFC__BUILD_UP_PLAY_SHOT","2131","2150","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\033__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t2131.00-t2150.00_portrait_POST.mp4"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","034__2025-09-20__TSC_vs_RVFC__PRESSURE_GOAL__t2158.00-t2169.00_portrait_POST.mp4","TSC_vs_RVFC__PRESSURE_GOAL","2158","2169","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\034__2025-09-20__TSC_vs_RVFC__PRESSURE_GOAL__t2158.00-t2169.00_portrait_POST.mp4"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","035__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t2297.00-t2312.00_portrait_POST.mp4","TSC_vs_RVFC__BUILD_UP_PLAY_SHOT","2297","2312","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\035__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t2297.00-t2312.00_portrait_POST.mp4"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","036__2025-09-20__TSC_vs_RVFC__PRESSURE_GOAL__t2348.00-t2367.00_portrait_POST.mp4","TSC_vs_RVFC__PRESSURE_GOAL","2348","2367","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\036__2025-09-20__TSC_vs_RVFC__PRESSURE_GOAL__t2348.00-t2367.00_portrait_POST.mp4"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","037__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t2388.00-t2397.00_portrait_POST.mp4","TSC_vs_RVFC__PRESSURE_SHOT","2388","2397","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\037__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t2388.00-t2397.00_portrait_POST.mp4"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","038__2025-09-20__TSC_vs_RVFC__PRESSURE_GOAL__t2411.00-t2431.00_portrait_POST.mp4","TSC_vs_RVFC__PRESSURE_GOAL","2411","2431","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\038__2025-09-20__TSC_vs_RVFC__PRESSURE_GOAL__t2411.00-t2431.00_portrait_POST.mp4"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","039__2025-09-20__TSC_vs_RVFC__PRESSURE_GOAL__t2485.00-t2506.00_portrait_POST.mp4","TSC_vs_RVFC__PRESSURE_GOAL","2485","2506","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\039__2025-09-20__TSC_vs_RVFC__PRESSURE_GOAL__t2485.00-t2506.00_portrait_POST.mp4"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","040__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t2571.00-t2599.00_portrait_POST.mp4","TSC_vs_RVFC__BUILD_UP_PLAY_SHOT","2571","2599","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\040__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t2571.00-t2599.00_portrait_POST.mp4"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","041__2025-09-20__TSC_vs_RVFC__CORNER__t2712.00-t2722.00_portrait_POST.mp4","TSC_vs_RVFC__CORNER","2712","2722","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\041__2025-09-20__TSC_vs_RVFC__CORNER__t2712.00-t2722.00_portrait_POST.mp4"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","041__2025-09-20__TSC_vs_RVFC__CORNER__t3931200.00-t3967200.00.mp4","TSC_vs_RVFC__CORNER","3931200","3967200","C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\041__2025-09-20__TSC_vs_RVFC__CORNER__t3931200.00-t3967200.00.mp4"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","042__2025-09-20__TSC_vs_RVFC__CORNER__t2765.00-t2783.00_portrait_POST.mp4","TSC_vs_RVFC__CORNER","2765","2783","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\042__2025-09-20__TSC_vs_RVFC__CORNER__t2765.00-t2783.00_portrait_POST.mp4"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","042__2025-09-20__TSC_vs_RVFC__CORNER__t3992400.00-t4057200.00.mp4","TSC_vs_RVFC__CORNER","3992400","4057200","C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\042__2025-09-20__TSC_vs_RVFC__CORNER__t3992400.00-t4057200.00.mp4"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","043__2025-09-20__TSC_vs_RVFC__GOAL__t3010.00-t3028.00_portrait_POST.mp4","TSC_vs_RVFC__GOAL","3010","3028","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\043__2025-09-20__TSC_vs_RVFC__GOAL__t3010.00-t3028.00_portrait_POST.mp4"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","044__2025-09-20__TSC_vs_RVFC__GOAL__t3051.00-t3066.00_portrait_POST.mp4","TSC_vs_RVFC__GOAL","3051","3066","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\044__2025-09-20__TSC_vs_RVFC__GOAL__t3051.00-t3066.00_portrait_POST.mp4"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","001__2025-10-04__TSC_vs_FC_Tulsa_Black__DRIBBLING__t23220.00-t24720.00.mp4","TSC_vs_FC_Tulsa_Black__DRIBBLING","23220","24720","C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\001__2025-10-04__TSC_vs_FC_Tulsa_Black__DRIBBLING__t23220.00-t24720.00.mp4"
"C:/Users/scott/soccer-video/out/games/2025-10-04__TSC_vs_FC_Tulsa_Black/MASTER.mp4","116__2025-10-04__TSC_vs_FC_Tulsa_Black__DRIBBLING__t387-t412.mp4","TSC_vs_FC_Tulsa_Black__DRIBBLING","387","412","C:\Users\scott\soccer-video\out\atomic_clips\2025-10-04__TSC_vs_FC_Tulsa_Black\116__2025-10-04__TSC_vs_FC_Tulsa_Black__DRIBBLING__t387-t412.mp4"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","002__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP__t25260.00-t26940.00.mp4","TSC_vs_FC_Tulsa_Black__BUILD_UP","25260","26940","C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\002__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP__t25260.00-t26940.00.mp4"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","003__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP__t27480.00-t29220.00.mp4","TSC_vs_FC_Tulsa_Black__BUILD_UP","27480","29220","C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\003__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP__t27480.00-t29220.00.mp4"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","004__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP__t29700.00-t30780.00.mp4","TSC_vs_FC_Tulsa_Black__BUILD_UP","29700","30780","C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\004__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP__t29700.00-t30780.00.mp4"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","005__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t36000.00-t36420.00.mp4","TSC_vs_FC_Tulsa_Black__SHOT","36000","36420","C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\005__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t36000.00-t36420.00.mp4"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","006__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_GOAL__t40440.00-t43020.00.mp4","TSC_vs_FC_Tulsa_Black__BUILD_UP_GOAL","40440","43020","C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\006__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_GOAL__t40440.00-t43020.00.mp4"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","007__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t46020.00-t47100.00.mp4","TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT","46020","47100","C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\007__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t46020.00-t47100.00.mp4"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","008__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t61500.00-t62400.00.mp4","TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT","61500","62400","C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\008__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t61500.00-t62400.00.mp4"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","009__2025-10-04__TSC_vs_FC_Tulsa_Black__PRESSURE_SHOT__t62760.00-t63420.00.mp4","TSC_vs_FC_Tulsa_Black__PRESSURE_SHOT","62760","63420","C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\009__2025-10-04__TSC_vs_FC_Tulsa_Black__PRESSURE_SHOT__t62760.00-t63420.00.mp4"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","010__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t63480.00-t64800.00.mp4","TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT","63480","64800","C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\010__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t63480.00-t64800.00.mp4"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","011__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t71880.00-t73320.00.mp4","TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT","71880","73320","C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\011__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t71880.00-t73320.00.mp4"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","012__2025-10-04__TSC_vs_FC_Tulsa_Black__PRESSURE_GOAL__t74340.00-t75180.00.mp4","TSC_vs_FC_Tulsa_Black__PRESSURE_GOAL","74340","75180","C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\012__2025-10-04__TSC_vs_FC_Tulsa_Black__PRESSURE_GOAL__t74340.00-t75180.00.mp4"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","013__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_PLAY__t77400.00-t78360.00.mp4","TSC_vs_FC_Tulsa_Black__BUILD_UP_PLAY","77400","78360","C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\013__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_PLAY__t77400.00-t78360.00.mp4"
"C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4","014__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t2354400.00-t2394000.00.mp4","TSC_vs_FC_Tulsa_Black__SHOT","2354400","2394000","C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\014__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t2354400.00-t2394000.00.mp4"
