ClipID,MatchKey,AtomicPath,PortraitPaths,DurationSeconds,Width,Height
005__2025-09-13__TSC_vs_NEOFC__CORNER__t417.90-t431.60.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC,2025-09-13__TSC_vs_NEOFC,C:\Users\scott\soccer-video\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\005__2025-09-13__TSC_vs_NEOFC__CORNER__t417.90-t431.60.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
005__2025-09-13__TSC_vs_NEOFC__CORNER__t417.90-t431.60.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,2025-09-13__TSC_vs_NEOFC,C:\Users\scott\soccer-video\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\005__2025-09-13__TSC_vs_NEOFC__CORNER__t417.90-t431.60.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
005__2025-09-13__TSC_vs_NEOFC__CORNER__t417.90-t431.60.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,2025-09-13__TSC_vs_NEOFC,C:\Users\scott\soccer-video\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\005__2025-09-13__TSC_vs_NEOFC__CORNER__t417.90-t431.60.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
005__2025-09-13__TSC_vs_NEOFC__CORNER__t417.90-t431.60.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,2025-09-13__TSC_vs_NEOFC,C:\Users\scott\soccer-video\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\005__2025-09-13__TSC_vs_NEOFC__CORNER__t417.90-t431.60.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
005__2025-09-20__TSC_vs_Greenwood__WIN_FREE_KICK__t32280.00-t33180.00,_quarantine,C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\005__2025-09-20__TSC_vs_Greenwood__WIN_FREE_KICK__t32280.00-t33180.00.mp4,,,,
005__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t21000.00-t22020.00,_quarantine,C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\005__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t21000.00-t22020.00.mp4,,,,
005__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t21000.00-t22020.00.__CINEMATIC,_quarantine,C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\005__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t21000.00-t22020.00.__CINEMATIC.mp4,,,,
005__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t21000.00-t22020.00.__CINEMATIC.__CINEMATIC,_quarantine,C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\005__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t21000.00-t22020.00.__CINEMATIC.__CINEMATIC.mp4,,,,
005__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t21000.00-t22020.00.__CINEMATIC.__CINEMATIC.__CINEMATIC,_quarantine,C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\005__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t21000.00-t22020.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
005__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t21000.00-t22020.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,_quarantine,C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\005__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t21000.00-t22020.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
005__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t21000.00-t22020.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,_quarantine,C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\005__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t21000.00-t22020.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
005__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t21000.00-t22020.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,2025-09-20__TSC_vs_RVFC,C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\005__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t21000.00-t22020.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
005__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t36000.00-t36420.00,_quarantine,C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\005__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t36000.00-t36420.00.mp4,,,,
005__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t36000.00-t36420.00.__CINEMATIC,_quarantine,C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\005__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t36000.00-t36420.00.__CINEMATIC.mp4,,,,
005__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t36000.00-t36420.00.__CINEMATIC.__CINEMATIC,_quarantine,C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\005__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t36000.00-t36420.00.__CINEMATIC.__CINEMATIC.mp4,,,,
005__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t36000.00-t36420.00.__CINEMATIC.__CINEMATIC.__CINEMATIC,_quarantine,C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\005__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t36000.00-t36420.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
005__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t36000.00-t36420.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,_quarantine,C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\005__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t36000.00-t36420.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
005__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t36000.00-t36420.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,_quarantine,C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\005__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t36000.00-t36420.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
005__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t36000.00-t36420.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,2025-10-04__TSC_vs_FC,C:\Users\scott\soccer-video\out\atomic_clips\2025-10-04__TSC_vs_FC\005__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t36000.00-t36420.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
005__Build Up & Cross__0_28_28-0_28_42,2025-11-04__TSC_-_Navy_Oct_2025,C:\Users\scott\soccer-video\out\atomic_clips\2025-11-04__TSC_-_Navy_Oct_2025\005__Build Up & Cross__0_28_28-0_28_42.mp4,,,,
005__Build Up & Cross__0_28_28-0_28_42.__CINEMATIC,2025-11-04__TSC_-_Navy_Oct_2025,C:\Users\scott\soccer-video\out\atomic_clips\2025-11-04__TSC_-_Navy_Oct_2025\005__Build Up & Cross__0_28_28-0_28_42.__CINEMATIC.mp4,,,,
005__Build Up & Cross__0_28_28-0_28_42.__CINEMATIC.__CINEMATIC,2025-11-04__TSC_-_Navy_Oct_2025,C:\Users\scott\soccer-video\out\atomic_clips\2025-11-04__TSC_-_Navy_Oct_2025\005__Build Up & Cross__0_28_28-0_28_42.__CINEMATIC.__CINEMATIC.mp4,,,,
005__Build Up & Cross__0_28_28-0_28_42.__CINEMATIC.__CINEMATIC.__CINEMATIC,2025-11-04__TSC_-_Navy_Oct_2025,C:\Users\scott\soccer-video\out\atomic_clips\2025-11-04__TSC_-_Navy_Oct_2025\005__Build Up & Cross__0_28_28-0_28_42.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
005__Build Up & Cross__0_28_28-0_28_42.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,2025-11-04__TSC_-_Navy_Oct_2025,C:\Users\scott\soccer-video\out\atomic_clips\2025-11-04__TSC_-_Navy_Oct_2025\005__Build Up & Cross__0_28_28-0_28_42.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
005__Build Up & Cross__0_28_28-0_28_42.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,2025-11-04__TSC_-_Navy_Oct_2025,C:\Users\scott\soccer-video\out\atomic_clips\2025-11-04__TSC_-_Navy_Oct_2025\005__Build Up & Cross__0_28_28-0_28_42.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
005__Build Up & Cross__0_28_28-0_28_42.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,2025-11-04__TSC_-_Navy_Oct_2025,C:\Users\scott\soccer-video\out\atomic_clips\2025-11-04__TSC_-_Navy_Oct_2025\005__Build Up & Cross__0_28_28-0_28_42.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
005__CORNER__t417.90-t431.60,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\005__CORNER__t417.90-t431.60.mp4,,,,
005__CORNER__t417.90-t431.60.__CINEMATIC,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\005__CORNER__t417.90-t431.60.__CINEMATIC.mp4,,,,
005__CORNER__t417.90-t431.60.__CINEMATIC.__CINEMATIC,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\005__CORNER__t417.90-t431.60.__CINEMATIC.__CINEMATIC.mp4,,,,
005__CORNER__t417.90-t431.60.__CINEMATIC.__CINEMATIC.__CINEMATIC,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\005__CORNER__t417.90-t431.60.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
005__CORNER__t417.90-t431.60.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\005__CORNER__t417.90-t431.60.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
005__CORNER__t417.90-t431.60.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\005__CORNER__t417.90-t431.60.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
005__CORNER__t417.90-t431.60.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\005__CORNER__t417.90-t431.60.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
005__CORNER__t417.90-t431.60.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,_quarantine,C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\005__CORNER__t417.90-t431.60.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
005__GOAL__t1.855.00-t1.870.00,2025-10-12__TSC_SLSG_FallFestival,C:\Users\scott\soccer-video\out\atomic_clips\2025-10-12__TSC_SLSG_FallFestival\005__GOAL__t1.855.00-t1.870.00.mp4,,,,
005__GOAL__t1.855.00-t1.870.00.__CINEMATIC,2025-10-12__TSC_SLSG_FallFestival,C:\Users\scott\soccer-video\out\atomic_clips\2025-10-12__TSC_SLSG_FallFestival\005__GOAL__t1.855.00-t1.870.00.__CINEMATIC.mp4,,,,
005__GOAL__t1.855.00-t1.870.00.__CINEMATIC.__CINEMATIC,2025-10-12__TSC_SLSG_FallFestival,C:\Users\scott\soccer-video\out\atomic_clips\2025-10-12__TSC_SLSG_FallFestival\005__GOAL__t1.855.00-t1.870.00.__CINEMATIC.__CINEMATIC.mp4,,,,
005__GOAL__t1.855.00-t1.870.00.__CINEMATIC.__CINEMATIC.__CINEMATIC,2025-10-12__TSC_SLSG_FallFestival,C:\Users\scott\soccer-video\out\atomic_clips\2025-10-12__TSC_SLSG_FallFestival\005__GOAL__t1.855.00-t1.870.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
005__GOAL__t1.855.00-t1.870.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,2025-10-12__TSC_SLSG_FallFestival,C:\Users\scott\soccer-video\out\atomic_clips\2025-10-12__TSC_SLSG_FallFestival\005__GOAL__t1.855.00-t1.870.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
005__GOAL__t1.855.00-t1.870.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,2025-10-12__TSC_SLSG_FallFestival,C:\Users\scott\soccer-video\out\atomic_clips\2025-10-12__TSC_SLSG_FallFestival\005__GOAL__t1.855.00-t1.870.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
005__GOAL__t1.855.00-t1.870.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,2025-10-12__TSC_SLSG_FallFestival,C:\Users\scott\soccer-video\out\atomic_clips\2025-10-12__TSC_SLSG_FallFestival\005__GOAL__t1.855.00-t1.870.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
006__2025-09-13__TSC_vs_NEOFC__DEFENSE__t699.30-t711.50.__DEBUG_FINAL_portrait_FINAL,2025-09-13__TSC_vs_NEOFC,C:\Users\scott\soccer-video\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\006__2025-09-13__TSC_vs_NEOFC__DEFENSE__t699.30-t711.50.__DEBUG_FINAL_portrait_FINAL.mp4,,,,
006__2025-09-13__TSC_vs_NEOFC__DEFENSE__t699.30-t711.50.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC,2025-09-13__TSC_vs_NEOFC,C:\Users\scott\soccer-video\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\006__2025-09-13__TSC_vs_NEOFC__DEFENSE__t699.30-t711.50.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.mp4,,,,
006__2025-09-13__TSC_vs_NEOFC__DEFENSE__t699.30-t711.50.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC,2025-09-13__TSC_vs_NEOFC,C:\Users\scott\soccer-video\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\006__2025-09-13__TSC_vs_NEOFC__DEFENSE__t699.30-t711.50.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.mp4,,,,
006__2025-09-13__TSC_vs_NEOFC__DEFENSE__t699.30-t711.50.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC,2025-09-13__TSC_vs_NEOFC,C:\Users\scott\soccer-video\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\006__2025-09-13__TSC_vs_NEOFC__DEFENSE__t699.30-t711.50.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
006__2025-09-13__TSC_vs_NEOFC__DEFENSE__t699.30-t711.50.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,2025-09-13__TSC_vs_NEOFC,C:\Users\scott\soccer-video\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\006__2025-09-13__TSC_vs_NEOFC__DEFENSE__t699.30-t711.50.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
006__2025-09-13__TSC_vs_NEOFC__DEFENSE__t699.30-t711.50.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,2025-09-13__TSC_vs_NEOFC,C:\Users\scott\soccer-video\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\006__2025-09-13__TSC_vs_NEOFC__DEFENSE__t699.30-t711.50.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
006__2025-09-13__TSC_vs_NEOFC__DEFENSE__t699.30-t711.50.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,2025-09-13__TSC_vs_NEOFC,C:\Users\scott\soccer-video\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\006__2025-09-13__TSC_vs_NEOFC__DEFENSE__t699.30-t711.50.__DEBUG_FINAL_portrait_FINAL.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
006__2025-09-20__TSC_vs_Greenwood__BUILD_UP_PLAY_SHOT__t41100.00-t42480.00,_quarantine,C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\006__2025-09-20__TSC_vs_Greenwood__BUILD_UP_PLAY_SHOT__t41100.00-t42480.00.mp4,,,,
006__2025-09-20__TSC_vs_RVFC__SHOT__t31020.00-t31680.00,_quarantine,C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\006__2025-09-20__TSC_vs_RVFC__SHOT__t31020.00-t31680.00.mp4,,,,
006__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_GOAL__t40440.00-t43020.00,_quarantine,C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\006__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_GOAL__t40440.00-t43020.00.mp4,,,,
006__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_GOAL__t40440.00-t43020.00.__DEBUG,_quarantine,C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\006__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_GOAL__t40440.00-t43020.00.__DEBUG.mp4,,,,
006__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_GOAL__t40440.00-t43020.00.__DEBUG.__CINEMATIC,_quarantine,C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\006__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_GOAL__t40440.00-t43020.00.__DEBUG.__CINEMATIC.mp4,,,,
006__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_GOAL__t40440.00-t43020.00.__DEBUG.__CINEMATIC.__CINEMATIC,_quarantine,C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\006__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_GOAL__t40440.00-t43020.00.__DEBUG.__CINEMATIC.__CINEMATIC.mp4,,,,
006__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_GOAL__t40440.00-t43020.00.__DEBUG.__CINEMATIC.__CINEMATIC.__CINEMATIC,_quarantine,C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\006__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_GOAL__t40440.00-t43020.00.__DEBUG.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
006__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_GOAL__t40440.00-t43020.00.__DEBUG.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,_quarantine,C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\006__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_GOAL__t40440.00-t43020.00.__DEBUG.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
006__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_GOAL__t40440.00-t43020.00.__DEBUG.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,_quarantine,C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\006__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_GOAL__t40440.00-t43020.00.__DEBUG.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
006__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_GOAL__t40440.00-t43020.00.__DEBUG.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,_quarantine,C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\006__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_GOAL__t40440.00-t43020.00.__DEBUG.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
006__Cross__0_30_29-0_30_37,2025-11-04__TSC_-_Navy_Oct_2025,C:\Users\scott\soccer-video\out\atomic_clips\2025-11-04__TSC_-_Navy_Oct_2025\006__Cross__0_30_29-0_30_37.mp4,,,,
006__Cross__0_30_29-0_30_37.__CINEMATIC,2025-11-04__TSC_-_Navy_Oct_2025,C:\Users\scott\soccer-video\out\atomic_clips\2025-11-04__TSC_-_Navy_Oct_2025\006__Cross__0_30_29-0_30_37.__CINEMATIC.mp4,,,,
006__Cross__0_30_29-0_30_37.__CINEMATIC.__CINEMATIC,2025-11-04__TSC_-_Navy_Oct_2025,C:\Users\scott\soccer-video\out\atomic_clips\2025-11-04__TSC_-_Navy_Oct_2025\006__Cross__0_30_29-0_30_37.__CINEMATIC.__CINEMATIC.mp4,,,,
006__Cross__0_30_29-0_30_37.__CINEMATIC.__CINEMATIC.__CINEMATIC,2025-11-04__TSC_-_Navy_Oct_2025,C:\Users\scott\soccer-video\out\atomic_clips\2025-11-04__TSC_-_Navy_Oct_2025\006__Cross__0_30_29-0_30_37.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
006__Cross__0_30_29-0_30_37.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,2025-11-04__TSC_-_Navy_Oct_2025,C:\Users\scott\soccer-video\out\atomic_clips\2025-11-04__TSC_-_Navy_Oct_2025\006__Cross__0_30_29-0_30_37.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
006__Cross__0_30_29-0_30_37.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,2025-11-04__TSC_-_Navy_Oct_2025,C:\Users\scott\soccer-video\out\atomic_clips\2025-11-04__TSC_-_Navy_Oct_2025\006__Cross__0_30_29-0_30_37.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
006__Cross__0_30_29-0_30_37.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,2025-11-04__TSC_-_Navy_Oct_2025,C:\Users\scott\soccer-video\out\atomic_clips\2025-11-04__TSC_-_Navy_Oct_2025\006__Cross__0_30_29-0_30_37.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
006__DEFENSE__t699.30-t711.50,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\006__DEFENSE__t699.30-t711.50.mp4,,,,
006__DEFENSE__t699.30-t711.50.__CINEMATIC,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\006__DEFENSE__t699.30-t711.50.__CINEMATIC.mp4,,,,
006__DEFENSE__t699.30-t711.50.__CINEMATIC.__CINEMATIC,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\006__DEFENSE__t699.30-t711.50.__CINEMATIC.__CINEMATIC.mp4,,,,
006__DEFENSE__t699.30-t711.50.__CINEMATIC.__CINEMATIC.__CINEMATIC,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\006__DEFENSE__t699.30-t711.50.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
006__DEFENSE__t699.30-t711.50.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\006__DEFENSE__t699.30-t711.50.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
006__DEFENSE__t699.30-t711.50.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\006__DEFENSE__t699.30-t711.50.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
006__DEFENSE__t699.30-t711.50.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\006__DEFENSE__t699.30-t711.50.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
006__DEFENSE__t699.30-t711.50.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,_quarantine,C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\006__DEFENSE__t699.30-t711.50.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
006__GOAL__t2.035.00-t2.054.00,2025-10-12__TSC_SLSG_FallFestival,C:\Users\scott\soccer-video\out\atomic_clips\2025-10-12__TSC_SLSG_FallFestival\006__GOAL__t2.035.00-t2.054.00.mp4,,,,
006__GOAL__t2.035.00-t2.054.00.__CINEMATIC,2025-10-12__TSC_SLSG_FallFestival,C:\Users\scott\soccer-video\out\atomic_clips\2025-10-12__TSC_SLSG_FallFestival\006__GOAL__t2.035.00-t2.054.00.__CINEMATIC.mp4,,,,
006__GOAL__t2.035.00-t2.054.00.__CINEMATIC.__CINEMATIC,2025-10-12__TSC_SLSG_FallFestival,C:\Users\scott\soccer-video\out\atomic_clips\2025-10-12__TSC_SLSG_FallFestival\006__GOAL__t2.035.00-t2.054.00.__CINEMATIC.__CINEMATIC.mp4,,,,
