frame,t,cx,x
0,0.0,101.0171877682866,33.770898851272534
1,0.0416739196657818,136.84872101165453,35.854957547644574
2,0.0833478393315636,172.61736469097323,40.02307494038866
3,0.1250217589973454,208.3231188062427,46.27525102950479
4,0.1666956786631272,243.96598335746296,54.61148581499295
5,0.208369598328909,279.54595834463396,65.03177929685316
6,0.2500435179946908,315.0630437677547,76.70047680327207
7,0.2917174376604726,356.927914919552,88.36917430969098
8,0.3333913573262544,396.0082175514903,100.03787181610988
9,0.3750652769920362,424.0696872097616,111.7065693225288
10,0.416739196657818,454.3300597717698,123.3752668289477
11,0.4584131163235997,489.6774471256268,135.0439643353666
12,0.5000870359893816,520.1924152507632,146.71266184178552
13,0.5417609556551634,514.854548954462,158.38135934820443
14,0.5834348753209452,564.5893213232064,170.05005685462334
15,0.625108794986727,613.964888566022,181.71875436104224
16,0.6667827146525088,637.2925863199281,193.38745186746115
17,0.7084566343182905,676.0522399048684,205.05614937388006
18,0.7501305539840724,758.7269381009593,216.72484688029897
19,0.7918044736498542,825.1414590048598,228.39354438671788
20,0.833478393315636,869.7611613240248,240.0622418931368
21,0.8751523129814178,899.864402077412,251.7309393995557
22,0.9168262326471996,922.6784527118361,263.3996369059746
23,0.9585001523129814,927.0249919757948,275.0683344123935
24,1.0001740719787633,913.8001230946759,286.73703191881236
25,1.041847991644545,883.2926486355414,298.40572942523124
26,1.0835219113103267,899.7047964242761,310.0744269316501
27,1.1251958309761083,877.3318788755163,321.743124438069
28,1.1668697506418904,846.3396610713479,333.4118219444879
29,1.2085436703076722,859.9215382395898,345.08051945090676
30,1.250217589973454,903.4454268875628,356.74921695732564
31,1.2918915096392358,913.7175356991612,368.4179144637445
32,1.3335654293050176,924.4835742870382,380.0866119701634
33,1.3752393489707997,944.0864594999697,391.7553094765823
34,1.416913268636581,969.103114414879,403.42400698300116
35,1.458587188302363,997.7398327380597,415.09270448942004
36,1.5002611079681447,1021.2351040073177,426.7614019958389
37,1.5419350276339263,1042.5877467869013,438.4300995022578
38,1.5836089472997084,1063.3662335589183,450.0987970086767
39,1.6252828669654902,1080.6974564132124,461.76749451509556
40,1.666956786631272,1094.111386172418,473.43619202151444
41,1.7086307062970538,1105.278145316594,485.1048895279333
42,1.7503046259628356,1115.942661952302,496.7735870343522
43,1.7919785456286177,1120.8018448836285,508.4422845407711
44,1.833652465294399,1130.5264653559298,520.11098204719
45,1.875326384960181,1144.106820913458,531.7796795536088
46,1.9170003046259627,1162.3433462289627,543.4483770600277
47,1.9586742242917443,1183.757020323423,555.1170745664466
48,2.0003481439575266,1204.502227996609,566.7857720728655
49,2.042022063623308,1227.6472364305578,578.4544695792844
50,2.08369598328909,1253.0788949819673,590.1231670857032
51,2.125369902954872,1277.6273065313553,601.7918645921221
52,2.167043822620653,1296.6307620602015,613.460562098541
53,2.2087177422864355,1313.9514655266566,625.1292596049599
54,2.250391661952217,1324.4864288543447,636.7979571113788
55,2.292065581617999,1332.2318115234334,648.4666546177976
56,2.3337395012837807,1339.6159582604855,660.1353521242165
57,2.3754134209495628,1345.4705033735754,671.8040496306354
58,2.4170873406153444,1349.3100287163966,683.4727471370543
59,2.458761260281126,1350.118211012616,695.1414446434732
60,2.500435179946908,1340.7936448317266,706.810142149892
61,2.5421090996126896,1336.8567850606385,718.4788396563109
62,2.583783019278472,1339.2408694820763,730.1475371627298
63,2.625456938944253,1347.3749624398997,741.8162346691487
64,2.6671308586100357,1357.9549142263945,753.4849321755676
65,2.708804778275817,1380.928905567085,765.1536296819864
66,2.750478697941599,1382.3399735030553,776.8223271884053
67,2.7921526176073805,1388.262452879148,788.4910246948242
68,2.833826537273162,1396.1089311079504,800.1597222012431
69,2.875500456938944,1403.9947859757388,811.828419707662
