frame,t,cx,x
0,0.0,1898.6848406110478,0.0
1,0.0416739196657818,1531.8828500600948,0.0
2,0.0833478393315636,1232.337884283684,0.0
3,0.1250217589973454,1000.0499432818148,0.0
4,0.1666956786631272,835.0190270544877,0.0
5,0.208369598328909,737.2451356017023,2.084058696372042
6,0.2500435179946908,706.7282689234572,6.252176089116126
7,0.2917174376604726,768.2861870185455,12.504352178232253
8,0.3333913573262544,945.0715007648572,20.84058696372042
9,0.3750652769920362,1232.0715993601088,31.260880445580632
10,0.416739196657818,1446.9847710882823,42.92957795199953
11,0.4584131163235997,1609.3679327264483,54.59827545841844
12,0.5000870359893816,1603.6869536713236,66.26697296483735
13,0.5417609556551634,1622.0237081034152,77.93567047125626
14,0.5834348753209452,1749.671274038456,89.60436797767517
15,0.625108794986727,1735.5779696377786,101.27306548409408
16,0.6667827146525088,1689.3788550316817,112.94176299051298
17,0.7084566343182905,1713.2885050740222,124.61046049693189
18,0.7501305539840724,1605.0178350701985,136.2791580033508
19,0.7918044736498542,1608.3757588846652,147.9478555097697
20,0.833478393315636,1629.7923481547698,159.61655301618862
21,0.8751523129814178,1640.542856923345,171.28525052260753
22,0.9168262326471996,1650.551447088063,182.95394802902644
23,0.9585001523129814,1708.5934213491535,194.62264553544534
24,1.0001740719787633,1675.4399482353533,206.29134304186425
25,1.041847991644545,1710.0939019476564,217.96004054828316
26,1.0835219113103267,1907.4899304796706,229.62873805470207
27,1.1251958309761083,1854.2255756938316,241.29743556112098
28,1.1668697506418904,1812.1282608992515,252.9661330675399
29,1.2085436703076722,1633.1852216387078,264.63483057395877
30,1.250217589973454,1488.008424558835,276.30352808037765
31,1.2918915096392358,1513.337728433671,287.9722255867965
32,1.3335654293050176,1371.4354384629,297.55686439684337
33,1.3752393489707997,1199.1197364647035,309.22556190326225
34,1.416913268636581,1201.2582470020177,320.8942594096811
35,1.458587188302363,1167.6278289581476,330.47889821972797
36,1.5002611079681447,984.7593464884694,337.97947833340277
37,1.5419350276339263,1026.2994323943847,347.5641171434496
38,1.5836089472997084,971.1400931831811,355.0646972571244
39,1.6252828669654902,765.766119576832,360.48121867442717
40,1.666956786631272,821.0657737038327,367.98179878810197
41,1.7086307062970538,710.3421706619774,377.5664375981488
42,1.7503046259628356,842.1953210363829,389.2351351045677
43,1.7919785456286177,1059.8285342129761,400.90383261098657
44,1.833652465294399,1037.8418489469482,412.57253011740545
45,1.875326384960181,1174.6727814574306,424.24122762382433
46,1.9170003046259627,1400.730422653514,435.9099251302432
47,1.9586742242917443,1427.0007865212137,447.5786226366621
48,2.0003481439575266,1429.1391140597639,459.24732014308097
49,2.042022063623308,1537.8867135214591,470.91601764949985
50,2.08369598328909,1373.4000030730945,482.58471515591873
51,2.125369902954872,1351.7293760926532,494.2534126623376
52,2.167043822620653,1401.8272798978323,505.9221101687565
53,2.2087177422864355,1437.1762319711493,517.5908076751754
54,2.250391661952217,1406.987417367784,529.2595051815942
55,2.292065581617999,1367.018889313807,540.9282026880131
56,2.3337395012837807,1334.211548705197,552.596900194432
57,2.3754134209495628,1417.090984211097,564.2655977008509
58,2.4170873406153444,1465.1975626912106,575.9342952072698
59,2.458761260281126,1483.5688058279566,587.6029927136886
60,2.500435179946908,1563.9042661440074,599.2716902201075
61,2.5421090996126896,1592.7633363950454,610.9403877265264
62,2.583783019278472,1601.3564948235307,622.6090852329453
63,2.625456938944253,1670.6753535770818,634.2777827393642
64,2.6671308586100357,1756.5451643083425,645.946480245783
65,2.708804778275817,1766.0057398655977,657.6151777522019
66,2.750478697941599,1730.8598769394616,669.2838752586208
67,2.7921526176073805,1888.7322681133505,680.9525727650397
68,2.833826537273162,1819.0291987065611,692.6212702714586
69,2.875500456938944,1765.5842945659024,704.2899677778775
70,2.917174376604726,1655.0288299347085,713.8746065879243
71,2.958848296270508,1530.3399110807359,721.3751867015991
72,3.000522215936289,1456.7770868047924,730.9598255116459
73,3.0421961356020715,1398.0522908030648,742.6285230180648
74,3.083870055267853,1328.5034717479746,754.2972205244837
75,3.125543974933635,1312.4309379737654,765.9659180309026
76,3.1672178945994167,1432.4437691214991,777.6346155373215
77,3.2088918142651983,1520.8197460041133,789.3033130437403
78,3.2505657339309804,1530.3697356110638,800.9720105501592
79,3.292239653596762,1598.912023904435,812.6407080565781
80,3.333913573262544,1424.794502738468,822.2253468666249
81,3.3755874929283256,1421.8445660784485,833.8940443730438
82,3.417261412594108,1411.5272566788635,845.5627418794627
83,3.4589353322598893,1466.9215847628886,857.2314393858816
84,3.5006092519256717,1416.1485365220674,868.9001368923005
85,3.542283171591453,1445.75349180848,880.5688343987193
86,3.583957091257235,1429.1663579340536,892.2375319051382
87,3.625631010923017,1381.0732400533993,903.9062294115571
88,3.667304930588798,1467.3560125177514,915.574926917976
89,3.70897885025458,1321.2966654317322,925.1595657280228
90,3.750652769920362,1168.7128948931893,932.6601458416976
91,3.792326689586144,1117.150428611912,938.0766672590004
92,3.834000609251925,1116.314879944271,945.5772473726752
93,3.875674528917708,1199.9244243915227,955.161886182722
94,3.917348448583489,1284.3162927160688,966.8305836891409
95,3.959022368249271,1530.7340373859493,978.4992811955598
96,4.000696287915053,1467.419156161217,990.1679787019787
97,4.042370207580834,1516.8611595313819,1001.8366762083975
98,4.084044127246616,1485.8932157929917,1011.4213150184444
99,4.125718046912398,1427.312026230601,1023.0900125248633
100,4.16739196657818,1462.672536569871,1034.7587100312821
101,4.209065886243962,1399.100620936676,1046.4274075377011
102,4.250739805909744,1440.8463885967503,1058.0961050441201
103,4.292413725575526,1486.135038789331,1069.7648025505391
104,4.334087645241307,1560.955364093909,1081.433500056958
105,4.375761564907089,1648.3248470279668,1093.102197563377
106,4.417435484572871,1761.6834674114893,1104.770895069796
107,4.459109404238652,1899.5327250874068,1116.439592576215
108,4.500783323904434,1789.8668366545508,1128.108290082634
109,4.542457243570216,1784.334585336533,1139.776987589053
110,4.584131163235998,1790.0059012032834,1151.445685095472
111,4.625805082901779,1928.5241408981583,1163.114382601891
112,4.667479002567561,1939.592101623956,1174.78308010831
113,4.709152922233344,1845.8916015624945,1184.367718918357
114,4.7508268418991255,1671.0614247355375,1191.868299032032
115,4.792500761564907,1423.9312308784922,1197.2848204493348
116,4.834174681230689,1149.5649832345352,1200.6172831702656
117,4.875848600896471,865.4784837202565,1201.8656871948244
118,4.917522520562252,596.0325509451468,1201.0300325230112
119,4.959196440228034,290.7667160567695,1198.110319154826
120,5.000870359893816,150.73518424934403,1193.1065470902686
121,5.042544279559598,89.88259108750114,1186.0187163293392
122,5.084218199225379,48.63550999781456,1176.8468268720378
123,5.125892118891161,284.58812804322054,1165.5908787183641
124,5.167566038556943,364.68515633536276,1153.9221812119451
125,5.2092399582227245,342.70689605499376,1142.2534837055262
126,5.2509138778885065,374.18577778422633,1130.5847861991072
127,5.2925877975542885,445.29730363325507,1118.9160886926882
128,5.334261717220071,541.6548053234591,1107.2473911862692
129,5.375935636885852,648.9116250418263,1097.6627523762222
130,5.417609556551634,830.5388836627214,1090.1621722625473
131,5.459283476217416,915.984439876527,1084.7456508452444
132,5.500957395883198,1028.8381266560557,1077.2450707315695
133,5.542631315548979,999.2887551901192,1067.6604319215226
134,5.584305235214761,883.5426191850114,1055.9917344151036
135,5.625979154880543,853.4109074519205,1044.3230369086846
136,5.667653074546324,673.1680955153224,1032.6543394022656
137,5.709326994212106,289.6097779173943,1020.9856418958467
138,5.751000913877888,136.676738178813,1009.3169443894278
139,5.79267483354367,258.63120509861164,997.6482468830089
140,5.834348753209452,247.24125618034245,985.9795493765901
141,5.876022672875234,383.55594149502724,976.3949105665432
142,5.917696592541016,657.5944055944036,968.8943304528684
143,5.959370512206798,889.1188811188783,963.4778090355657
144,6.001044431872579,1267.2692307692269,960.1453463146349
145,6.042718351538361,1434.6608391608347,958.8969422900763
146,6.084392271204143,1447.363636363632,959.7325969618896
147,6.126066190869924,1435.7027972027927,958.4841929373309
148,6.167740110535706,1375.1783216783174,955.1517302164002
149,6.209414030201488,1241.5244755244717,949.7352087990974
150,6.25108794986727,1299.6254814521376,946.4027460781667
151,6.292761869533051,1416.8861152275415,945.154342053608
152,6.334435789198833,1304.36014327469,945.9899967254214
153,6.376109708864616,1425.4691469419208,948.9097100936068
154,6.417783628530397,1518.428911115735,953.9134821581642
155,6.459457548196179,1592.8752979198484,961.0013129190937
156,6.501131467861961,1602.3448789369763,966.0050849836512
157,6.542805387527743,1389.16450724568,968.9247983518366
158,6.584479307193524,1265.3275586108189,969.7604530236499
159,6.626153226859306,1119.6417253400862,968.5120489990912
160,6.667827146525088,1019.4541643049301,965.1795862781605
161,6.70950106619087,965.0787370588366,959.7630648608578
162,6.751174985856651,957.2281737427581,956.430602139927
163,6.792848905522433,1061.239323542665,955.1821981153684
164,6.834522825188215,1147.739006415944,956.0178527871817
165,6.8761967448539965,1225.4593872923913,958.9375661553671
166,6.9178706645197785,1166.7800852101964,959.7732208271805
167,6.9595445841855605,965.082718429029,958.5248168026218
168,7.001218503851343,763.6255266949823,955.1923540816911
169,7.042892423517124,755.2258258099298,949.7758326643883
170,7.084566343182906,668.9021405840233,942.2752525507135
171,7.126240262848688,518.7925564425793,932.6906137406667
172,7.16791418251447,432.7758635407548,921.0219162342478
173,7.209588102180251,532.6957094419237,911.4372774242009
174,7.251262021846033,683.9895437814118,903.9366973105261
175,7.292935941511815,886.4585281051927,898.5201758932234
176,7.334609861177596,996.9929348605465,895.1877131722927
177,7.376283780843378,1065.100782274363,893.939309147734
178,7.41795770050916,1079.1726791275098,890.6068464268033
179,7.459631620174942,1024.6405029296843,885.1903250095005
180,7.501305539840724,1040.8405044662336,877.6897448958257
181,7.542979459506506,1058.903760789988,868.1051060857789
182,7.584653379172288,927.4389119181571,856.43640857936
183,7.626327298838069,855.1283565067718,844.7677110729411
184,7.668001218503851,772.555779730521,833.0990135665222
185,7.709675138169633,814.3205617624537,821.4303160601033
186,7.751349057835415,795.2842390153767,809.7616185536845
187,7.793022977501196,720.7055527480311,798.0929210472656
188,7.834696897166978,702.4382473605475,786.4242235408467
189,7.87637081683276,826.9584427413382,776.8395847307999
190,7.918044736498542,852.9542944848095,765.170887224381
191,7.959718656164323,866.1272766540075,753.5021897179621
192,8.001392575830106,847.4042486444193,741.8334922115432
193,8.043066495495887,832.0082700502596,730.1647947051243
194,8.084740415161669,843.0143389935233,718.4960971987055
195,8.126414334827452,833.6567212084765,706.8273996922866
196,8.168088254493233,803.9861159958181,695.1587021858677
197,8.209762174159014,753.9399379916936,683.4900046794488
198,8.251436093824797,683.5384640993751,671.8213071730299
199,8.293110013490578,592.6388630900332,660.152609666611
200,8.33478393315636,603.5864146839469,648.4839121601922
201,8.376457852822142,671.8916083916063,636.8152146537733
202,8.418131772487923,597.8883602969279,625.1465171473544
203,8.459805692153704,484.1853146853133,613.4778196409355
204,8.501479611819487,507.20024098216084,601.8091221345167
205,8.543153531485268,549.5410839160822,590.1404246280978
206,8.584827451151051,601.845146125845,578.4717271216789
207,8.626501370816833,621.9155749340972,566.80302961526
208,8.668175290482614,628.078768003235,555.1343321088411
209,8.709849210148397,621.2836764675735,543.4656346024223
210,8.751523129814178,605.3282020408772,531.7969370960034
211,8.793197049479959,575.5682898034564,520.1282395895845
212,8.834870969145742,532.1077599158638,508.4595420831656
213,8.876544888811523,475.34581623210624,496.79084457674674
214,8.918218808477304,404.99204921055383,485.12214707032786
215,8.959892728143087,321.0954099001575,473.453449563909
216,9.001566647808868,379.9688353638537,461.7847520574901
217,9.043240567474651,364.82409134444543,450.1160545510712
218,9.084914487140432,349.3982620772771,438.44735704465234
219,9.126588406806214,335.08114367931773,426.77865953823346
220,9.168262326471996,319.06099524864686,415.1099620318146
221,9.209936246137778,304.3215558245456,403.4412645253957
222,9.25161016580356,292.1371502642856,391.7725670189768
223,9.293284085469342,277.3133743392829,380.10386951255794
224,9.334958005135125,264.8705060198582,368.43517200613906
225,9.376631924800904,249.770204984224,356.7664744997202
226,9.418305844466689,229.7470086371141,345.0977769933013
227,9.459979764132468,210.7705233914029,333.4290794868824
228,9.501653683798253,192.7428471491881,321.76038198046354
229,9.543327603464032,177.9378728799881,310.09168447404465
230,9.585001523129812,159.6213325553836,298.4229869676258
231,9.626675442795596,143.03193264407668,286.7542894612069
232,9.668349362461376,128.28222554880384,275.085591954788
233,9.71002328212716,115.0076523894193,263.41689444836913
234,9.751697201792942,103.02007656497524,251.74819694195023
235,9.793371121458724,92.28053737186856,240.07949943553132
236,9.835045041124504,83.13264481337728,228.4108019291124
237,9.876718960790289,68.89807849163755,216.7421044226935
238,9.918392880456068,52.56984497283706,205.0734069162746
239,9.96006680012185,40.403189012220565,193.40470940985568
240,10.001740719787632,30.29671200838947,181.73601190343678
241,10.043414639453411,22.638525849455654,170.06731439701787
242,10.085088559119196,12.85870003866979,158.39861689059896
243,10.126762478784975,7.813878519551715,146.72991938418005
244,10.168436398450758,5.010695290732203,135.06122187776114
245,10.21011031811654,3.9405594405594293,123.39252437134223
246,10.251784237782324,4.115384615384603,111.72382686492332
247,10.293458157448104,18.50865384615379,100.05512935850442
