frame,time,center_x,center_y,view_w,view_h,crop_x,crop_y,crop_w,crop_h,ball_x,ball_y,speed,visible,conf,miss_streak,occlusion_frames
271,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,272
272,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,273
273,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,274
274,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,275
275,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,276
276,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,277
277,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,278
278,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,279
279,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,280
280,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,281
281,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,282
282,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,283
283,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,284
284,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,285
285,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,286
286,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,287
287,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,288
288,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,289
289,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,290
290,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,291
291,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,292
292,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,293
293,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,294
294,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,295
295,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,296
296,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,297
297,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,298
298,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,299
299,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,300
300,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,301
301,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,302
302,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,303
303,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,304
304,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,305
305,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,306
306,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,307
307,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,308
308,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,309
309,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,310
310,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,311
311,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,312
312,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,313
313,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,314
314,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,315
315,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,316
316,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,317
317,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,318
318,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,319
319,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,320
320,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,321
321,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,322
322,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,323
323,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,324
324,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,325
325,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,326
326,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,327
327,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,328
328,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,329
329,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,330
330,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,331
331,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,332
332,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,333
333,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,334
334,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,335
335,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,336
336,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,337
337,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,338
338,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,339
339,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,340
340,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,341
341,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,342
342,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,343
343,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,344
344,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,345
345,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,346
346,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,347
347,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,348
348,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,349
349,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,350
350,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,351
351,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,352
352,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,353
353,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,354
354,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,355
355,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,356
356,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,357
357,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,358
358,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,359
359,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,360
360,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,361
361,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,362
362,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,363
363,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,364
364,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,365
365,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,366
366,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,367
367,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,368
368,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,369
369,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,370
370,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,371
371,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,372
372,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,373
373,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,374
374,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,375
375,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,376
376,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,377
377,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,378
378,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,379
379,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,380
380,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,381
381,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,382
382,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,383
383,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,384
384,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,385
385,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,386
386,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,387
387,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,388
388,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,389
389,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,390
390,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,391
391,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,392
392,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,393
393,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,394
394,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,395
395,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,396
396,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,397
397,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,398
398,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,399
399,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,400
400,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,401
401,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,402
402,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,403
403,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,404
404,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,405
405,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,406
406,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,407
407,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,408
408,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,409
409,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,410
410,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,411
411,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,412
412,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,413
413,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,414
414,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,415
415,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,416
416,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,417
417,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,418
418,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,419
419,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,420
420,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,421
421,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,422
422,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,423
423,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,424
424,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,425
425,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,426
426,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,427
427,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,428
428,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,429
429,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,430
430,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,431
431,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,432
432,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,433
433,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,434
434,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,435
435,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,436
436,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,437
437,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,438
438,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,439
439,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,440
440,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,441
441,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,442
442,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,443
443,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,444
444,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,445
445,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,446
446,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,447
447,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,448
448,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,449
449,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,450
450,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,451
451,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,452
452,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,453
453,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,454
454,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,455
455,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,456
456,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,457
457,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,458
458,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,459
459,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,460
460,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,461
461,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,462
462,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,463
463,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,464
464,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,465
465,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,466
466,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,467
467,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,468
468,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,469
469,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,470
470,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,471
471,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,472
472,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,473
473,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,474
474,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,475
475,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,476
476,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,477
477,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,478
478,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,479
479,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,480
480,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,481
481,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,482
482,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,483
483,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,484
484,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,485
485,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,486
486,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,487
487,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,488
488,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,489
489,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,490
490,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,491
491,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,492
492,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,493
493,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,494
494,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,495
495,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,496
496,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,497
497,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,498
498,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,499
499,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,500
500,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,501
501,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,502
502,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,503
503,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,504
504,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,505
505,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,506
506,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,507
507,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,508
508,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,509
509,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,510
510,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,511
511,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,512
512,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,513
513,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,514
514,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,515
515,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,516
516,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,517
517,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,518
518,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,519
519,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,520
520,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,521
521,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,522
522,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,523
523,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,524
524,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,525
525,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,526
526,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,527
527,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,528
528,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,529
529,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,530
530,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,531
531,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,532
532,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,533
533,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,534
534,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,535
535,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,536
536,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,537
537,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,538
538,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,539
539,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,540
540,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,541
541,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,542
542,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,543
543,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,544
