frame,time,center_x,center_y,view_w,view_h,crop_x,crop_y,crop_w,crop_h,ball_x,ball_y,speed,visible,conf,miss_streak,occlusion_frames
146,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,147
147,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,148
148,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,149
149,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,150
150,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,151
151,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,152
152,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,153
153,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,154
154,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,155
155,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,156
156,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,157
157,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,158
158,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,159
159,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,160
160,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,161
161,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,162
162,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,163
163,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,164
164,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,165
165,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,166
166,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,167
167,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,168
168,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,169
169,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,170
170,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,171
171,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,172
172,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,173
173,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,174
174,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,175
175,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,176
176,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,177
177,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,178
178,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,179
179,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,180
180,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,181
181,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,182
182,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,183
183,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,184
184,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,185
185,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,186
186,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,187
187,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,188
188,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,189
189,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,190
190,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,191
191,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,192
192,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,193
193,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,194
194,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,195
195,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,196
196,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,197
197,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,198
198,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,199
199,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,200
200,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,201
201,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,202
202,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,203
203,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,204
204,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,205
205,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,206
206,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,207
207,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,208
208,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,209
209,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,210
210,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,211
211,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,212
212,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,213
213,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,214
214,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,215
215,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,216
216,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,217
217,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,218
218,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,219
219,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,220
220,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,221
221,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,222
222,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,223
223,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,224
224,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,225
225,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,226
226,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,227
227,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,228
228,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,229
229,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,230
230,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,231
231,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,232
232,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,233
233,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,234
234,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,235
235,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,236
236,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,237
237,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,238
238,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,239
239,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,240
240,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,241
241,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,242
242,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,243
243,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,244
244,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,245
245,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,246
246,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,247
247,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,248
248,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,249
249,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,250
250,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,251
251,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,252
252,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,253
253,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,254
254,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,255
255,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,256
256,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,257
257,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,258
258,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,259
259,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,260
260,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,261
261,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,262
262,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,263
263,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,264
264,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,265
265,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,266
266,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,267
267,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,268
268,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,269
269,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,270
270,,328.32000000000005,540.0,657,1080,0,0,657,1080,0.0,0.0,0.0,0,0.0,0,271
