"Frame","TimeSec","Count","LatencyMs"
"180","3035.51336828309","1","34"
"181","3035.55478374836","1","34"
"182","3035.59619921363","1","35.8"
"183","3035.6376146789","1","48.1"
"184","3035.67903014417","1","34.4"
"185","3035.72044560944","1","36"
"186","3035.7618610747","1","34"
"187","3035.80327653997","1","34.1"
"188","3035.84469200524","1","34.4"
"189","3035.88610747051","1","31.3"
"190","3035.92752293578","1","33.9"
"191","3035.96893840105","1","33.1"
"192","3036.01035386632","1","35"
"193","3036.05176933159","1","33.6"
"194","3036.09318479685","1","33.8"
"195","3036.13460026212","1","34.5"
"196","3036.17601572739","1","33.1"
"197","3036.21743119266","1","43.7"
"198","3036.25884665793","1","38.1"
"199","3036.3002621232","1","37.5"
"200","3036.34167758847","1","32.6"
"201","3036.38309305374","1","32.3"
"202","3036.424508519","1","33.7"
"203","3036.46592398427","1","34.5"
"204","3036.50733944954","1","37.1"
"205","3036.54875491481","1","37.9"
"206","3036.59017038008","1","37.3"
"207","3036.63158584535","1","36"
"208","3036.67300131062","1","32.8"
"209","3036.71441677588","1","33.9"
"210","3036.75583224115","1","34.4"
"211","3036.79724770642","1","35.7"
"212","3036.83866317169","1","33.7"
"213","3036.88007863696","1","35.5"
"214","3036.92149410223","1","34"
"215","3036.9629095675","1","31.9"
"216","3037.00432503277","1","35"
"217","3037.04574049803","1","34.9"
"218","3037.0871559633","1","34"
"219","3037.12857142857","1","32.6"
"220","3037.16998689384","1","33.5"
"221","3037.21140235911","1","33.2"
"222","3037.25281782438","1","33.8"
"223","3037.29423328965","1","33.3"
"224","3037.33564875491","1","34.1"
"225","3037.37706422018","1","33.7"
"226","3037.41847968545","1","33.7"
"227","3037.45989515072","1","35.5"
"228","3037.50131061599","1","33.9"
"229","3037.54272608126","1","33.7"
"230","3037.58414154653","1","33.6"
"231","3037.6255570118","1","33.3"
"232","3037.66697247706","1","33.6"
"233","3037.70838794233","1","33.4"
"234","3037.7498034076","1","64.8"
"235","3037.79121887287","1","42"
"236","3037.83263433814","1","38.1"
"237","3037.87404980341","1","33.8"
"238","3037.91546526868","1","33.4"
"239","3037.95688073394","1","34.1"
"240","3037.99829619921","1","33.2"
"241","3038.03971166448","1","31.2"
"242","3038.08112712975","1","33.3"
"243","3038.12254259502","1","33.8"
"244","3038.16395806029","1","33.4"
"245","3038.20537352556","1","33.2"
"246","3038.24678899083","1","34.4"
"247","3038.28820445609","1","35"
"248","3038.32961992136","1","34.8"
"249","3038.37103538663","1","33.2"
"250","3038.4124508519","1","32.7"
"251","3038.45386631717","1","31.2"
"252","3038.49528178244","1","34.3"
"253","3038.53669724771","1","33.4"
"254","3038.57811271297","1","35.3"
"255","3038.61952817824","1","33.5"
"256","3038.66094364351","1","32.7"
"257","3038.70235910878","1","33.8"
"258","3038.74377457405","1","33.6"
"259","3038.78519003932","1","32.6"
"260","3038.82660550459","1","33.5"
"261","3038.86802096986","1","35.3"
"262","3038.90943643512","1","34.2"
"263","3038.95085190039","1","35.5"
"264","3038.99226736566","1","32.8"
"265","3039.03368283093","1","40.7"
"266","3039.0750982962","1","46.1"
"267","3039.11651376147","1","34.6"
"268","3039.15792922674","1","32.2"
"269","3039.19934469201","1","34"
"270","3039.24076015727","1","33.6"
"271","3039.28217562254","1","32.8"
"272","3039.32359108781","1","33.2"
"273","3039.36500655308","1","34.5"
"274","3039.40642201835","1","44"
"275","3039.44783748362","1","49.7"
"276","3039.48925294889","1","37.4"
"277","3039.53066841415","1","35.1"
"278","3039.57208387942","1","36.7"
"279","3039.61349934469","1","33.9"
"280","3039.65491480996","1","34.8"
"281","3039.69633027523","1","34.7"
"282","3039.7377457405","1","34.9"
"283","3039.77916120577","1","35.1"
"284","3039.82057667104","1","31.8"
"285","3039.8619921363","1","32.8"
"286","3039.90340760157","1","34"
"287","3039.94482306684","1","33.8"
"288","3039.98623853211","1","32.7"
"289","3040.02765399738","1","32.3"
"290","3040.06906946265","1","32.7"
"291","3040.11048492792","1","35.2"
"292","3040.15190039318","1","38.9"
"293","3040.19331585845","1","36.6"
"294","3040.23473132372","1","33.6"
"295","3040.27614678899","1","32.7"
"296","3040.31756225426","1","32.2"
"297","3040.35897771953","1","34.6"
"298","3040.4003931848","1","33.5"
"299","3040.44180865007","1","33.5"
"300","3040.48322411533","1","34.7"
"301","3040.5246395806","1","34.7"
"302","3040.56605504587","1","33.7"
"303","3040.60747051114","1","33"
"304","3040.64888597641","1","32.4"
"305","3040.69030144168","1","37"
"306","3040.73171690695","1","31.9"
"307","3040.77313237221","1","34.1"
"308","3040.81454783748","1","34.9"
"309","3040.85596330275","1","33"
"310","3040.89737876802","1","32"
"311","3040.93879423329","1","35"
"312","3040.98020969856","1","32.7"
"313","3041.02162516383","1","34.1"
"314","3041.0630406291","1","33.9"
"315","3041.10445609436","1","33.6"
"316","3041.14587155963","1","32.6"
"317","3041.1872870249","1","36.2"
"318","3041.22870249017","1","33.4"
"319","3041.27011795544","1","39.4"
"320","3041.31153342071","1","38"
"321","3041.35294888598","1","31.7"
"322","3041.39436435124","1","34.3"
"323","3041.43577981651","1","34.4"
"324","3041.47719528178","1","32.7"
"325","3041.51861074705","1","67.2"
"326","3041.56002621232","1","35.8"
"327","3041.60144167759","1","33.5"
"328","3041.64285714286","1","33.4"
"329","3041.68427260813","1","34.3"
"330","3041.72568807339","1","32.4"
"331","3041.76710353866","1","36.5"
"332","3041.80851900393","1","35.3"
"333","3041.8499344692","1","37.3"
"334","3041.89134993447","1","32.6"
"335","3041.93276539974","1","34.9"
"336","3041.97418086501","1","36.4"
"337","3042.01559633028","1","36.3"
"338","3042.05701179554","1","33.3"
"339","3042.09842726081","1","33"
"340","3042.13984272608","1","34.5"
"341","3042.18125819135","1","33.8"
"342","3042.22267365662","1","37.8"
"343","3042.26408912189","1","37.2"
"344","3042.30550458716","1","39.6"
"345","3042.34692005242","1","38.2"
"346","3042.38833551769","1","34.7"
"347","3042.42975098296","1","35.6"
"348","3042.47116644823","1","34"
"349","3042.5125819135","1","33.5"
"350","3042.55399737877","1","33.9"
"351","3042.59541284404","1","33.9"
"352","3042.63682830931","1","33.7"
"353","3042.67824377457","1","32.1"
"354","3042.71965923984","1","35"
"355","3042.76107470511","1","33.5"
"356","3042.80249017038","1","35"
"357","3042.84390563565","1","33.6"
"358","3042.88532110092","1","32.3"
"359","3042.92673656619","1","34.1"
"360","3042.96815203145","1","33.6"
"361","3043.00956749672","1","33.7"
"362","3043.05098296199","1","32.1"
"363","3043.09239842726","1","34.5"
"364","3043.13381389253","1","32.9"
"365","3043.1752293578","1","33.7"
"366","3043.21664482307","1","34.4"
"367","3043.25806028834","1","34.6"
"368","3043.2994757536","1","34.1"
"369","3043.34089121887","1","32.6"
"370","3043.38230668414","1","34.2"
"371","3043.42372214941","1","35.2"
"372","3043.46513761468","1","32.6"
"373","3043.50655307995","1","34.5"
"374","3043.54796854522","1","40.2"
"375","3043.58938401048","1","38.9"
"376","3043.63079947575","1","36.2"
"377","3043.67221494102","1","33.5"
"378","3043.71363040629","1","35.8"
"379","3043.75504587156","1","33.8"
"380","3043.79646133683","1","32.6"
"381","3043.8378768021","1","33.7"
"382","3043.87929226737","1","34.3"
"383","3043.92070773263","1","33.4"
"384","3043.9621231979","1","62.8"
"385","3044.00353866317","1","35.8"
"386","3044.04495412844","1","32.6"
"387","3044.08636959371","1","33.1"
"388","3044.12778505898","1","33"
"389","3044.16920052425","1","32.6"
"390","3044.21061598951","1","35.9"
"391","3044.25203145478","1","32.6"
"392","3044.29344692005","1","33.7"
"393","3044.33486238532","1","33.9"
"394","3044.37627785059","1","32.4"
"395","3044.41769331586","1","34.5"
"396","3044.45910878113","1","34.6"
"397","3044.5005242464","1","33.7"
"398","3044.54193971166","1","34.7"
"399","3044.58335517693","1","32.6"
"400","3044.6247706422","1","33.2"
"401","3044.66618610747","1","34"
"402","3044.70760157274","1","37.9"
"403","3044.74901703801","1","59.9"
"404","3044.79043250328","1","78"
"405","3044.83184796854","1","38.9"
"406","3044.87326343381","1","36.2"
"407","3044.91467889908","1","33.2"
"408","3044.95609436435","1","34.2"
"409","3044.99750982962","1","34"
"410","3045.03892529489","1","31.7"
"411","3045.08034076016","1","32.8"
"412","3045.12175622543","1","33.5"
"413","3045.16317169069","1","34.8"
"414","3045.20458715596","1","32.5"
"415","3045.24600262123","1","34.6"
"416","3045.2874180865","1","35.5"
"417","3045.32883355177","1","34.3"
"418","3045.37024901704","1","32.8"
"419","3045.41166448231","1","34.2"
"420","3045.45307994758","1","33.8"
"421","3045.49449541284","1","32.7"
"422","3045.53591087811","1","33.5"
"423","3045.57732634338","1","34.6"
"424","3045.61874180865","1","33"
"425","3045.66015727392","1","32.3"
"426","3045.70157273919","1","31.8"
"427","3045.74298820446","1","34.4"
"428","3045.78440366972","1","35.1"
"429","3045.82581913499","1","34.9"
"430","3045.86723460026","1","33.8"
"431","3045.90865006553","1","42.8"
"432","3045.9500655308","1","39.7"
"433","3045.99148099607","1","48.8"
"434","3046.03289646134","1","31.5"
"435","3046.07431192661","1","33.4"
"436","3046.11572739187","1","32.8"
"437","3046.15714285714","1","32.4"
"438","3046.19855832241","1","33.8"
"439","3046.23997378768","1","32.8"
"440","3046.28138925295","1","32.3"
"441","3046.32280471822","1","32.3"
"442","3046.36422018349","1","33"
"443","3046.40563564875","1","36.1"
"444","3046.44705111402","1","34.4"
"445","3046.48846657929","1","35.1"
"446","3046.52988204456","1","32.3"
"447","3046.57129750983","1","34.2"
"448","3046.6127129751","1","34.4"
"449","3046.65412844037","1","32.1"
"450","3046.69554390564","1","32.6"
"451","3046.7369593709","1","80.2"
"452","3046.77837483617","1","33.9"
"453","3046.81979030144","1","32.7"
"454","3046.86120576671","1","32.5"
"455","3046.90262123198","1","32.7"
"456","3046.94403669725","1","32.9"
"457","3046.98545216252","1","33.1"
"458","3047.02686762779","1","34.3"
"459","3047.06828309305","1","39.9"
"460","3047.10969855832","1","35.2"
"461","3047.15111402359","1","40.4"
"462","3047.19252948886","1","41.4"
"463","3047.23394495413","1","33.3"
"464","3047.2753604194","1","31.7"
"465","3047.31677588467","1","29.9"
"466","3047.35819134993","1","33.4"
"467","3047.3996068152","1","32.9"
"468","3047.44102228047","1","32.5"
"469","3047.48243774574","1","31.6"
"470","3047.52385321101","1","31.9"
"471","3047.56526867628","1","33.9"
"472","3047.60668414155","1","33.5"
"473","3047.64809960681","1","33.2"
"474","3047.68951507208","1","34.7"
"475","3047.73093053735","1","32.4"
"476","3047.77234600262","1","33.9"
"477","3047.81376146789","1","32.7"
"478","3047.85517693316","1","34.2"
"479","3047.89659239843","1","33.4"
"480","3047.9380078637","1","33.9"
"481","3047.97942332896","1","34.7"
"482","3048.02083879423","1","36.9"
"483","3048.0622542595","1","33.1"
"484","3048.10366972477","1","32.4"
"485","3048.14508519004","1","34.4"
"486","3048.18650065531","1","34.1"
"487","3048.22791612058","1","34.4"
"488","3048.26933158585","1","33.4"
"489","3048.31074705111","1","33.7"
"490","3048.35216251638","1","43.9"
"491","3048.39357798165","1","42"
"492","3048.43499344692","1","35.3"
"493","3048.47640891219","1","33"
"494","3048.51782437746","1","32.2"
"495","3048.55923984273","1","34"
"496","3048.60065530799","1","35.8"
"497","3048.64207077326","1","34"
"498","3048.68348623853","1","32.3"
"499","3048.7249017038","1","35.8"
"500","3048.76631716907","1","32.6"
"501","3048.80773263434","1","35.8"
"502","3048.84914809961","1","31.8"
"503","3048.89056356488","1","33.3"
"504","3048.93197903014","1","32.2"
"505","3048.97339449541","1","33.7"
"506","3049.01480996068","1","35.4"
"507","3049.05622542595","1","32.8"
"508","3049.09764089122","1","31.9"
"509","3049.13905635649","1","33.2"
"510","3049.18047182176","1","32.9"
"511","3049.22188728702","1","34.2"
"512","3049.26330275229","1","33.1"
"513","3049.30471821756","1","34"
"514","3049.34613368283","1","32.9"
"515","3049.3875491481","1","32.2"
"516","3049.42896461337","1","32.7"
"517","3049.47038007864","1","35.1"
"518","3049.51179554391","1","76.5"
"519","3049.55321100917","1","39.2"
"520","3049.59462647444","1","36.5"
"521","3049.63604193971","1","33"
"522","3049.67745740498","1","32.6"
"523","3049.71887287025","1","33.8"
"524","3049.76028833552","1","34"
"525","3049.80170380079","1","32.6"
"526","3049.84311926606","1","33.4"
"527","3049.88453473132","1","32.5"
"528","3049.92595019659","1","33.2"
"529","3049.96736566186","1","33.5"
"530","3050.00878112713","1","34.6"
"531","3050.0501965924","1","32.4"
"532","3050.09161205767","1","31.1"
"533","3050.13302752294","1","32.2"
"534","3050.1744429882","1","32.7"
"535","3050.21585845347","1","34.5"
"536","3050.25727391874","1","34.3"
"537","3050.29868938401","1","70.9"
"538","3050.34010484928","1","46.7"
"539","3050.38152031455","1","35.9"
"540","3050.42293577982","1","32.3"
"541","3050.46435124509","1","33.3"
"542","3050.50576671035","1","30.7"
"543","3050.54718217562","1","32.6"
"544","3050.58859764089","1","32.7"
"545","3050.63001310616","1","36.3"
"546","3050.67142857143","1","33.4"
"547","3050.7128440367","1","32.9"
"548","3050.75425950197","1","40.6"
"549","3050.79567496723","1","41.2"
"550","3050.8370904325","1","37.7"
"551","3050.87850589777","1","33.8"
"552","3050.91992136304","1","33.7"
"553","3050.96133682831","1","35.2"
"554","3051.00275229358","1","33.1"
"555","3051.04416775885","1","33.7"
"556","3051.08558322411","1","31.9"
"557","3051.12699868938","1","33.6"
"558","3051.16841415465","1","35.1"
"559","3051.20982961992","1","34"
"560","3051.25124508519","1","34.9"
"561","3051.29266055046","1","35.5"
"562","3051.33407601573","1","34.4"
"563","3051.375491481","1","35.5"
"564","3051.41690694626","1","33.2"
"565","3051.45832241153","1","37.2"
"566","3051.4997378768","1","34.2"
"567","3051.54115334207","1","33.3"
"568","3051.58256880734","1","31.9"
"569","3051.62398427261","1","34.7"
"570","3051.66539973788","1","33"
"571","3051.70681520315","1","64.4"
"572","3051.74823066841","1","34"
"573","3051.78964613368","1","33"
"574","3051.83106159895","1","33.3"
"575","3051.87247706422","1","34.2"
"576","3051.91389252949","1","33.1"
"577","3051.95530799476","1","36.8"
"578","3051.99672346003","1","38.8"
"579","3052.03813892529","1","36.6"
"580","3052.07955439056","1","33.7"
"581","3052.12096985583","1","33.6"
"582","3052.1623853211","1","73.7"
"583","3052.20380078637","1","32.7"
"584","3052.24521625164","1","32.7"
"585","3052.28663171691","1","32"
"586","3052.32804718218","1","33.5"
"587","3052.36946264744","1","33.9"
"588","3052.41087811271","1","32.7"
"589","3052.45229357798","1","31.8"
"590","3052.49370904325","1","35.9"
"591","3052.53512450852","1","36.6"
"592","3052.57653997379","1","33.7"
"593","3052.61795543906","1","34"
"594","3052.65937090432","1","32.9"
"595","3052.70078636959","1","32.2"
"596","3052.74220183486","1","32.6"
"597","3052.78361730013","1","32.5"
"598","3052.8250327654","1","33.3"
"599","3052.86644823067","1","33.2"
"600","3052.90786369594","1","33.7"
"601","3052.94927916121","1","33.6"
"602","3052.99069462647","1","33"
"603","3053.03211009174","1","36.8"
"604","3053.07352555701","1","32.5"
"605","3053.11494102228","1","33.3"
"606","3053.15635648755","1","38.5"
"607","3053.19777195282","1","35.8"
"608","3053.23918741809","1","37.4"
"609","3053.28060288336","1","33.5"
"610","3053.32201834862","1","32.6"
"611","3053.36343381389","1","32.9"
"612","3053.40484927916","1","32.7"
"613","3053.44626474443","1","32.1"
"614","3053.4876802097","1","32.6"
"615","3053.52909567497","1","32.8"
"616","3053.57051114024","1","32.3"
"617","3053.6119266055","1","34.2"
"618","3053.65334207077","1","34.5"
"619","3053.69475753604","1","33.7"
"620","3053.73617300131","1","33.1"
"621","3053.77758846658","1","32.9"
"622","3053.81900393185","1","32.9"
"623","3053.86041939712","1","30.6"
"624","3053.90183486238","1","32.8"
"625","3053.94325032765","1","33.4"
"626","3053.98466579292","1","35.1"
"627","3054.02608125819","1","33.5"
"628","3054.06749672346","1","35.2"
"629","3054.10891218873","1","35.3"
"630","3054.150327654","1","32.3"
"631","3054.19174311927","1","33.1"
"632","3054.23315858453","1","34.7"
"633","3054.2745740498","1","35"
"634","3054.31598951507","1","38.1"
"635","3054.35740498034","1","37.6"
"636","3054.39882044561","1","32.1"
"637","3054.44023591088","1","32"
"638","3054.48165137615","1","33.7"
"639","3054.52306684142","1","37.1"
"640","3054.56448230668","1","33.3"
"641","3054.60589777195","1","34.8"
"642","3054.64731323722","1","32.9"
"643","3054.68872870249","1","34.1"
"644","3054.73014416776","1","50.4"
"645","3054.77155963303","1","33.7"
"646","3054.8129750983","1","35"
"647","3054.85439056356","1","33.4"
"648","3054.89580602883","1","33.3"
"649","3054.9372214941","1","34.6"
"650","3054.97863695937","1","35.2"
"651","3055.02005242464","1","32.7"
"652","3055.06146788991","1","33.7"
"653","3055.10288335518","1","35.6"
"654","3055.14429882045","1","33.8"
"655","3055.18571428571","1","33.4"
"656","3055.22712975098","1","36.3"
"657","3055.26854521625","1","34.4"
"658","3055.30996068152","1","32.1"
"659","3055.35137614679","1","33.6"
"660","3055.39279161206","1","32.5"
"661","3055.43420707733","1","35.6"
"662","3055.47562254259","1","35.3"
"663","3055.51703800786","1","42.1"
"664","3055.55845347313","1","39.6"
"665","3055.5998689384","1","32.8"
"666","3055.64128440367","1","32.8"
"667","3055.68269986894","1","35.6"
"668","3055.72411533421","1","32.9"
"669","3055.76553079948","1","39.5"
"670","3055.80694626474","1","52.5"
"671","3055.84836173001","1","38.8"
"672","3055.88977719528","1","36.2"
"673","3055.93119266055","1","30.7"
"674","3055.97260812582","1","31.8"
"675","3056.01402359109","1","32.2"
"676","3056.05543905636","1","31.7"
"677","3056.09685452163","1","33"
"678","3056.13826998689","1","32.8"
"679","3056.17968545216","1","31.6"
"680","3056.22110091743","1","34.9"
"681","3056.2625163827","1","36.2"
"682","3056.30393184797","1","32.6"
"683","3056.34534731324","1","34.6"
"684","3056.38676277851","1","32.1"
"685","3056.42817824377","1","33.9"
"686","3056.46959370904","1","32.4"
"687","3056.51100917431","1","34.4"
"688","3056.55242463958","1","32.5"
"689","3056.59384010485","1","45.8"
"690","3056.63525557012","1","36.5"
"691","3056.67667103539","1","39.3"
"692","3056.71808650066","1","39.8"
"693","3056.75950196592","1","34.4"
"694","3056.80091743119","1","33.8"
"695","3056.84233289646","1","32.8"
"696","3056.88374836173","1","34.1"
"697","3056.925163827","1","32.8"
"698","3056.96657929227","1","34.7"
"699","3057.00799475754","1","31.9"
"700","3057.0494102228","1","31.9"
"701","3057.09082568807","1","34"
"702","3057.13224115334","1","32.7"
"703","3057.17365661861","1","33.1"
"704","3057.21507208388","1","33.4"
"705","3057.25648754915","1","34.2"
"706","3057.29790301442","1","33"
"707","3057.33931847969","1","36.5"
"708","3057.38073394495","1","32.9"
"709","3057.42214941022","1","75.2"
"710","3057.46356487549","1","37.8"
"711","3057.50498034076","1","36.6"
"712","3057.54639580603","1","34.2"
"713","3057.5878112713","1","38.5"
"714","3057.62922673657","1","40.1"
"715","3057.67064220183","1","41.1"
"716","3057.7120576671","1","41.4"
"717","3057.75347313237","1","52.3"
"718","3057.79488859764","1","48.4"
"719","3057.83630406291","1","38.1"
"720","3057.87771952818","1","38.7"
"721","3057.91913499345","1","40.9"
"722","3057.96055045872","1","37.5"
"723","3058.00196592398","1","32.6"
"724","3058.04338138925","1","33"
"725","3058.08479685452","1","33.2"
"726","3058.12621231979","1","33.7"
"727","3058.16762778506","1","32.8"
"728","3058.20904325033","1","33.7"
"729","3058.2504587156","1","30.8"
"730","3058.29187418086","1","34.7"
"731","3058.33328964613","1","35.2"
"732","3058.3747051114","1","34"
"733","3058.41612057667","1","83.8"
"734","3058.45753604194","1","56.7"
"735","3058.49895150721","1","33.9"
"736","3058.54036697248","1","34.7"
"737","3058.58178243775","1","33.3"
"738","3058.62319790301","1","33.2"
"739","3058.66461336828","1","34.9"
"740","3058.70602883355","1","34.3"
"741","3058.74744429882","1","32.3"
"742","3058.78885976409","1","42.1"
"743","3058.83027522936","1","41.6"
"744","3058.87169069463","1","35.7"
"745","3058.9131061599","1","31.6"
"746","3058.95452162516","1","31.5"
"747","3058.99593709043","1","31.7"
"748","3059.0373525557","1","33.1"
"749","3059.07876802097","1","32.7"
"750","3059.12018348624","1","32.5"
"751","3059.16159895151","1","34"
"752","3059.20301441678","1","32.9"
"753","3059.24442988204","1","33.5"
"754","3059.28584534731","1","33.1"
"755","3059.32726081258","1","32"
"756","3059.36867627785","1","32.3"
"757","3059.41009174312","1","33"
"758","3059.45150720839","1","33.7"
"759","3059.49292267366","1","32.6"
"760","3059.53433813893","1","34.3"
"761","3059.57575360419","1","33.7"
"762","3059.61716906946","1","32.9"
"763","3059.65858453473","1","35.4"
