"index","date","status","atomic","master","action"
"45","2025-09-13","MISSING_MASTER",".\out\atomic_clips\045__TSC_vs_NEOFC__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__2025-09-13__t1705-1721.mp4",,"none"
"44","2025-09-20","MISSING_MASTER",".\out\atomic_clips\044__TSC_vs_RVFC__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__2025-09-20__t1705-1721.mp4",,"none"
"160","2025-10-07","MISSING_MASTER",".\out\atomic_clips\160__HOME_vs_AWAY__GOAL__2025-10-07__t1904.2-1925.2.mp4",,"none"
"121","2025-10-04","MISSING_MASTER",".\out\atomic_clips\121__TSC_vs_FC_Tulsa_Black__BUILD_UP__2025-10-04__t458-487.mp4",,"none"
"186","2025-09-20","MISSING_MASTER",".\out\atomic_clips\186__TSC_vs_Greenwood__GOAL__2025-09-20__t1578-1586.mp4",,"none"
"3","2025-10-04","HAVE","C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\003__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP__t27480.00-t29220.00.mp4",,
"50","2025-09-20","MISSING_MASTER",".\out\atomic_clips\050__TSC_vs_RVFC__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__2025-09-20__t1705-1721.mp4",,"none"
"24","2025-09-13","HAVE","C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\024__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t2718000.00-t2754000.00.mp4",,
"177","2025-10-07","MISSING_MASTER",".\out\atomic_clips\177__HOME_vs_AWAY__SHOT__2025-10-07__t2633-2638.1.mp4",,"none"
"29","2025-09-20","MISSING_MASTER",".\out\atomic_clips\029__TSC_vs_RVFC__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__2025-09-20__t1705-1721.mp4",,"none"
"17","2025-09-13","HAVE","C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\017__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t72720.00-t73440.00.mp4",,
"214","2025-09-20","MISSING_MASTER",".\out\atomic_clips\214__TSC_vs_Greenwood__CORNER__2025-09-20__t2687-2701.mp4",,"none"
"199","2025-09-20","MISSING_MASTER",".\out\atomic_clips\199__TSC_vs_RVFC__SHOT__2025-09-20__t1827-1834.mp4",,"none"
"200","2025-09-20","MISSING_MASTER",".\out\atomic_clips\200__TSC_vs_Greenwood__BUILD_UP_PLAY_SHOT__2025-09-20__t2092-2105.mp4",,"none"
"227","2025-09-20","MISSING_MASTER",".\out\atomic_clips\227__TSC_vs_RVFC__GOAL__2025-09-20__t3010-3028.mp4",,"none"
"107","2025-09-20","MISSING_MASTER",".\out\atomic_clips\107__TSC_vs_RVFC__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__2025-09-20__t1705-1721.mp4",,"none"
"2","2025-09-13","HAVE","C:\Users\scott\soccer-video\out\atomic_clips\2025-10-12__TSC_SLSG_FallFestival\002__RAW__t0.00-t0.00.mp4",,
"154","2025-09-20","MISSING_MASTER",".\out\atomic_clips\154__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__2025-09-20__t746-757.mp4",,"none"
"127","2025-10-04","MISSING_MASTER",".\out\atomic_clips\127__TSC_vs_FC_Tulsa_Black__SHOT__2025-10-04__t600-607.mp4",,"none"
"224","2025-09-20","MISSING_MASTER",".\out\atomic_clips\224__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__2025-09-20__t2571-2599.mp4",,"none"
"27","2025-09-13","HAVE","C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\027__2025-09-20__TSC_vs_Greenwood__BUILD_UP_PLAY_SHOT__t2937600.00-t3002400.00.mp4",,
"61","2025-09-20","MISSING_MASTER",".\out\atomic_clips\061__TSC_vs_Greenwood__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__2025-09-20__t1705-1721.mp4",,"none"
"169","2025-09-20","MISSING_MASTER",".\out\atomic_clips\169__TSC_vs_Greenwood__BUILD_UP_PLAY_SHOT__2025-09-20__t1195-1209.mp4",,"none"
"197","2025-09-20","MISSING_MASTER",".\out\atomic_clips\197__TSC_vs_RVFC__DRIBBLING_SHOT__2025-09-20__t1800-1810.mp4",,"none"
"132","2025-10-07","MISSING_MASTER",".\out\atomic_clips\132__HOME_vs_AWAY__DRIBBLING__2025-10-07__t982-987.9.mp4",,"none"
"215","2025-09-20","MISSING_MASTER",".\out\atomic_clips\215__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__2025-09-20__t2297-2312.mp4",,"none"
"195","2025-09-20","MISSING_MASTER",".\out\atomic_clips\195__TSC_vs_RVFC__PRESSURE_GOAL__2025-09-20__t1512-1520.mp4",,"none"
"101","2025-09-20","MISSING_MASTER",".\out\atomic_clips\101__TSC_vs_RVFC__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__2025-09-20__t1705-1721.mp4",,"none"
"179","2025-09-20","MISSING_MASTER",".\out\atomic_clips\179__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__2025-09-20__t1158-1182.mp4",,"none"
"170","2025-09-20","MISSING_MASTER",".\out\atomic_clips\170__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__2025-09-20__t999-1022.mp4",,"none"
"139","2025-10-04","MISSING_MASTER",".\out\atomic_clips\139__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__2025-10-04__t1025-1040.mp4",,"none"
"113","2025-09-20","MISSING_MASTER",".\out\atomic_clips\113__TSC_vs_RVFC__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__2025-09-20__t1705-1721.mp4",,"none"
"219","2025-09-20","MISSING_MASTER",".\out\atomic_clips\219__TSC_vs_RVFC__PRESSURE_SHOT__2025-09-20__t2388-2397.mp4",,"none"
"187","2025-09-20","MISSING_MASTER",".\out\atomic_clips\187__TSC_vs_RVFC__PRESSURE_SHOT__2025-09-20__t1300-1310.mp4",,"none"
"134","2025-09-20","MISSING_MASTER",".\out\atomic_clips\134__TSC_vs_RVFC__PRESSURE_GOAL__2025-09-20__t529-547.mp4",,"none"
"71","2025-09-20","MISSING_MASTER",".\out\atomic_clips\071__TSC_vs_RVFC__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__2025-09-20__t1705-1721.mp4",,"none"
"155","2025-10-04","MISSING_MASTER",".\out\atomic_clips\155__TSC_vs_FC_Tulsa_Black__PRESSURE_GOAL__2025-10-04__t1239-1253.mp4",,"none"
"171","2025-10-07","MISSING_MASTER",".\out\atomic_clips\171__HOME_vs_AWAY__SHOT__2025-10-07__t2284.9-2298.2.mp4",,"none"
"18","2025-09-13","HAVE","C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\018__2025-09-20__TSC_vs_Greenwood__BUILD_UP_PLAY_GOAL__t77520.00-t79740.00.mp4",,
"198","2025-09-20","MISSING_MASTER",".\out\atomic_clips\198__TSC_vs_Greenwood__BUILD_UP_PLAY_SHOT__2025-09-20__t2040-2058.mp4",,"none"
"32","2025-09-20","MISSING_MASTER",".\out\atomic_clips\032__TSC_vs_RVFC__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__2025-09-20__t1705-1721.mp4",,"none"
"143","2025-10-04","MISSING_MASTER",".\out\atomic_clips\143__TSC_vs_FC_Tulsa_Black__PRESSURE_SHOT__2025-10-04__t1046-1057.mp4",,"none"
"110","2025-09-20","MISSING_MASTER",".\out\atomic_clips\110__TSC_vs_RVFC__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__2025-09-20__t1705-1721.mp4",,"none"
"69","2025-09-13","MISSING_MASTER",".\out\atomic_clips\069__TSC_vs_NEOFC__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__2025-09-13__t1705-1721.mp4",,"none"
"124","2025-10-04","MISSING_MASTER",".\out\atomic_clips\124__TSC_vs_FC_Tulsa_Black__BUILD_UP__2025-10-04__t495-513.mp4",,"none"
"203","2025-09-20","MISSING_MASTER",".\out\atomic_clips\203__TSC_vs_RVFC__PRESSURE_SHOT__2025-09-20__t1883-1893.mp4",,"none"
"228","2025-09-20","MISSING_MASTER",".\out\atomic_clips\228__TSC_vs_RVFC__GOAL__2025-09-20__t3051-3066.mp4",,"none"
"55","2025-09-20","MISSING_MASTER",".\out\atomic_clips\055__TSC_vs_Greenwood__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__2025-09-20__t1705-1721.mp4",,"none"
"90","2025-09-20","MISSING_MASTER",".\out\atomic_clips\090__TSC_vs_Greenwood__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__2025-09-20__t1705-1721.mp4",,"none"
"184","2025-09-20","MISSING_MASTER",".\out\atomic_clips\184__TSC_vs_Greenwood__BUILD_UP_PLAY_SHOT__2025-09-20__t1437-1472.mp4",,"none"
"4","2025-09-13","HAVE","C:\Users\scott\soccer-video\out\atomic_clips\2025-10-12__TSC_SLSG_FallFestival\004__PRESSURE__t640.00-t663.00.mp4",,
"49","2025-09-20","MISSING_MASTER",".\out\atomic_clips\049__TSC_vs_Greenwood__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__2025-09-20__t1705-1721.mp4",,"none"
"94","2025-09-20","MISSING_MASTER",".\out\atomic_clips\094__TSC_vs_Greenwood__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__2025-09-20__t1705-1721.mp4",,"none"
"60","2025-09-13","MISSING_MASTER",".\out\atomic_clips\060__TSC_vs_NEOFC__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__2025-09-13__t1705-1721.mp4",,"none"
"208","2025-09-20","MISSING_MASTER",".\out\atomic_clips\208__TSC_vs_Greenwood__BUILD_UP_PLAY_SHOT__2025-09-20__t2544-2561.mp4",,"none"
"11","2025-10-04","HAVE","C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\011__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t71880.00-t73320.00.mp4",,
"157","2025-09-20","MISSING_MASTER",".\out\atomic_clips\157__TSC_vs_Greenwood__PRESSURE_SHOT__2025-09-20__t988-1001.mp4",,"none"
"168","2025-10-07","MISSING_MASTER",".\out\atomic_clips\168__HOME_vs_AWAY__SHOT__2025-10-07__t2029.9-2039.5.mp4",,"none"
"183","2025-10-07","MISSING_MASTER",".\out\atomic_clips\183__HOME_vs_AWAY__SHOT__2025-10-07__t2860.7-2873.mp4",,"none"
"191","2025-09-20","MISSING_MASTER",".\out\atomic_clips\191__TSC_vs_RVFC__PRESSURE_SHOT__2025-09-20__t1316-1329.mp4",,"none"
"166","2025-09-20","MISSING_MASTER",".\out\atomic_clips\166__TSC_vs_RVFC__SHOT__2025-09-20__t930-937.mp4",,"none"
"62","2025-09-20","MISSING_MASTER",".\out\atomic_clips\062__TSC_vs_RVFC__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__2025-09-20__t1705-1721.mp4",,"none"
"42","2025-09-13","HAVE","C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\042__2025-09-20__TSC_vs_RVFC__CORNER__t3992400.00-t4057200.00.mp4",,
"122","2025-10-07","MISSING_MASTER",".\out\atomic_clips\122__HOME_vs_AWAY__GOAL__2025-10-07__t266.5-283.1.mp4",,"none"
"156","2025-10-07","MISSING_MASTER",".\out\atomic_clips\156__HOME_vs_AWAY__GOAL__2025-10-07__t1767.5-1772.6.mp4",,"none"
"185","2025-09-20","MISSING_MASTER",".\out\atomic_clips\185__TSC_vs_RVFC__CROSS__2025-09-20__t1275-1293.mp4",,"none"
"135","2025-10-04","MISSING_MASTER",".\out\atomic_clips\135__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__2025-10-04__t767-785.mp4",,"none"
"21","2025-09-20","HAVE","C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\021__2025-09-20__TSC_vs_RVFC__CROSS__t76500.00-t77580.00.mp4",,
"173","2025-09-20","MISSING_MASTER",".\out\atomic_clips\173__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__2025-09-20__t1088-1124.mp4",,"none"
"2","2025-09-13","HAVE","C:\Users\scott\soccer-video\out\atomic_clips\2025-10-12__TSC_SLSG_FallFestival\002__RAW__t0.00-t0.00.mp4",,
"222","2025-09-20","MISSING_MASTER",".\out\atomic_clips\222__TSC_vs_Greenwood__BUILD_UP_PLAY_SHOT__2025-09-20__t2894-2914.mp4",,"none"
"82","2025-09-20","MISSING_MASTER",".\out\atomic_clips\082__TSC_vs_Greenwood__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__2025-09-20__t1705-1721.mp4",,"none"
"73","2025-09-20","MISSING_MASTER",".\out\atomic_clips\073__TSC_vs_RVFC__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__2025-09-20__t1705-1721.mp4",,"none"
"144","2025-10-07","MISSING_MASTER",".\out\atomic_clips\144__HOME_vs_AWAY__CROSS__2025-10-07__t1541.1-1547.9.mp4",,"none"
"225","2025-09-20","MISSING_MASTER",".\out\atomic_clips\225__TSC_vs_RVFC__CORNER__2025-09-20__t2712-2722.mp4",,"none"
"84","2025-09-20","MISSING_MASTER",".\out\atomic_clips\084__TSC_vs_Greenwood__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__2025-09-20__t1705-1721.mp4",,"none"
"204","2025-09-20","MISSING_MASTER",".\out\atomic_clips\204__TSC_vs_Greenwood__FREE_KICK_WON_GOAL__2025-09-20__t2175-2211.mp4",,"none"
"153","2025-09-20","MISSING_MASTER",".\out\atomic_clips\153__TSC_vs_Greenwood__BUILD_SHOT__2025-09-20__t973-987.mp4",,"none"
"66","2025-09-13","MISSING_MASTER",".\out\atomic_clips\066__TSC_vs_NEOFC__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__2025-09-13__t1705-1721.mp4",,"none"
"188","2025-10-07","MISSING_MASTER",".\out\atomic_clips\188__HOME_vs_AWAY__SHOT__2025-10-07__t3028.1-3059.7.mp4",,"none"
"167","2025-10-04","MISSING_MASTER",".\out\atomic_clips\167__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__2025-10-04__t1705-1721.mp4",,"none"
"63","2025-09-13","MISSING_MASTER",".\out\atomic_clips\063__TSC_vs_NEOFC__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__2025-09-13__t1705-1721.mp4",,"none"
"79","2025-09-20","MISSING_MASTER",".\out\atomic_clips\079__TSC_vs_RVFC__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__2025-09-20__t1705-1721.mp4",,"none"
"13","2025-10-04","HAVE","C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\013__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_PLAY__t77400.00-t78360.00.mp4",,
"4","2025-09-13","HAVE","C:\Users\scott\soccer-video\out\atomic_clips\2025-10-12__TSC_SLSG_FallFestival\004__PRESSURE__t640.00-t663.00.mp4",,
"9","2025-10-04","HAVE","C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\009__2025-10-04__TSC_vs_FC_Tulsa_Black__PRESSURE_SHOT__t62760.00-t63420.00.mp4",,
"67","2025-09-20","MISSING_MASTER",".\out\atomic_clips\067__TSC_vs_Greenwood__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__2025-09-20__t1705-1721.mp4",,"none"
"193","2025-09-20","MISSING_MASTER",".\out\atomic_clips\193__TSC_vs_RVFC__FREE_KICK__2025-09-20__t1402-1421.mp4",,"none"
"22","2025-09-13","HAVE","C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\022__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t78000.00-t78600.00.mp4",,
"86","2025-09-20","MISSING_MASTER",".\out\atomic_clips\086__TSC_vs_Greenwood__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__2025-09-20__t1705-1721.mp4",,"none"
