"key","idx","date","home","away","label","t_start","t_end","clip_folder","clip_folder_path","proxy_exists","transforms_exists","stabilized_exists","branded_exists","branded_brand","branded_post","branded_paths","proxy_path","transforms_path","stabilized_path"
"011||||SHOTS|t1655.00|t1670.30","011","","","","SHOTS","t1655.00","t1670.30","","","False","False","False","True","True","True","C:\Users\scott\soccer-video\out\portrait_reels\branded\011__SHOTS__t1655.00-t1670.30_portrait_BRAND.mp4;C:\Users\scott\soccer-video\out\portrait_reels\branded\011__SHOTS__t1655.00-t1670.30_portrait_POST.mp4","","",""
"011|2025-09-13|TSC|NEOFC|SHOTS|t1655.00|t1670.30","011","2025-09-13","TSC","NEOFC","SHOTS","t1655.00","t1670.30","","","False","False","False","True","False","True","C:\Users\scott\soccer-video\out\portrait_reels\branded\011__2025-09-13__TSC_vs_NEOFC__SHOTS__t1655.00-t1670.30_portrait_POST.mp4","","",""
"011|2025-09-20|TSC|Greenwood|GOAL|t902.00|t913.00","011","2025-09-20","TSC","Greenwood","GOAL","t902.00","t913.00","","","False","False","False","True","False","True","C:\Users\scott\soccer-video\out\portrait_reels\branded\011__2025-09-20__TSC_vs_Greenwood__GOAL__t902.00-t913.00_portrait_POST.mp4","","",""
"012|2025-10-04|TSC|FC_Tulsa_Black|PRESSURE_GOAL|t1239.00|t1253.00","012","2025-10-04","TSC","FC_Tulsa_Black","PRESSURE_GOAL","t1239.00","t1253.00","012__2025-10-04__TSC_vs_FC_Tulsa_Black__PRESSURE_GOAL__t1239.00-t1253.00_portrait_FINAL","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\012__2025-10-04__TSC_vs_FC_Tulsa_Black__PRESSURE_GOAL__t1239.00-t1253.00_portrait_FINAL","True","True","True","False","False","False","","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\012__2025-10-04__TSC_vs_FC_Tulsa_Black__PRESSURE_GOAL__t1239.00-t1253.00_portrait_FINAL\proxy.mp4","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\012__2025-10-04__TSC_vs_FC_Tulsa_Black__PRESSURE_GOAL__t1239.00-t1253.00_portrait_FINAL\follow\transforms.trf","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\012__2025-10-04__TSC_vs_FC_Tulsa_Black__PRESSURE_GOAL__t1239.00-t1253.00_portrait_FINAL\follow\stabilized.mp4"
"012||||GOAL|t1705.20|t1708.50","012","","","","GOAL","t1705.20","t1708.50","","","False","False","False","True","True","True","C:\Users\scott\soccer-video\out\portrait_reels\branded\012__GOAL__t1705.20-t1708.50_portrait_BRAND.mp4;C:\Users\scott\soccer-video\out\portrait_reels\branded\012__GOAL__t1705.20-t1708.50_portrait_POST.mp4","","",""
"012|2025-09-13|TSC|NEOFC|GOAL|t1705.20|t1708.50","012","2025-09-13","TSC","NEOFC","GOAL","t1705.20","t1708.50","","","False","False","False","True","False","True","C:\Users\scott\soccer-video\out\portrait_reels\branded\012__2025-09-13__TSC_vs_NEOFC__GOAL__t1705.20-t1708.50_portrait_POST.mp4","","",""
"013|2025-10-04|TSC|FC_Tulsa_Black|BUILD_UP_PLAY|t1290.00|t1306.00","013","2025-10-04","TSC","FC_Tulsa_Black","BUILD_UP_PLAY","t1290.00","t1306.00","013__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_PLAY__t1290.00-t1306.00_portrait_FINAL","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\013__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_PLAY__t1290.00-t1306.00_portrait_FINAL","True","True","True","False","False","False","","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\013__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_PLAY__t1290.00-t1306.00_portrait_FINAL\proxy.mp4","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\013__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_PLAY__t1290.00-t1306.00_portrait_FINAL\follow\transforms.trf","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\013__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_PLAY__t1290.00-t1306.00_portrait_FINAL\follow\stabilized.mp4"
"013|2025-09-13|TSC|NEOFC|GOAL|t1767.50|t1772.60","013","2025-09-13","TSC","NEOFC","GOAL","t1767.50","t1772.60","","","False","False","False","True","False","True","C:\Users\scott\soccer-video\out\portrait_reels\branded\013__2025-09-13__TSC_vs_NEOFC__GOAL__t1767.50-t1772.60_portrait_POST.mp4","","",""
"013||||GOAL|t1767.50|t1772.60","013","","","","GOAL","t1767.50","t1772.60","","","False","False","False","True","True","True","C:\Users\scott\soccer-video\out\portrait_reels\branded\013__GOAL__t1767.50-t1772.60_portrait_BRAND.mp4;C:\Users\scott\soccer-video\out\portrait_reels\branded\013__GOAL__t1767.50-t1772.60_portrait_POST.mp4","","",""
"014|2025-10-04|TSC|FC_Tulsa_Black|SHOT|t1626.00|t1637.00","014","2025-10-04","TSC","FC_Tulsa_Black","SHOT","t1626.00","t1637.00","014__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t1626.00-t1637.00_portrait_FINAL","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\014__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t1626.00-t1637.00_portrait_FINAL","True","True","True","False","False","False","","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\014__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t1626.00-t1637.00_portrait_FINAL\proxy.mp4","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\014__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t1626.00-t1637.00_portrait_FINAL\follow\transforms.trf","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\014__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t1626.00-t1637.00_portrait_FINAL\follow\stabilized.mp4"
"014|2025-09-13|TSC|NEOFC|GOAL|t1904.20|t1925.20","014","2025-09-13","TSC","NEOFC","GOAL","t1904.20","t1925.20","","","False","False","False","True","False","True","C:\Users\scott\soccer-video\out\portrait_reels\branded\014__2025-09-13__TSC_vs_NEOFC__GOAL__t1904.20-t1925.20_portrait_POST.mp4","","",""
"014||||GOAL|t1904.20|t1925.20","014","","","","GOAL","t1904.20","t1925.20","","","False","False","False","True","True","True","C:\Users\scott\soccer-video\out\portrait_reels\branded\014__GOAL__t1904.20-t1925.20_portrait_BRAND.mp4;C:\Users\scott\soccer-video\out\portrait_reels\branded\014__GOAL__t1904.20-t1925.20_portrait_POST.mp4","","",""
"015|2025-09-20|TSC|Greenwood|SHOT|t1081.00|t1088.00","015","2025-09-20","TSC","Greenwood","SHOT","t1081.00","t1088.00","","","False","False","False","True","False","True","C:\Users\scott\soccer-video\out\portrait_reels\branded\015__2025-09-20__TSC_vs_Greenwood__SHOT__t1081.00-t1088.00_portrait_POST.mp4","","",""
"015|2025-10-04|TSC|FC_Tulsa_Black|BUILD_UP_SHOT|t1705.00|t1721.00","015","2025-10-04","TSC","FC_Tulsa_Black","BUILD_UP_SHOT","t1705.00","t1721.00","015__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t1705.00-t1721.00_portrait_FINAL","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\015__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t1705.00-t1721.00_portrait_FINAL","True","True","True","False","False","False","","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\015__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t1705.00-t1721.00_portrait_FINAL\proxy.mp4","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\015__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t1705.00-t1721.00_portrait_FINAL\follow\transforms.trf","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\015__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t1705.00-t1721.00_portrait_FINAL\follow\stabilized.mp4"
"015|2025-09-13|TSC|NEOFC|DRIBBLING|t1972.50|t1980.70","015","2025-09-13","TSC","NEOFC","DRIBBLING","t1972.50","t1980.70","","","False","False","False","True","False","True","C:\Users\scott\soccer-video\out\portrait_reels\branded\015__2025-09-13__TSC_vs_NEOFC__DRIBBLING__t1972.50-t1980.70_portrait_POST.mp4","","",""
"015||||DRIBBLING|t1972.50|t1980.70","015","","","","DRIBBLING","t1972.50","t1980.70","","","False","False","False","True","True","True","C:\Users\scott\soccer-video\out\portrait_reels\branded\015__DRIBBLING__t1972.50-t1980.70_portrait_BRAND.mp4;C:\Users\scott\soccer-video\out\portrait_reels\branded\015__DRIBBLING__t1972.50-t1980.70_portrait_POST.mp4","","",""
"015|2025-09-20|TSC|RVFC|SHOT|t930.00|t937.00","015","2025-09-20","TSC","RVFC","SHOT","t930.00","t937.00","","","False","False","False","True","False","True","C:\Users\scott\soccer-video\out\portrait_reels\branded\015__2025-09-20__TSC_vs_RVFC__SHOT__t930.00-t937.00_portrait_POST.mp4","","",""
"016|2025-09-13|TSC|NEOFC|SHOT|t155.50|t166.40","016","2025-09-13","TSC","NEOFC","SHOT","t155.50","t166.40","016__2025-09-13__TSC_vs_NEOFC__SHOT__t155.50-166.40_portrait_FINAL","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\016__2025-09-13__TSC_vs_NEOFC__SHOT__t155.50-166.40_portrait_FINAL","False","False","True","False","False","False","","","","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\016__2025-09-13__TSC_vs_NEOFC__SHOT__t155.50-166.40_portrait_FINAL\follow\stabilized.mp4"
"016|2025-09-13|TSC|NEOFC|SHOT|t2029.90|t2039.50","016","2025-09-13","TSC","NEOFC","SHOT","t2029.90","t2039.50","","","False","False","False","True","False","True","C:\Users\scott\soccer-video\out\portrait_reels\branded\016__2025-09-13__TSC_vs_NEOFC__SHOT__t2029.90-t2039.50_portrait_POST.mp4","","",""
"016||||SHOT|t2029.90|t2039.50","016","","","","SHOT","t2029.90","t2039.50","","","False","False","False","True","True","True","C:\Users\scott\soccer-video\out\portrait_reels\branded\016__SHOT__t2029.90-t2039.50_portrait_BRAND.mp4;C:\Users\scott\soccer-video\out\portrait_reels\branded\016__SHOT__t2029.90-t2039.50_portrait_POST.mp4","","",""
"017|2025-09-13|TSC|NEOFC|GOAL|t180.80|t191.20","017","2025-09-13","TSC","NEOFC","GOAL","t180.80","t191.20","017__2025-09-13__TSC_vs_NEOFC__GOAL__t180.80-t191.20_portrait_FINAL","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\017__2025-09-13__TSC_vs_NEOFC__GOAL__t180.80-t191.20_portrait_FINAL","True","False","True","False","False","False","","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\017__2025-09-13__TSC_vs_NEOFC__GOAL__t180.80-t191.20_portrait_FINAL\proxy.mp4","","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\017__2025-09-13__TSC_vs_NEOFC__GOAL__t180.80-t191.20_portrait_FINAL\follow\stabilized.mp4"
"017||||SHOT|t2284.90|t2298.20","017","","","","SHOT","t2284.90","t2298.20","","","False","False","False","True","True","True","C:\Users\scott\soccer-video\out\portrait_reels\branded\017__SHOT__t2284.90-t2298.20_portrait_BRAND.mp4;C:\Users\scott\soccer-video\out\portrait_reels\branded\017__SHOT__t2284.90-t2298.20_portrait_POST.mp4","","",""
"017|2025-09-13|TSC|NEOFC|SHOT|t2284.90|t2298.20","017","2025-09-13","TSC","NEOFC","SHOT","t2284.90","t2298.20","","","False","False","False","True","False","True","C:\Users\scott\soccer-video\out\portrait_reels\branded\017__2025-09-13__TSC_vs_NEOFC__SHOT__t2284.90-t2298.20_portrait_POST.mp4","","",""
"018|2025-09-13|TSC|NEOFC|BUILD_UP|t224.80|t248.70","018","2025-09-13","TSC","NEOFC","BUILD_UP","t224.80","t248.70","018__2025-09-13__TSC_vs_NEOFC__BUILD_UP__t224.80-t248.70_portrait_FINAL","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\018__2025-09-13__TSC_vs_NEOFC__BUILD_UP__t224.80-t248.70_portrait_FINAL","True","False","True","False","False","False","","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\018__2025-09-13__TSC_vs_NEOFC__BUILD_UP__t224.80-t248.70_portrait_FINAL\proxy.mp4","","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\018__2025-09-13__TSC_vs_NEOFC__BUILD_UP__t224.80-t248.70_portrait_FINAL\follow\stabilized.mp4"
"018||||SHOT|t2419.50|t2425.60","018","","","","SHOT","t2419.50","t2425.60","","","False","False","False","True","True","True","C:\Users\scott\soccer-video\out\portrait_reels\branded\018__SHOT__t2419.50-t2425.60_portrait_BRAND.mp4;C:\Users\scott\soccer-video\out\portrait_reels\branded\018__SHOT__t2419.50-t2425.60_portrait_POST.mp4","","",""
"018|2025-09-13|TSC|NEOFC|SHOT|t2419.50|t2425.60","018","2025-09-13","TSC","NEOFC","SHOT","t2419.50","t2425.60","","","False","False","False","True","False","True","C:\Users\scott\soccer-video\out\portrait_reels\branded\018__2025-09-13__TSC_vs_NEOFC__SHOT__t2419.50-t2425.60_portrait_POST.mp4","","",""
"019|2025-09-13|TSC|NEOFC|SHOT|t2633.00|t2638.10","019","2025-09-13","TSC","NEOFC","SHOT","t2633.00","t2638.10","","","False","False","False","True","False","True","C:\Users\scott\soccer-video\out\portrait_reels\branded\019__2025-09-13__TSC_vs_NEOFC__SHOT__t2633.00-t2638.10_portrait_POST.mp4","","",""
"019||||SHOT|t2633.00|t2638.10","019","","","","SHOT","t2633.00","t2638.10","","","False","False","False","True","True","True","C:\Users\scott\soccer-video\out\portrait_reels\branded\019__SHOT__t2633.00-t2638.10_portrait_BRAND.mp4;C:\Users\scott\soccer-video\out\portrait_reels\branded\019__SHOT__t2633.00-t2638.10_portrait_POST.mp4","","",""
"019|2025-09-20|TSC|Greenwood|BUILD_UP_PLAY_SHOT|t421.00|t441.00","019","2025-09-20","TSC","Greenwood","BUILD_UP_PLAY_SHOT","t421.00","t441.00","019__2025-09-20__TSC_vs_Greenwood__BUILD_UP_PLAY_SHOT__t421.00-441.00_portrait_FINAL","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\019__2025-09-20__TSC_vs_Greenwood__BUILD_UP_PLAY_SHOT__t421.00-441.00_portrait_FINAL","False","False","True","False","False","False","","","","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\019__2025-09-20__TSC_vs_Greenwood__BUILD_UP_PLAY_SHOT__t421.00-441.00_portrait_FINAL\follow\stabilized.mp4"
"020|2025-09-20|TSC|RVFC|SHOT|t1236.00|t1243.00","020","2025-09-20","TSC","RVFC","SHOT","t1236.00","t1243.00","","","False","False","False","True","False","True","C:\Users\scott\soccer-video\out\portrait_reels\branded\020__2025-09-20__TSC_vs_RVFC__SHOT__t1236.00-t1243.00_portrait_POST.mp4","","",""
"020|2025-09-13|TSC|NEOFC|GOAL|t266.50|t283.10","020","2025-09-13","TSC","NEOFC","GOAL","t266.50","t283.10","020__2025-09-13__TSC_vs_NEOFC__GOAL__t266.50-t283.10_portrait_FINAL","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\020__2025-09-13__TSC_vs_NEOFC__GOAL__t266.50-t283.10_portrait_FINAL","True","False","True","False","False","False","","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\020__2025-09-13__TSC_vs_NEOFC__GOAL__t266.50-t283.10_portrait_FINAL\proxy.mp4","","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\020__2025-09-13__TSC_vs_NEOFC__GOAL__t266.50-t283.10_portrait_FINAL\follow\stabilized.mp4"
"020||||GOAL|t2816.60|t2831.80","020","","","","GOAL","t2816.60","t2831.80","","","False","False","False","True","True","True","C:\Users\scott\soccer-video\out\portrait_reels\branded\020__GOAL__t2816.60-t2831.80_portrait_BRAND.mp4;C:\Users\scott\soccer-video\out\portrait_reels\branded\020__GOAL__t2816.60-t2831.80_portrait_POST.mp4","","",""
"020|2025-09-13|TSC|NEOFC|GOAL|t2816.60|t2831.80","020","2025-09-13","TSC","NEOFC","GOAL","t2816.60","t2831.80","","","False","False","False","True","False","True","C:\Users\scott\soccer-video\out\portrait_reels\branded\020__2025-09-13__TSC_vs_NEOFC__GOAL__t2816.60-t2831.80_portrait_POST.mp4","","",""
"021|2025-09-20|TSC|RVFC|CROSS|t1275.00|t1293.00","021","2025-09-20","TSC","RVFC","CROSS","t1275.00","t1293.00","","","False","False","False","True","False","True","C:\Users\scott\soccer-video\out\portrait_reels\branded\021__2025-09-20__TSC_vs_RVFC__CROSS__t1275.00-t1293.00_portrait_POST.mp4","","",""
"021|2025-09-13|TSC|NEOFC|SHOT|t2860.70|t2873.00","021","2025-09-13","TSC","NEOFC","SHOT","t2860.70","t2873.00","","","False","False","False","True","False","True","C:\Users\scott\soccer-video\out\portrait_reels\branded\021__2025-09-13__TSC_vs_NEOFC__SHOT__t2860.70-t2873.00_portrait_POST.mp4","","",""
"021||||SHOT|t2860.70|t2873.00","021","","","","SHOT","t2860.70","t2873.00","","","False","False","False","True","True","True","C:\Users\scott\soccer-video\out\portrait_reels\branded\021__SHOT__t2860.70-t2873.00_portrait_BRAND.mp4;C:\Users\scott\soccer-video\out\portrait_reels\branded\021__SHOT__t2860.70-t2873.00_portrait_POST.mp4","","",""
"021|2025-09-20|TSC|Greenwood|PRESSURE_TWO_SHOTS|t444.00|t456.00","021","2025-09-20","TSC","Greenwood","PRESSURE_TWO_SHOTS","t444.00","t456.00","021__2025-09-20__TSC_vs_Greenwood__PRESSURE_TWO_SHOTS__t444.00-456.00_portrait_FINAL","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\021__2025-09-20__TSC_vs_Greenwood__PRESSURE_TWO_SHOTS__t444.00-456.00_portrait_FINAL","False","False","True","False","False","False","","","","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\021__2025-09-20__TSC_vs_Greenwood__PRESSURE_TWO_SHOTS__t444.00-456.00_portrait_FINAL\follow\stabilized.mp4"
"022|2025-09-20|TSC|Greenwood|GOAL|t1578.00|t1586.00","022","2025-09-20","TSC","Greenwood","GOAL","t1578.00","t1586.00","","","False","False","False","True","False","True","C:\Users\scott\soccer-video\out\portrait_reels\branded\022__2025-09-20__TSC_vs_Greenwood__GOAL__t1578.00-t1586.00_portrait_POST.mp4","","",""
"022||||SHOT|t3028.10|t3059.70","022","","","","SHOT","t3028.10","t3059.70","","","False","False","False","True","False","True","C:\Users\scott\soccer-video\out\portrait_reels\branded\022__SHOT__t3028.10-t3059.70_portrait_POST.mp4","","",""
"022|2025-09-13|TSC|NEOFC|CORNER|t417.90|t431.60","022","2025-09-13","TSC","NEOFC","CORNER","t417.90","t431.60","022__2025-09-13__TSC_vs_NEOFC__CORNER__t417.90-t431.60_portrait_FINAL","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\022__2025-09-13__TSC_vs_NEOFC__CORNER__t417.90-t431.60_portrait_FINAL","True","False","True","False","False","False","","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\022__2025-09-13__TSC_vs_NEOFC__CORNER__t417.90-t431.60_portrait_FINAL\proxy.mp4","","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\022__2025-09-13__TSC_vs_NEOFC__CORNER__t417.90-t431.60_portrait_FINAL\follow\stabilized.mp4"
"023|2025-09-13|TSC|NEOFC|SHOT|t3098.90|t3108.80","023","2025-09-13","TSC","NEOFC","SHOT","t3098.90","t3108.80","","","False","False","False","True","False","True","C:\Users\scott\soccer-video\out\portrait_reels\branded\023__2025-09-13__TSC_vs_NEOFC__SHOT__t3098.90-t3108.80_portrait_POST.mp4","","",""
"023|2025-09-20|TSC|Greenwood|WIN_FREE_KICK|t538.00|t553.00","023","2025-09-20","TSC","Greenwood","WIN_FREE_KICK","t538.00","t553.00","023__2025-09-20__TSC_vs_Greenwood__WIN_FREE_KICK__t538.00-553.00_portrait_FINAL","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\023__2025-09-20__TSC_vs_Greenwood__WIN_FREE_KICK__t538.00-553.00_portrait_FINAL","False","False","True","False","False","False","","","","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\023__2025-09-20__TSC_vs_Greenwood__WIN_FREE_KICK__t538.00-553.00_portrait_FINAL\follow\stabilized.mp4"
"024|2025-09-13|TSC|NEOFC|DEFENSE|t699.30|t711.50","024","2025-09-13","TSC","NEOFC","DEFENSE","t699.30","t711.50","024__2025-09-13__TSC_vs_NEOFC__DEFENSE__t699.30-t711.50_portrait_FINAL","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\024__2025-09-13__TSC_vs_NEOFC__DEFENSE__t699.30-t711.50_portrait_FINAL","True","False","True","False","False","False","","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\024__2025-09-13__TSC_vs_NEOFC__DEFENSE__t699.30-t711.50_portrait_FINAL\proxy.mp4","","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\024__2025-09-13__TSC_vs_NEOFC__DEFENSE__t699.30-t711.50_portrait_FINAL\follow\stabilized.mp4"
"025|2025-09-20|TSC|Greenwood|GOAL|t1885.00|t1895.00","025","2025-09-20","TSC","Greenwood","GOAL","t1885.00","t1895.00","","","False","False","False","True","False","True","C:\Users\scott\soccer-video\out\portrait_reels\branded\025__2025-09-20__TSC_vs_Greenwood__GOAL__t1885.00-t1895.00_portrait_POST.mp4","","",""
"025|2025-09-20|TSC|Greenwood|BUILD_UP_PLAY_SHOT|t685.00|t708.00","025","2025-09-20","TSC","Greenwood","BUILD_UP_PLAY_SHOT","t685.00","t708.00","025__2025-09-20__TSC_vs_Greenwood__BUILD_UP_PLAY_SHOT__t685.00-708.00_portrait_FINAL","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\025__2025-09-20__TSC_vs_Greenwood__BUILD_UP_PLAY_SHOT__t685.00-708.00_portrait_FINAL","False","False","True","False","False","False","","","","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\025__2025-09-20__TSC_vs_Greenwood__BUILD_UP_PLAY_SHOT__t685.00-708.00_portrait_FINAL\follow\stabilized.mp4"
"026|2025-09-20|TSC|RVFC|SHOT|t517.00|t528.00","026","2025-09-20","TSC","RVFC","SHOT","t517.00","t528.00","026__2025-09-20__TSC_vs_RVFC__SHOT__t517.00-528.00_portrait_FINAL","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\026__2025-09-20__TSC_vs_RVFC__SHOT__t517.00-528.00_portrait_FINAL","False","False","True","False","False","False","","","","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\026__2025-09-20__TSC_vs_RVFC__SHOT__t517.00-528.00_portrait_FINAL\follow\stabilized.mp4"
"027|2025-09-20|TSC|RVFC|SHOT|t1827.00|t1834.00","027","2025-09-20","TSC","RVFC","SHOT","t1827.00","t1834.00","","","False","False","False","True","False","True","C:\Users\scott\soccer-video\out\portrait_reels\branded\027__2025-09-20__TSC_vs_RVFC__SHOT__t1827.00-t1834.00_portrait_POST.mp4","","",""
"027|2025-09-13|TSC|NEOFC|DRIBBLING|t982.00|t987.90","027","2025-09-13","TSC","NEOFC","DRIBBLING","t982.00","t987.90","027__2025-09-13__TSC_vs_NEOFC__DRIBBLING__t982.00-t987.90_portrait_FINAL","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\027__2025-09-13__TSC_vs_NEOFC__DRIBBLING__t982.00-t987.90_portrait_FINAL","True","False","True","False","False","False","","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\027__2025-09-13__TSC_vs_NEOFC__DRIBBLING__t982.00-t987.90_portrait_FINAL\proxy.mp4","","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\027__2025-09-13__TSC_vs_NEOFC__DRIBBLING__t982.00-t987.90_portrait_FINAL\follow\stabilized.mp4"
"028|2025-09-20|TSC|RVFC|CORNER|t1852.00|t1875.00","028","2025-09-20","TSC","RVFC","CORNER","t1852.00","t1875.00","","","False","False","False","True","False","True","C:\Users\scott\soccer-video\out\portrait_reels\branded\028__2025-09-20__TSC_vs_RVFC__CORNER__t1852.00-t1875.00_portrait_POST.mp4","","",""
"028|2025-09-20|TSC|Greenwood|DRIBBLING_SHOT|t739.00|t752.00","028","2025-09-20","TSC","Greenwood","DRIBBLING_SHOT","t739.00","t752.00","028__2025-09-20__TSC_vs_Greenwood__DRIBBLING_SHOT__t739.00-752.00_portrait_FINAL","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\028__2025-09-20__TSC_vs_Greenwood__DRIBBLING_SHOT__t739.00-752.00_portrait_FINAL","False","False","True","False","False","False","","","","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\028__2025-09-20__TSC_vs_Greenwood__DRIBBLING_SHOT__t739.00-752.00_portrait_FINAL\follow\stabilized.mp4"
"029|2025-09-20|TSC|RVFC|PRESSURE_GOAL|t529.00|t547.00","029","2025-09-20","TSC","RVFC","PRESSURE_GOAL","t529.00","t547.00","029__2025-09-20__TSC_vs_RVFC__PRESSURE_GOAL__t529.00-547.00_portrait_FINAL","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\029__2025-09-20__TSC_vs_RVFC__PRESSURE_GOAL__t529.00-547.00_portrait_FINAL","False","False","True","False","False","False","","","","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\029__2025-09-20__TSC_vs_RVFC__PRESSURE_GOAL__t529.00-547.00_portrait_FINAL\follow\stabilized.mp4"
"030|2025-09-13|TSC|NEOFC|SHOT|t1247.80|t1259.20","030","2025-09-13","TSC","NEOFC","SHOT","t1247.80","t1259.20","030__2025-09-13__TSC_vs_NEOFC__SHOT__t1247.80-t1259.20_portrait_FINAL","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\030__2025-09-13__TSC_vs_NEOFC__SHOT__t1247.80-t1259.20_portrait_FINAL","True","False","True","False","False","False","","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\030__2025-09-13__TSC_vs_NEOFC__SHOT__t1247.80-t1259.20_portrait_FINAL\proxy.mp4","","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\030__2025-09-13__TSC_vs_NEOFC__SHOT__t1247.80-t1259.20_portrait_FINAL\follow\stabilized.mp4"
"031|2025-09-20|TSC|Greenwood|PRESSURE_SHOT|t754.00|t783.00","031","2025-09-20","TSC","Greenwood","PRESSURE_SHOT","t754.00","t783.00","031__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t754.00-783.00_portrait_FINAL","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\031__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t754.00-783.00_portrait_FINAL","False","False","True","False","False","False","","","","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\031__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t754.00-783.00_portrait_FINAL\follow\stabilized.mp4"
"032|2025-09-20|TSC|RVFC|BUILD_UP_PLAY_SHOT|t565.00|t600.00","032","2025-09-20","TSC","RVFC","BUILD_UP_PLAY_SHOT","t565.00","t600.00","032__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t565.00-600.00_portrait_FINAL","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\032__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t565.00-600.00_portrait_FINAL","False","False","True","False","False","False","","","","C:\Users\scott\soccer-video\out\autoframe_work\cinematic\032__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t565.00-600.00_portrait_FINAL\follow\stabilized.mp4"
