frame,ball_x,ball_y,source,confidence,cam_cx,cam_cy,crop_x0,crop_y0,crop_w,crop_h,ball_in_crop,dist_to_edge,speed_limited,keepinview,clamp_flags
303,68.7,750.0,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,43.9,1,0,shot_pb=1.00|flight_commit=1.00|pb_zfit|speed|edge_zoom=0.750|bounds
304,70.2,751.0,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,45.4,1,0,shot_pb=1.00|flight_commit=1.00|pb_zfit|speed|edge_zoom=0.750|bounds
305,71.6,752.0,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,46.8,1,0,shot_pb=1.00|flight_commit=1.00|pb_zfit|speed|edge_zoom=0.750|bounds
306,73.1,753.0,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,48.3,1,0,shot_pb=1.00|flight_commit=1.00|pb_zfit|speed|edge_zoom=0.750|bounds
307,74.5,754.1,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,49.7,1,0,shot_pb=1.00|flight_commit=1.00|pb_zfit|speed|edge_zoom=0.753|bounds
308,76.0,755.1,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,51.2,1,0,shot_pb=1.00|flight_commit=1.00|pb_zfit|speed|edge_zoom=0.756|bounds
309,77.4,756.1,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,52.6,1,0,shot_pb=1.00|flight_commit=1.00|pb_zfit|speed|edge_zoom=0.760|bounds
310,78.9,757.2,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,54.1,1,0,shot_pb=1.00|flight_commit=1.00|pb_zfit|speed|edge_zoom=0.763|bounds
311,80.3,758.2,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,55.5,1,0,shot_pb=1.00|flight_commit=1.00|pb_zfit|speed|edge_zoom=0.767|bounds
312,81.8,759.2,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,57.0,1,0,shot_pb=1.00|flight_commit=1.00|pb_zfit|speed|edge_zoom=0.770|bounds
313,83.3,760.3,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,58.5,1,0,shot_pb=1.00|flight_commit=1.00|pb_zfit|speed|edge_zoom=0.774|bounds
314,84.7,761.3,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,59.9,1,0,shot_pb=1.00|flight_commit=1.00|pb_zfit|speed|edge_zoom=0.778|bounds
315,86.2,762.4,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,61.4,1,0,shot_pb=1.00|flight_commit=1.00|pb_zfit|speed|edge_zoom=0.781|bounds
316,87.7,763.4,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,62.9,1,0,shot_pb=1.00|flight_commit=1.00|pb_zfit|speed|edge_zoom=0.785|bounds
317,89.1,764.4,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,64.3,1,0,shot_pb=1.00|flight_commit=1.00|pb_zfit|speed|edge_zoom=0.789|bounds
318,90.6,765.5,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,65.8,1,0,shot_pb=1.00|flight_commit=1.00|pb_zfit|speed|edge_zoom=0.793|bounds
319,92.0,766.5,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,67.2,1,0,shot_pb=1.00|flight_commit=1.00|pb_zfit|speed|edge_zoom=0.795|bounds
320,93.5,767.5,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,68.7,1,0,shot_pb=1.00|flight_commit=1.00|pb_zfit|speed|edge_zoom=0.795|bounds
321,95.0,768.6,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,70.2,1,0,shot_pb=1.00|flight_commit=1.00|pb_zfit|speed|edge_zoom=0.795|bounds
322,96.4,769.6,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,71.6,1,0,shot_pb=1.00|flight_commit=1.00|pb_zfit|speed|edge_zoom=0.795|bounds
323,97.9,770.6,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,73.1,1,0,shot_pb=1.00|flight_commit=1.00|pb_zfit|speed|edge_zoom=0.795|bounds
324,99.3,771.7,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,74.5,1,0,shot_pb=1.00|flight_commit=1.00|pb_zfit|speed|edge_zoom=0.795|bounds
325,100.8,772.7,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,76.0,1,0,shot_pb=1.00|flight_commit=1.00|pb_zfit|speed|edge_zoom=0.795|bounds
326,102.3,773.7,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,77.5,1,0,shot_pb=1.00|flight_commit=1.00|pb_zfit|speed|edge_zoom=0.795|bounds
327,103.7,774.8,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,78.9,1,0,shot_pb=1.00|flight_commit=1.00|pb_zfit|speed|edge_zoom=0.795|bounds
328,105.2,775.8,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,80.4,1,0,shot_pb=1.00|flight_commit=1.00|pb_zfit|speed|edge_zoom=0.795|bounds
329,106.7,776.9,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,81.9,1,0,shot_pb=1.00|flight_commit=1.00|pb_zfit|speed|edge_zoom=0.795|bounds
330,108.1,777.9,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,83.3,1,0,shot_pb=1.00|flight_commit=1.00|pb_zfit|speed|edge_zoom=0.795|bounds
331,109.6,778.9,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,84.8,1,0,shot_pb=1.00|flight_commit=1.00|pb_zfit|speed|edge_zoom=0.795|bounds
332,111.0,780.0,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,86.2,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.00|keepin_zoom=1.350|speed|edge_zoom=0.897|bounds
333,112.5,781.0,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,87.7,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.00|keepin_zoom=1.350|speed|edge_zoom=0.898|bounds
334,114.0,782.0,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,89.2,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.00|keepin_zoom=1.350|speed|edge_zoom=0.898|bounds
335,115.4,783.1,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,90.6,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.00|keepin_zoom=1.350|speed|edge_zoom=0.898|bounds
336,116.9,784.1,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,92.1,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.00|keepin_zoom=1.350|speed|edge_zoom=0.898|bounds
337,118.4,785.1,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,93.6,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.00|keepin_zoom=1.350|speed|edge_zoom=0.898|bounds
338,119.8,786.2,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,95.0,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.00|keepin_zoom=1.350|speed|edge_zoom=0.899|bounds
339,121.3,787.2,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,96.5,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.00|keepin_zoom=1.350|speed|edge_zoom=0.899|bounds
340,122.7,788.3,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,97.9,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.00|keepin_zoom=1.350|speed|edge_zoom=0.899|bounds
341,124.2,789.3,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,99.4,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.00|keepin_zoom=1.350|speed|edge_zoom=0.899|bounds
342,125.7,790.3,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,100.9,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.00|keepin_zoom=1.350|speed|edge_zoom=0.899|bounds
343,127.1,791.4,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,102.3,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.00|keepin_zoom=1.350|speed|edge_zoom=0.900|bounds
344,128.6,792.4,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,103.8,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.00|keepin_zoom=1.350|speed|edge_zoom=0.900|bounds
345,130.1,793.4,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,105.3,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.00|keepin_zoom=1.350|speed|edge_zoom=0.900|bounds
346,131.5,794.5,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,106.7,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.00|keepin_zoom=1.350|speed|edge_zoom=0.900|bounds
347,133.0,795.5,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,108.2,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.00|keepin_zoom=1.350|speed|edge_zoom=0.900|bounds
348,134.4,796.5,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,109.6,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.00|keepin_zoom=1.350|speed|edge_zoom=0.900|bounds
349,135.9,797.6,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,111.1,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.00|keepin_zoom=1.350|speed|edge_zoom=0.901|bounds
350,137.4,798.6,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,112.6,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.01|keepin_zoom=1.350|speed|edge_zoom=0.901|bounds
351,138.8,799.6,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,114.0,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.01|keepin_zoom=1.350|speed|edge_zoom=0.901|bounds
352,140.3,800.7,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,115.5,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.01|keepin_zoom=1.350|speed|edge_zoom=0.901|bounds
353,141.8,801.7,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,117.0,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.01|keepin_zoom=1.350|speed|edge_zoom=0.901|bounds
354,143.2,802.7,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,118.4,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.01|keepin_zoom=1.350|speed|edge_zoom=0.901|bounds
355,144.7,803.8,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,119.9,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.01|keepin_zoom=1.350|speed|edge_zoom=0.901|bounds
356,146.1,804.8,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,121.3,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.01|keepin_zoom=1.350|speed|edge_zoom=0.902|bounds
357,147.6,805.8,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,122.8,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.01|keepin_zoom=1.350|speed|edge_zoom=0.902|bounds
358,149.1,806.9,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,124.3,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.01|keepin_zoom=1.350|speed|edge_zoom=0.902|bounds
359,150.5,807.9,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,125.7,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.01|keepin_zoom=1.350|speed|edge_zoom=0.902|bounds
360,152.0,808.9,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.2,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.01|keepin_zoom=1.350|speed|edge_zoom=0.902|bounds
361,153.5,810.0,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,128.7,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.01|keepin_zoom=1.350|speed|edge_zoom=0.902|bounds
362,154.9,811.0,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,130.1,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.01|keepin_zoom=1.350|speed|edge_zoom=0.902|bounds
363,156.4,812.0,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,131.6,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.01|keepin_zoom=1.350|speed|edge_zoom=0.902|bounds
364,157.9,813.0,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,133.1,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.02|keepin_zoom=1.350|speed|edge_zoom=0.902|bounds
365,159.3,814.0,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,134.5,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.02|keepin_zoom=1.350|speed|edge_zoom=0.902|bounds
366,160.8,815.0,interp,0.38,328.8,584.5,0.1,0.0,657.5,1168.9,1,136.0,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.02|keepin_zoom=1.350|speed|edge_zoom=0.903|bounds
367,162.3,816.0,interp,0.38,330.3,584.5,1.5,0.0,657.5,1168.9,1,136.0,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.02|keepin_zoom=1.350|speed|edge_zoom=0.903|bounds
368,163.7,817.0,interp,0.38,331.8,584.5,3.0,0.0,657.5,1168.9,1,135.9,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.02|keepin_zoom=1.350|speed|edge_zoom=0.903|bounds
369,165.2,818.0,interp,0.38,333.3,584.5,4.5,0.0,657.5,1168.9,1,135.9,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.02|keepin_zoom=1.350|speed|edge_zoom=0.903|bounds
370,166.7,818.9,interp,0.38,334.7,584.5,6.0,0.0,657.5,1168.9,1,136.0,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.02|keepin_zoom=1.350|speed|edge_zoom=0.903|bounds
371,168.2,819.9,interp,0.38,336.2,584.5,7.5,0.0,657.5,1168.9,1,136.0,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.02|keepin_zoom=1.350|speed|edge_zoom=0.903|bounds
372,169.7,820.8,interp,0.38,337.7,584.5,8.9,0.0,657.5,1168.9,1,136.0,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.03|keepin_zoom=1.350|speed|edge_zoom=0.903|bounds
373,171.2,821.6,interp,0.38,339.2,584.5,10.4,0.0,657.5,1168.9,1,136.0,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.03|keepin_zoom=1.350|speed|edge_zoom=0.903|bounds
374,172.7,822.5,interp,0.38,340.6,584.5,11.9,0.0,657.5,1168.9,1,136.1,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.03|keepin_zoom=1.350|speed|edge_zoom=0.903|bounds
375,174.2,823.3,interp,0.38,342.1,584.5,13.3,0.0,657.5,1168.9,1,136.1,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.03|keepin_zoom=1.350|speed|edge_zoom=0.903|bounds
376,175.7,824.0,interp,0.38,343.6,584.5,14.8,0.0,657.5,1168.9,1,136.1,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.03|keepin_zoom=1.350|speed|edge_zoom=0.903|bounds
377,177.3,824.6,interp,0.38,345.1,584.5,16.3,0.0,657.5,1168.9,1,136.2,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.03|keepin_zoom=1.350|speed|edge_zoom=0.903|bounds
378,178.8,825.2,interp,0.38,346.6,584.5,17.8,0.0,657.5,1168.9,1,136.2,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.04|keepin_zoom=1.350|speed|edge_zoom=0.903|bounds
379,180.4,825.6,interp,0.38,348.2,584.5,19.4,0.0,657.5,1168.9,1,136.2,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.04|keepin_zoom=1.350|speed|edge_zoom=0.902|bounds
380,182.1,825.9,interp,0.38,349.9,584.5,21.1,0.0,657.5,1168.9,1,136.2,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.04|keepin_zoom=1.350|speed|edge_zoom=0.902|bounds
381,186.6,825.8,blended,0.78,351.7,584.5,22.9,0.0,657.5,1168.9,1,138.9,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.05|keepin_zoom=1.350|speed|edge_zoom=0.908|bounds
382,184.0,825.7,interp,0.38,353.8,584.5,25.0,0.0,657.5,1168.9,1,134.2,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.15|keepin_zoom=1.350|speed|edge_zoom=0.875|bounds
383,184.3,825.3,interp,0.38,356.1,584.5,27.3,0.0,657.5,1168.9,1,132.2,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.09|keepin_zoom=1.350|speed|edge_zoom=0.892|bounds
384,184.8,824.6,interp,0.38,358.8,584.5,30.1,0.0,657.5,1168.9,1,130.0,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.09|keepin_zoom=1.350|speed|edge_zoom=0.893|bounds
385,185.6,823.8,interp,0.38,362.1,584.5,33.3,0.0,657.5,1168.9,1,127.5,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.08|keepin_zoom=1.350|speed|edge_zoom=0.894|bounds
386,186.6,822.8,interp,0.38,365.9,584.5,37.2,0.0,657.5,1168.9,1,124.7,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.08|keepin_zoom=1.350|speed|edge_zoom=0.896|bounds
387,188.2,821.6,interp,0.38,370.6,584.5,41.8,0.0,657.5,1168.9,1,121.6,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.07|keepin_zoom=1.350|speed|edge_zoom=0.898|bounds
388,190.2,820.2,interp,0.38,376.2,584.5,47.4,0.0,657.5,1168.9,1,118.0,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.07|keepin_zoom=1.350|speed|edge_zoom=0.901|bounds
389,193.0,818.6,interp,0.38,382.9,584.5,54.1,0.0,657.5,1168.9,1,114.1,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.06|keepin_zoom=1.350|speed|edge_zoom=0.904|bounds
390,196.7,816.7,interp,0.38,390.8,584.5,62.0,0.0,657.5,1168.9,1,109.9,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.06|keepin_zoom=1.350|speed|edge_zoom=0.907|bounds
391,201.5,814.5,interp,0.38,400.1,584.5,71.4,0.0,657.5,1168.9,1,105.4,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.05|keepin_zoom=1.350|speed|edge_zoom=0.909|bounds
392,207.7,811.9,interp,0.38,411.1,584.5,82.3,0.0,657.5,1168.9,1,100.6,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.04|keepin_zoom=1.350|speed|edge_zoom=0.910|bounds
393,215.8,808.9,interp,0.38,423.7,584.5,94.9,0.0,657.5,1168.9,1,96.1,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.04|keepin_zoom=1.350|speed|edge_zoom=0.912|bounds
394,226.0,805.3,interp,0.38,438.1,584.5,109.3,0.0,657.5,1168.9,1,91.9,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.03|keepin_zoom=1.350|speed|edge_zoom=0.913|bounds
395,239.0,801.0,interp,0.38,454.3,584.5,125.6,0.0,657.5,1168.9,1,88.7,1,1,shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.03|keepin_zoom=1.350|speed|edge_zoom=0.915|bounds
396,258.9,795.1,blended,0.78,472.5,584.5,143.7,0.0,657.5,1168.9,1,90.4,1,1,accel_zoom=0.932|shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.02|keepin_zoom=1.350|speed|edge_zoom=0.917|bounds
397,279.3,788.7,interp,0.50,492.6,584.5,163.8,0.0,657.5,1168.9,1,90.7,1,1,accel_zoom=0.931|shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.01|keepin_zoom=1.350|speed|edge_zoom=0.918|bounds
398,306.3,780.8,interp,0.50,514.5,584.5,185.7,0.0,657.5,1168.9,1,95.8,1,1,accel_zoom=0.908|shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.01|keepin_zoom=1.350|speed|edge_zoom=0.917|bounds
399,335.9,772.2,interp,0.50,538.2,584.5,209.4,0.0,657.5,1168.9,1,101.7,1,1,accel_zoom=0.901|shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.00|keepin_zoom=1.350|speed|edge_zoom=0.916|bounds
400,367.3,763.2,interp,0.50,563.5,584.5,234.7,0.0,657.5,1168.9,1,107.8,0,1,accel_zoom=0.895|shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.00|keepin_zoom=1.350|edge_zoom=0.916|bounds
401,399.9,753.9,interp,0.50,590.3,584.5,261.5,0.0,657.5,1168.9,1,113.6,1,0,accel_zoom=0.892|shot_pb=1.00|flight_commit=1.00|pb_zfit|speed|edge_zoom=0.917|bounds
402,433.5,744.4,interp,0.50,618.4,584.5,289.6,0.0,657.5,1168.9,1,119.1,1,0,accel_zoom=0.889|shot_pb=1.00|flight_commit=1.00|pb_zfit|speed|edge_zoom=0.872|bounds
403,467.7,734.7,interp,0.50,647.6,584.5,318.9,0.0,657.5,1168.9,1,124.1,0,0,accel_zoom=0.888|shot_pb=1.00|flight_commit=1.00|pb_zfit|flight_boost=1.03|edge_zoom=0.879|bounds
404,502.2,725.0,interp,0.50,677.8,584.5,349.0,0.0,657.5,1168.9,1,128.4,0,0,accel_zoom=0.888|shot_pb=1.00|flight_commit=1.00|pb_zfit|flight_boost=1.07|edge_zoom=0.885|bounds
405,536.8,715.2,interp,0.50,708.6,584.5,379.8,0.0,657.5,1168.9,1,132.2,0,0,accel_zoom=0.888|shot_pb=1.00|flight_commit=1.00|pb_zfit|flight_boost=1.09|edge_zoom=0.891|bounds
406,571.3,705.5,interp,0.50,739.9,584.5,411.1,0.0,657.5,1168.9,1,135.4,0,0,accel_zoom=0.888|shot_pb=1.00|flight_commit=1.00|pb_zfit|flight_boost=1.11|edge_zoom=0.897|bounds
407,605.7,695.9,interp,0.50,771.5,584.5,442.7,0.0,657.5,1168.9,1,138.2,0,0,accel_zoom=0.888|shot_pb=1.00|flight_commit=1.00|pb_zfit|flight_boost=1.11|edge_zoom=0.902|bounds
408,639.7,686.4,interp,0.50,803.2,584.5,474.5,0.0,657.5,1168.9,1,140.5,0,0,accel_zoom=0.888|shot_pb=1.00|flight_commit=1.00|pb_zfit|flight_boost=1.12|edge_zoom=0.907|bounds
409,673.3,676.9,interp,0.50,834.9,584.5,506.1,0.0,657.5,1168.9,1,142.4,0,0,accel_zoom=0.888|shot_pb=1.00|flight_commit=1.00|pb_zfit|flight_boost=1.12|edge_zoom=0.911|bounds
410,706.5,667.7,interp,0.50,866.4,584.5,537.6,0.0,657.5,1168.9,1,144.1,0,0,accel_zoom=0.888|shot_pb=1.00|flight_commit=1.00|pb_zfit|flight_boost=1.12|edge_zoom=0.916|bounds
411,739.1,658.5,interp,0.50,897.6,584.5,568.8,0.0,657.5,1168.9,1,145.5,0,0,accel_zoom=0.888|shot_pb=1.00|flight_commit=1.00|pb_zfit|flight_boost=1.11|edge_zoom=0.920|bounds
412,771.2,649.5,interp,0.50,928.3,584.5,599.5,0.0,657.5,1168.9,1,146.9,0,0,accel_zoom=0.888|shot_pb=1.00|flight_commit=1.00|pb_zfit|flight_boost=1.10|edge_zoom=0.924|bounds
413,802.7,640.7,interp,0.50,958.4,584.5,629.7,0.0,657.5,1168.9,1,148.3,0,0,accel_zoom=0.888|shot_pb=1.00|flight_commit=1.00|pb_zfit|flight_boost=1.09|edge_zoom=0.928|bounds
414,833.6,632.1,interp,0.50,988.0,584.5,659.2,0.0,657.5,1168.9,1,149.6,0,0,accel_zoom=0.888|shot_pb=1.00|flight_commit=1.00|pb_zfit|flight_boost=1.08|edge_zoom=0.932|bounds
415,863.8,623.7,interp,0.50,1016.7,584.5,688.0,0.0,657.5,1168.9,1,151.1,0,0,accel_zoom=0.888|shot_pb=1.00|flight_commit=1.00|pb_zfit|flight_boost=1.07|edge_zoom=0.936|bounds
416,893.4,615.4,interp,0.50,1044.7,584.5,715.9,0.0,657.5,1168.9,1,152.7,0,0,accel_zoom=0.888|shot_pb=1.00|flight_commit=1.00|pb_zfit|flight_boost=1.06|edge_zoom=0.939|bounds
417,922.3,607.3,interp,0.50,1071.8,584.5,743.0,0.0,657.5,1168.9,1,154.5,0,0,accel_zoom=0.888|shot_pb=1.00|flight_commit=1.00|pb_zfit|flight_boost=1.05|edge_zoom=0.942|bounds
418,950.5,599.5,interp,0.50,1098.0,584.5,769.2,0.0,657.5,1168.9,1,156.5,0,0,accel_zoom=0.888|shot_pb=1.00|flight_commit=1.00|pb_zfit|flight_boost=1.03|edge_zoom=0.946|bounds
419,977.9,591.8,interp,0.50,1123.2,584.5,794.4,0.0,657.5,1168.9,1,158.7,0,0,accel_zoom=0.888|shot_pb=1.00|flight_commit=1.00|pb_zfit|flight_boost=1.02|edge_zoom=0.949|bounds
420,1004.7,584.3,interp,0.50,1147.4,584.5,818.7,0.0,657.5,1168.9,1,161.3,0,0,accel_zoom=0.888|shot_pb=1.00|flight_commit=1.00|pb_zfit|flight_boost=1.00|edge_zoom=0.952|bounds
421,1030.8,577.0,interp,0.50,1170.7,584.5,841.9,0.0,657.5,1168.9,1,164.1,0,0,accel_zoom=0.888|shot_pb=1.00|flight_commit=1.00|pb_zfit|edge_zoom=0.954|bounds
422,1056.2,569.9,interp,0.50,1193.0,584.5,864.2,0.0,657.5,1168.9,1,167.2,0,0,accel_zoom=0.888|shot_pb=1.00|flight_commit=1.00|pb_zfit|edge_zoom=0.957|bounds
423,1080.8,563.1,interp,0.50,1214.3,584.5,885.5,0.0,657.5,1168.9,1,170.5,0,1,accel_zoom=0.888|shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.00|keepin_zoom=1.350|edge_zoom=0.979|bounds
424,1104.7,556.4,interp,0.50,1234.6,584.5,905.9,0.0,657.5,1168.9,1,174.1,0,0,accel_zoom=0.888|shot_pb=1.00|flight_commit=1.00|pb_zfit|edge_zoom=0.989|bounds
