frame,ball_x,ball_y,source,confidence,cam_cx,cam_cy,crop_x0,crop_y0,crop_w,crop_h,ball_in_crop,dist_to_edge,speed_limited,keepinview,clamp_flags
578,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
579,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
580,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
581,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
582,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
583,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
584,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
585,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
586,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
587,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
588,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
589,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
590,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
591,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
592,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
593,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
594,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
595,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
596,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
597,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
598,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
599,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
600,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
601,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
602,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
603,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
604,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
605,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
606,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
607,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
608,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
609,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
610,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
611,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
612,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
613,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.66|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
614,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.64|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
615,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.63|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
616,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.61|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
617,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.60|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
618,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.59|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
619,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.59|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
620,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.58|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
621,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.57|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
622,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.57|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
623,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.56|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
624,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.56|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
625,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.56|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
626,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.56|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
627,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.55|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
628,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.55|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
629,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.55|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
630,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.55|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
631,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.55|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
632,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.55|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
633,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.55|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
634,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.55|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
635,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.54|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
636,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.54|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
637,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.54|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
638,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.54|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
639,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.54|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
640,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.54|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
641,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.54|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
642,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.54|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
643,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.54|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
644,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.54|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
645,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.54|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
646,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.54|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
647,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.54|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
648,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.54|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
649,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.54|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
650,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.54|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
651,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.54|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
652,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.54|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
653,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.54|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
654,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.54|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
655,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.54|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
656,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.54|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
657,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.54|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
658,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.54|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
659,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.54|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
660,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.54|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
661,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.54|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
662,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.54|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
663,189.8,1041.3,hold,0.10,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.54|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
