frame,ball_x,ball_y,source,confidence,cam_cx,cam_cy,crop_x0,crop_y0,crop_w,crop_h,ball_in_crop,dist_to_edge,speed_limited,keepinview,clamp_flags
459,1211.1,681.7,centroid,0.35,1050.9,584.5,722.2,0.0,657.5,1168.9,1,143.8,1,0,shot_pb=1.00|flight_commit=1.00|pb_zfit|speed|edge_zoom=0.892|bounds
460,1212.8,681.8,centroid,0.35,1046.1,584.5,717.4,0.0,657.5,1168.9,1,137.3,0,0,shot_pb=1.00|flight_commit=1.00|pb_zfit|edge_zoom=0.921|bounds
461,1224.1,678.6,centroid,0.35,1041.3,584.5,712.5,0.0,657.5,1168.9,1,121.2,0,0,shot_pb=1.00|flight_commit=1.00|pb_zfit|edge_zoom=0.930|bounds
462,1316.0,648.3,yolo,0.20,1035.7,584.5,706.9,0.0,657.5,1168.9,1,23.7,0,0,accel_zoom=0.780|shot_pb=1.00|flight_commit=1.00|pb_zfit|edge_zoom=0.941|bounds
463,1327.8,644.8,yolo,0.20,1044.1,584.5,715.3,0.0,657.5,1168.9,1,20.3,0,0,shot_pb=1.00|flight_commit=1.00|pb_zfit|edge_zoom=0.941|bounds
464,1316.8,649.1,interp,0.50,1033.0,584.5,704.3,0.0,657.5,1168.9,1,20.2,0,0,shot_pb=1.00|flight_commit=1.00|pb_zfit|edge_zoom=0.922|bounds
465,1294.4,657.1,interp,0.50,1010.7,584.5,681.9,0.0,657.5,1168.9,1,20.3,0,0,accel_zoom=0.814|shot_pb=1.00|flight_commit=1.00|pb_zfit|edge_zoom=0.920|bounds
466,1263.4,668.1,interp,0.50,994.3,584.5,665.5,0.0,657.5,1168.9,1,34.9,0,0,accel_zoom=0.814|shot_pb=1.00|flight_commit=1.00|pb_zfit|edge_zoom=0.917|bounds
467,1226.0,681.2,interp,0.50,978.6,584.5,649.8,0.0,657.5,1168.9,1,56.6,1,0,accel_zoom=0.814|shot_pb=1.00|flight_commit=1.00|pb_zfit|flight_boost=1.06|speed|edge_zoom=0.914|bounds
468,1183.8,695.9,interp,0.50,961.1,584.5,632.3,0.0,657.5,1168.9,1,81.3,1,0,accel_zoom=0.814|shot_pb=1.00|flight_commit=1.00|pb_zfit|flight_boost=1.16|speed|edge_zoom=0.910|bounds
469,1138.3,711.7,interp,0.50,941.8,584.5,613.1,0.0,657.5,1168.9,1,107.5,0,1,accel_zoom=0.814|shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.00|keepin_zoom=1.350|flight_boost=1.02|edge_zoom=0.912|bounds
470,1090.5,728.3,interp,0.50,920.9,584.5,592.1,0.0,657.5,1168.9,1,134.4,0,1,accel_zoom=0.814|shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.00|keepin_zoom=1.350|flight_boost=1.13|edge_zoom=0.906|bounds
471,1041.5,745.3,interp,0.50,898.2,584.5,569.5,0.0,657.5,1168.9,1,160.7,0,1,accel_zoom=0.814|shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.02|keepin_zoom=1.350|flight_boost=1.24|edge_zoom=0.898|bounds
472,991.8,762.5,interp,0.50,873.9,584.5,545.2,0.0,657.5,1168.9,1,186.1,1,1,accel_zoom=0.814|shot_pb=1.00|flight_commit=1.00|pb_zfit|keepin_prop=0.04|keepin_zoom=1.350|flight_boost=1.32|speed|edge_zoom=0.896|bounds
473,942.0,779.6,interp,0.50,848.1,584.5,519.3,0.0,657.5,1168.9,1,210.1,1,1,accel_zoom=0.814|shot_pb=1.00|flight_commit=1.00|keepin_prop=0.07|keepin_zoom=1.350|flight_boost=1.38|speed|edge_zoom=0.893|bounds
474,892.6,796.7,interp,0.50,820.9,584.5,492.1,0.0,657.5,1168.9,1,232.3,1,1,accel_zoom=0.814|shot_pb=1.00|flight_commit=1.00|keepin_prop=0.10|keepin_zoom=1.350|flight_boost=1.42|speed|edge_zoom=0.890|bounds
475,844.0,813.4,interp,0.50,792.4,584.5,463.6,0.0,657.5,1168.9,1,252.4,1,1,accel_zoom=0.814|shot_pb=1.00|flight_commit=1.00|keepin_prop=0.15|keepin_zoom=1.350|flight_boost=1.44|speed|edge_zoom=0.882|bounds
476,796.5,829.8,interp,0.50,762.9,584.5,434.1,0.0,657.5,1168.9,1,270.4,1,1,accel_zoom=0.814|shot_pb=1.00|flight_commit=1.00|keepin_prop=0.20|keepin_zoom=1.350|flight_boost=1.44|speed|edge_zoom=0.868|bounds
477,750.2,845.8,interp,0.50,732.6,584.5,403.8,0.0,657.5,1168.9,1,286.4,1,1,accel_zoom=0.814|shot_pb=1.00|flight_commit=1.00|keepin_prop=0.26|keepin_zoom=1.350|flight_boost=1.44|speed|edge_zoom=0.852|bounds
478,705.4,861.2,interp,0.50,701.8,584.5,373.0,0.0,657.5,1168.9,1,300.4,1,1,accel_zoom=0.814|shot_pb=1.00|flight_commit=1.00|keepin_prop=0.32|keepin_zoom=1.350|flight_boost=1.43|speed|edge_zoom=0.835|bounds
479,662.2,876.1,interp,0.50,670.7,584.5,341.9,0.0,657.5,1168.9,1,292.8,1,1,accel_zoom=0.814|shot_pb=1.00|flight_commit=1.00|keepin_prop=0.38|keepin_zoom=1.350|flight_boost=1.41|speed|edge_zoom=0.818|bounds
480,620.7,890.4,interp,0.50,639.7,584.5,310.9,0.0,657.5,1168.9,1,278.5,1,1,accel_zoom=0.814|shot_pb=1.00|flight_commit=1.00|keepin_prop=0.45|keepin_zoom=1.350|flight_boost=1.38|speed|edge_zoom=0.799|bounds
481,581.1,904.0,interp,0.50,609.1,584.5,280.3,0.0,657.5,1168.9,1,264.9,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=0.52|keepin_zoom=1.350|flight_boost=1.35|speed|edge_zoom=0.779|bounds
482,543.4,917.0,interp,0.50,579.2,584.5,250.4,0.0,657.5,1168.9,1,251.9,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=0.60|keepin_zoom=1.350|flight_boost=1.32|speed|edge_zoom=0.760|bounds
483,507.6,929.3,interp,0.50,550.3,584.5,221.6,0.0,657.5,1168.9,1,239.6,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=0.67|keepin_zoom=1.350|flight_boost=1.28|speed|edge_zoom=0.750|bounds
484,473.8,941.0,interp,0.50,522.8,584.5,194.0,0.0,657.5,1168.9,1,227.9,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=0.74|keepin_zoom=1.350|flight_boost=1.24|speed|edge_zoom=0.750|bounds
485,442.0,951.9,interp,0.50,496.8,584.5,168.1,0.0,657.5,1168.9,1,217.0,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=0.82|keepin_zoom=1.350|flight_boost=1.20|speed|edge_zoom=0.750|bounds
486,412.3,962.2,interp,0.50,472.7,584.5,143.9,0.0,657.5,1168.9,1,206.7,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=0.89|keepin_zoom=1.350|flight_boost=1.16|speed|edge_zoom=0.750|bounds
487,384.7,971.7,interp,0.50,450.4,584.5,121.7,0.0,657.5,1168.9,1,197.2,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=0.95|keepin_zoom=1.350|flight_boost=1.12|speed|edge_zoom=0.750|bounds
488,359.1,980.5,interp,0.50,430.3,584.5,101.6,0.0,657.5,1168.9,1,188.4,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=1.00|keepin_zoom=1.350|flight_boost=1.08|speed|edge_zoom=0.750|bounds
489,335.6,988.6,interp,0.50,412.3,584.5,83.6,0.0,657.5,1168.9,1,180.3,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=1.00|keepin_zoom=1.350|flight_boost=1.03|speed|edge_zoom=0.750|bounds
490,314.1,996.0,interp,0.50,396.5,584.5,67.7,0.0,657.5,1168.9,1,172.9,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
491,294.7,1002.7,interp,0.50,382.7,584.5,54.0,0.0,657.5,1168.9,1,166.2,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
492,277.3,1008.7,interp,0.50,371.0,584.5,42.3,0.0,657.5,1168.9,1,160.2,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
493,261.9,1014.1,interp,0.50,361.2,584.5,32.4,0.0,657.5,1168.9,1,154.8,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
494,248.4,1018.8,interp,0.50,353.1,584.5,24.3,0.0,657.5,1168.9,1,150.1,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
495,236.8,1022.8,interp,0.50,346.5,584.5,17.7,0.0,657.5,1168.9,1,146.1,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
496,226.9,1026.3,interp,0.50,341.3,584.5,12.5,0.0,657.5,1168.9,1,142.6,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
497,218.7,1029.2,interp,0.50,337.2,584.5,8.4,0.0,657.5,1168.9,1,139.7,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
498,212.1,1031.6,interp,0.50,334.1,584.5,5.3,0.0,657.5,1168.9,1,137.3,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
499,206.9,1033.5,yolo,0.20,331.7,584.5,3.0,0.0,657.5,1168.9,1,135.4,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
500,202.7,1035.2,yolo,0.22,330.0,584.5,1.3,0.0,657.5,1168.9,1,133.7,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
501,199.3,1036.6,interp,0.38,328.8,584.5,0.1,0.0,657.5,1168.9,1,132.3,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
502,196.4,1037.9,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,131.0,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
503,193.9,1039.0,interp,0.38,328.8,584.5,0.0,0.0,657.5,1168.9,1,129.9,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
504,191.7,1040.0,yolo,0.24,328.8,584.5,0.0,0.0,657.5,1168.9,1,128.9,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
505,189.4,1040.9,hold,0.30,328.8,584.5,0.0,0.0,657.5,1168.9,1,128.0,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
506,187.2,1041.8,hold,0.30,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.1,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
507,184.8,1042.7,hold,0.30,328.8,584.5,0.0,0.0,657.5,1168.9,1,126.2,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
508,182.2,1043.6,hold,0.30,328.8,584.5,0.0,0.0,657.5,1168.9,1,125.3,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
509,179.2,1044.7,hold,0.30,328.8,584.5,0.0,0.0,657.5,1168.9,1,124.2,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
510,175.7,1046.0,hold,0.30,328.8,584.5,0.0,0.0,657.5,1168.9,1,122.9,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
511,171.5,1047.5,hold,0.30,328.8,584.5,0.0,0.0,657.5,1168.9,1,121.4,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
512,166.4,1049.3,hold,0.30,328.8,584.5,0.0,0.0,657.5,1168.9,1,119.6,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
513,160.1,1051.5,hold,0.30,328.8,584.5,0.0,0.0,657.5,1168.9,1,117.4,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
514,152.3,1054.2,hold,0.30,328.8,584.5,0.0,0.0,657.5,1168.9,1,114.7,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
515,132.8,1061.2,interp,0.32,328.8,584.5,0.0,0.0,657.5,1168.9,1,107.7,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
516,124.6,1064.0,interp,0.32,328.8,584.5,0.0,0.0,657.5,1168.9,1,99.8,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
517,118.5,1065.7,interp,0.32,328.8,584.5,0.0,0.0,657.5,1168.9,1,93.7,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
518,114.2,1066.8,interp,0.32,328.8,584.5,0.0,0.0,657.5,1168.9,1,89.4,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
519,111.8,1067.1,interp,0.32,328.8,584.5,0.0,0.0,657.5,1168.9,1,87.0,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
520,111.5,1066.8,interp,0.32,328.8,584.5,0.0,0.0,657.5,1168.9,1,86.7,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
521,113.2,1065.9,interp,0.32,328.8,584.5,0.0,0.0,657.5,1168.9,1,88.4,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
522,117.4,1064.3,interp,0.32,328.8,584.5,0.0,0.0,657.5,1168.9,1,92.6,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
523,124.3,1061.8,interp,0.32,328.8,584.5,0.0,0.0,657.5,1168.9,1,99.5,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
524,147.9,1054.6,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,114.3,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
525,156.3,1052.0,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,116.9,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
526,163.0,1049.8,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,119.1,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
527,168.3,1048.1,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,120.8,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
528,172.6,1046.8,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,122.1,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
529,176.1,1045.7,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,123.2,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
530,178.8,1044.8,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,124.1,1,1,shot_pb=1.00|flight_commit=1.00|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
531,181.0,1044.1,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,124.8,1,1,shot_pb=1.00|conf_zoom=0.70|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
532,182.8,1043.5,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,125.4,1,1,shot_pb=1.00|conf_zoom=0.69|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
533,184.2,1043.1,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,125.8,1,1,shot_pb=1.00|conf_zoom=0.69|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
534,185.3,1042.7,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,126.2,1,1,shot_pb=1.00|conf_zoom=0.69|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
535,186.2,1042.4,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,126.5,1,1,shot_pb=1.00|conf_zoom=0.69|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
536,186.9,1042.2,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,126.7,1,1,shot_pb=1.00|conf_zoom=0.69|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
537,187.5,1042.0,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,126.9,1,1,shot_pb=1.00|conf_zoom=0.69|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
538,188.0,1041.9,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.0,1,1,shot_pb=1.00|conf_zoom=0.69|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
539,188.3,1041.8,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.1,1,1,shot_pb=1.00|conf_zoom=0.69|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
540,188.6,1041.7,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.2,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
541,188.9,1041.6,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.3,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
542,189.1,1041.5,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.4,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
543,189.2,1041.5,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.4,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
544,189.3,1041.5,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.4,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
545,189.4,1041.4,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.5,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
546,189.5,1041.4,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.5,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
547,189.6,1041.4,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.5,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
548,189.6,1041.4,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.5,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
549,189.7,1041.4,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.5,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
550,189.7,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
551,189.7,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
552,189.7,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
553,189.7,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
554,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
555,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
556,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
557,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
558,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
559,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
560,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
561,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
562,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
563,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
564,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
565,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
566,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
567,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
568,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
569,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
570,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
571,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
572,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
573,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
574,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
575,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
576,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
577,189.8,1041.3,hold,0.25,328.8,584.5,0.0,0.0,657.5,1168.9,1,127.6,1,1,shot_pb=1.00|conf_zoom=0.68|keepin_prop=1.00|keepin_zoom=1.350|speed|edge_zoom=0.750|bounds
